,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,MoransI
GM15886,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.6654862e-07,3.6461585e-09,-9.313849855094276e-05
8030474K03RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.6616163e-07,3.6408645e-09,-0.0001732998567129
BCAN,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.6611576e-07,3.640237e-09,0.0009599297219452
RP24-89C11.2,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.659371e-07,3.6377932e-09,-9.137343595913104e-05
GM15731,4,False,False,4,0.00012066802,99.99034655854813,5.0,2.658394e-07,3.6364565e-09,0.0023826627732763
GM4787,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.6553815e-07,3.6323358e-09,-0.0001736363087466
1700001G17RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.6519734e-07,3.627674e-09,-0.0002149331893066
GM11738,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.6498404e-07,3.624756e-09,-9.296068118592516e-05
GM15859,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.6492873e-07,3.6239995e-09,-0.0001444752926392
RP24-103L16.3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.6450965e-07,3.6182668e-09,-6.799290591541641e-05
GM20404,10,False,False,10,0.00024133603,99.97586639637031,10.0,2.643893e-07,3.6166208e-09,-0.0002152452505848
GM12320,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.6420173e-07,3.6140548e-09,-0.0001442802211096
4930509E16RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.6416404e-07,3.6135392e-09,-9.276444410558368e-05
GM15743,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.6412152e-07,3.6129575e-09,-0.0001184445343477
RP23-28F1.3,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.6403382e-07,3.6117578e-09,-0.0001424275536712
CEBPE,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.6370918e-07,3.6073171e-09,-7.085790124466156e-05
RP23-72O23.3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.633048e-07,3.6017855e-09,-6.682877486822673e-05
GM26618,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.6321354e-07,3.600537e-09,-9.935023785732104e-05
GM22711,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.612863e-07,3.5741738e-09,-9.479417085611204e-05
GM36989,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.6128026e-07,3.5740915e-09,-0.0001144864561597
ATP6V1C2,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.609349e-07,3.5693672e-09,-0.0001154304088739
MAEL,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.6089444e-07,3.568814e-09,-0.0001656483312519
GM16894,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.6081813e-07,3.56777e-09,-7.583336413117717e-05
GM37082,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.6016093e-07,3.55878e-09,-7.07341008882135e-05
GM16098,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.5985327e-07,3.5545713e-09,-9.408038752358368e-05
RP23-93F11.2,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.5957564e-07,3.550774e-09,-0.0001150785299728
GM36945,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5911842e-07,3.5445193e-09,-6.179613034184532e-05
DMRTC2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5908932e-07,3.5441214e-09,-7.178686543175203e-05
GM26753,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.5853458e-07,3.536533e-09,-0.0001648869859787
RP23-391P1.1,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.5837147e-07,3.5343017e-09,-0.0001197636022005
A730013G03RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.5828226e-07,3.5330814e-09,-0.0001973720659745
HCRTR2,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.5800466e-07,3.529284e-09,-0.0001920477024702
GPRC6A,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.5716582e-07,3.5178096e-09,-0.0001563766647538
ZFP59,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.5582813e-07,3.499511e-09,-9.314792364707248e-05
CALM5,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5574283e-07,3.4983443e-09,-6.959068475045011e-05
GM14024,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.5566118e-07,3.4972272e-09,-0.0001700309757224
RHO,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.5528374e-07,3.4920642e-09,-0.0001173913214712
GM10463,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.551923e-07,3.4908134e-09,-0.0001367091273305
GM37248,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.5445908e-07,3.4807834e-09,0.0008204078915764
GM16181,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.5431765e-07,3.478849e-09,-9.015055153287792e-05
GM15587,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.5329024e-07,3.464795e-09,-0.0001190896315327
GM12296,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5300446e-07,3.4608856e-09,-7.148684327094721e-05
TRIM80,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5278987e-07,3.4579504e-09,-7.266749845366464e-05
RP24-503L4.4,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.525014e-07,3.4540042e-09,-7.732160863113662e-05
SKOR1,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.524196e-07,3.452885e-09,-0.000141594505952
GM16568,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5225214e-07,3.4505945e-09,-6.917598267903457e-05
PCDHGA3,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.5138374e-07,3.4387155e-09,-9.37645330234514e-05
GM37566,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5133073e-07,3.4379903e-09,-6.640243778329215e-05
GM12153,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.5127864e-07,3.4372776e-09,-0.0001182755699245
JPH3,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.5110833e-07,3.434948e-09,-0.0002188142305019
RP23-7D3.3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5065734e-07,3.428779e-09,-7.401126860846596e-05
4930447M23RIK,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.5042488e-07,3.4255991e-09,0.0011712375496795
FBXW24,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.5038318e-07,3.4250287e-09,-6.164919122810946e-05
GM37928,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.502486e-07,3.4231877e-09,0.0019154888198133
AMICA1,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.500314e-07,3.4202168e-09,-0.0002114567158606
TMEM132COS,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.4955145e-07,3.4136514e-09,-0.000147143042857
GM20675,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.491164e-07,3.4077001e-09,-7.54320497757558e-05
TDH,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.4906578e-07,3.4070078e-09,-0.0001304302601108
RP23-276C23.1,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.4875303e-07,3.4027294e-09,0.0029630728340796
GM37962,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.4837712e-07,3.3975875e-09,-0.0001400041533182
GM11730,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.476162e-07,3.387179e-09,-7.565398748413498e-05
BANF2OS,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.4758194e-07,3.3867102e-09,0.0021616482342505
RP23-302O24.1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.4722763e-07,3.3818637e-09,-9.289700852518356e-05
RP23-350E1.2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.4720174e-07,3.3815095e-09,-7.126663705868152e-05
GM15612,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.470816e-07,3.3798657e-09,-6.807203074390819e-05
4930556G01RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.4701572e-07,3.3789647e-09,-0.0001647255340934
AI847159,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.4685522e-07,3.376769e-09,-9.697072454689404e-05
RP23-23C4.4,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.4640616e-07,3.3706264e-09,-9.790737569382742e-05
5031415H12RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.4627488e-07,3.3688305e-09,-9.51079997408593e-05
GM12865,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.4599902e-07,3.3650571e-09,-7.19390804262625e-05
HOTAIR,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.4525997e-07,3.3549477e-09,-7.613928649277246e-05
GNAT3,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.4525687e-07,3.354905e-09,-0.0001445835749693
GM816,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.451156e-07,3.3529726e-09,-9.176984103722632e-05
GM29502,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.4432654e-07,3.342179e-09,-0.0001973369261836
GM28380,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.4391386e-07,3.336534e-09,0.0025869521141337
GM38262,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.4389036e-07,3.3362126e-09,-9.243707474269404e-05
GM7353,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.4373875e-07,3.3341385e-09,-8.039244793983186e-05
GM37663,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.4309247e-07,3.325298e-09,0.0016968867667639
SULT2A5,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.430682e-07,3.3249659e-09,-0.0001732058345026
1700058P15RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.4305675e-07,3.324809e-09,-0.0001748520752524
GM26863,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.4208575e-07,3.3115268e-09,-0.0001141093676021
GM11417,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.418148e-07,3.3078207e-09,-7.773347076308098e-05
4930578M01RIK,10,False,False,10,0.00024133603,99.97586639637031,10.0,2.4152067e-07,3.303797e-09,0.001082379122206
GM12339,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.4147633e-07,3.3031904e-09,0.000997136639304
GM26699,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.4126757e-07,3.300335e-09,-0.0001578702775729
RP24-488I7.1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.411484e-07,3.2987049e-09,-7.715186515045413e-05
RP23-49B23.2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.4102957e-07,3.2970795e-09,-7.021819993573005e-05
GM26889,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.4088413e-07,3.2950898e-09,-0.0001655826486587
GM28526,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.4058667e-07,3.2910208e-09,-0.0002127293221026
STRA8,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.4055686e-07,3.2906131e-09,-7.200934226289857e-05
GM12043,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.401457e-07,3.2849887e-09,-0.0001465061504446
GM26761,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.4012766e-07,3.2847418e-09,0.0009386846437913
GM37844,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.396309e-07,3.277947e-09,-7.669270643108909e-05
CPB1,4,False,False,4,0.00012066802,99.99034655854813,5.0,2.3938213e-07,3.2745435e-09,-9.256400809377216e-05
1700109K24RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.387413e-07,3.2657779e-09,-0.0001116998686143
GM26794,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.38478e-07,3.262176e-09,0.0003929284092794
GM37215,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.3837474e-07,3.2607634e-09,-0.0001147063041671
AOC1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3799146e-07,3.2555205e-09,-6.651486037123562e-05
GM5106,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3784457e-07,3.2535112e-09,-7.088859459835568e-05
RP23-342N8.2,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.3774497e-07,3.2521488e-09,0.0013984478430702
KCNMB4OS1,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.3749253e-07,3.2486955e-09,-0.000145749411774
MUG2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3666635e-07,3.2373944e-09,-7.136420949268079e-05
GM14817,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3653175e-07,3.235553e-09,-9.25925822763372e-05
GM12198,6,False,False,6,0.00019306883,99.98551983782218,8.0,2.36405e-07,3.2338192e-09,-0.0001444063449742
MAGEB3,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3573891e-07,3.2247074e-09,-9.314461083546937e-05
GM4779,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3565323e-07,3.2235357e-09,-9.6894180308553e-05
4930516B21RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3543471e-07,3.2205463e-09,-7.434985525247633e-05
GM14698,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.3542373e-07,3.2203962e-09,-0.0001624806117857
P2RX5,10,False,False,10,0.00024133603,99.97586639637031,10.0,2.3539249e-07,3.2199687e-09,-0.0002344957935559
RP24-95O4.9,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.3487301e-07,3.2128629e-09,-0.0001535802970934
GM26698,5,False,False,5,0.00014480163,99.98793319818515,6.0,2.3473304e-07,3.210948e-09,-0.0001192040802985
IL25,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.3417459e-07,3.203309e-09,0.0009464526376509
GM10634,4,False,False,4,0.00012066802,99.99034655854813,5.0,2.3409967e-07,3.2022842e-09,-9.602718987240654e-05
GM12979,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.336987e-07,3.1967993e-09,-0.0001186474426246
RP24-277H8.1,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.3339642e-07,3.1926641e-09,0.0013052942014428
IZUMO1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3316167e-07,3.1894531e-09,-9.551784678568544e-05
CLEC10A,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3299803e-07,3.1872147e-09,-9.431677990731936e-05
GM21718,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3298547e-07,3.1870429e-09,-9.723875252859623e-05
IRS3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.327566e-07,3.1839122e-09,-7.245325688827617e-05
GM10419,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.325575e-07,3.1811884e-09,-0.0001629596391975
IL19,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3254613e-07,3.1810332e-09,-6.746058303618766e-05
CYP2C29,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3215713e-07,3.1757121e-09,-7.259622313849879e-05
TPSAB1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3215621e-07,3.1756993e-09,0.0016729504730463
GM24044,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3196552e-07,3.173091e-09,-7.208828098895543e-05
TFF3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.31653e-07,3.1688159e-09,-7.478412255166574e-05
TIMP4,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.3130752e-07,3.1640899e-09,-0.0001122029411692
RNASEK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.3120492e-07,3.1626866e-09,-9.839481883498436e-05
NXF3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3100601e-07,3.1599656e-09,-7.300051214453495e-05
GM22000,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.3059879e-07,3.1543952e-09,-0.0001145318410069
GM28077,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.3058989e-07,3.1542733e-09,-7.510395205507471e-05
RP24-289J19.2,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.3043657e-07,3.152176e-09,-0.0001166493261004
RASD2,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.3041174e-07,3.1518363e-09,-0.0001176165013153
SBK2,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.300573e-07,3.1469878e-09,-0.0001161281735432
THAP8,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2984402e-07,3.1440706e-09,-9.298543106037372e-05
TMPRSS11F,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.2942133e-07,3.1382885e-09,-0.0001691386736994
RP23-157G2.1,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.2930377e-07,3.1366805e-09,-0.0001622775764475
GM12068,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2921877e-07,3.1355176e-09,-9.263534944594544e-05
CLEC2E,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2890707e-07,3.1312537e-09,-7.649103344741282e-05
PI15,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.283534e-07,3.1236802e-09,0.0029460036181505
CLEC12B,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.2823833e-07,3.1221061e-09,-0.0001238764951872
GM2237,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.2802205e-07,3.1191474e-09,-0.0002097557130977
GALNT15,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2779358e-07,3.116022e-09,-7.323635003325358e-05
GM28876,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.2765477e-07,3.1141236e-09,-0.0001055203930913
GM26695,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2756498e-07,3.112895e-09,-7.254105874901792e-05
GM37949,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2703371e-07,3.1056278e-09,-7.218110255870706e-05
ADGRA1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2687811e-07,3.1034995e-09,-7.050796247299656e-05
TMC5,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.2684185e-07,3.1030034e-09,-0.0002142075954201
CLDN19,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.2681648e-07,3.1026564e-09,0.0019344303889789
RNF138RT1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2674136e-07,3.1016287e-09,-7.720755811724247e-05
GM37046,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2672747e-07,3.1014387e-09,-7.227799123393642e-05
GM38365,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2658112e-07,3.0994367e-09,-6.447329531913645e-05
GM13972,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2654164e-07,3.0988967e-09,-7.261975494660507e-05
CYM,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.2649107e-07,3.0982048e-09,0.0007298104230527
GM13941,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2638342e-07,3.0967324e-09,-9.927569216061956e-05
CYSRT1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2611901e-07,3.0931155e-09,-9.52502747557621e-05
ABCA16,9,False,False,9,0.00021720244,99.97827975673329,9.0,2.2593056e-07,3.0905378e-09,-0.0002061736168083
GM26512,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.253336e-07,3.082372e-09,-6.881656061894595e-05
GM9930,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2524458e-07,3.081154e-09,-9.82314315014828e-05
4930598A11RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2513173e-07,3.0796103e-09,-6.215436422154125e-05
KDM6BOS,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.2508932e-07,3.0790304e-09,0.0009045639708864
1700024B18RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.2473334e-07,3.0741607e-09,-0.0001194505148313
RP23-327I19.1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.2465325e-07,3.0730651e-09,-7.576940730320521e-05
GM11033,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.2441725e-07,3.0698368e-09,-0.0001086611205559
GM5535,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2383428e-07,3.0618623e-09,-9.469153165439928e-05
QRFP,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.2327423e-07,3.0542013e-09,-0.0001167399195242
RSPH14,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.2324718e-07,3.0538314e-09,-0.0001346341375891
GM8973,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.2277196e-07,3.0473306e-09,0.0023606097598484
CLHC1,9,False,False,9,0.00024133603,99.97827975673329,10.0,2.2269792e-07,3.0463179e-09,-0.0002161167792873
GM20726,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.2259344e-07,3.0448888e-09,-0.0001456648071368
8030443G20RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2234934e-07,3.0415497e-09,-9.499069782283132e-05
GM28187,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.218482e-07,3.0346945e-09,-7.502034067014118e-05
OC90,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2121442e-07,3.026025e-09,0.0017599780448399
GM38260,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.2102016e-07,3.0233676e-09,-7.002198057477367e-05
4930431F12RIK,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.2055195e-07,3.016963e-09,-0.0001695180119547
ANGPT4,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.1998699e-07,3.0092349e-09,-0.0001422539664011
LTA,11,False,False,11,0.00026546963,99.97345303600733,11.0,2.1992699e-07,3.008414e-09,-0.0002626070770717
TAF9,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1973011e-07,3.0057206e-09,-6.536438883336779e-05
SRD5A2,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1950873e-07,3.0026928e-09,-9.036120566064884e-05
GM25117,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.186831e-07,2.9913987e-09,-7.78417097637678e-05
GM11715,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1857781e-07,2.9899583e-09,0.0020236233551392
GM13524,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1845227e-07,2.988241e-09,-7.149112492670107e-05
SKINT2,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1824609e-07,2.9854206e-09,-9.25063200428124e-05
ADAM28,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.1805907e-07,2.9828624e-09,-0.0001939275315226
RP24-220P21.4,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.177202e-07,2.978227e-09,-9.125973304582036e-05
GM13657,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.1740718e-07,2.973945e-09,0.0013546247487403
PCDHGB4,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.172879e-07,2.9723133e-09,-0.0001436291033235
PABPC5,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1712145e-07,2.9700364e-09,-9.686064817423884e-05
GM11454,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.169604e-07,2.9678335e-09,-6.382676303647299e-05
ROPN1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1694795e-07,2.9676632e-09,-7.331728429962432e-05
MROH2A,10,False,False,10,0.00024133603,99.97586639637031,10.0,2.1685965e-07,2.9664555e-09,0.0005608725247554
GM16168,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1684203e-07,2.9662144e-09,-9.236009078876636e-05
GM29154,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.1682025e-07,2.9659164e-09,0.0005414407944513
GM12676,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.1622795e-07,2.9578142e-09,-0.0001158376722421
CFAP53,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.1561728e-07,2.9494607e-09,-0.000150854875287
SNORD35B,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.1536763e-07,2.9460459e-09,-0.0001261749720246
NEUROD4,14,False,False,14,0.00033787044,99.96621295491843,14.0,2.1498559e-07,2.9408196e-09,0.0157109397830095
2310026I22RIK,10,False,False,10,0.00024133603,99.97586639637031,10.0,2.1498215e-07,2.9407727e-09,-0.0002370534264752
GM12976,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1407183e-07,2.9283203e-09,-8.997742508936769e-05
HAS1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1398702e-07,2.9271603e-09,-8.935363521226694e-05
CHRM1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1353189e-07,2.9209344e-09,-9.356454923963812e-05
GM4651,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.1347778e-07,2.9201943e-09,-0.0001153731523104
BGLAP,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1340688e-07,2.9192244e-09,-6.957020547568136e-05
4921515E04RIK,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.1337314e-07,2.9187628e-09,-0.0001413218741204
ODF3L1,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.1335174e-07,2.9184701e-09,-0.0001167107149369
SERPINB1C,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.1314953e-07,2.915704e-09,0.0018155981347917
KLK11,7,False,False,7,0.00016893522,99.98310647745922,7.0,2.1303217e-07,2.9140987e-09,0.0055126239826154
TMEM52,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1285778e-07,2.911713e-09,-7.233748963078983e-05
GM17077,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.127855e-07,2.9107243e-09,-0.0001047044037583
RP24-565B3.3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.127004e-07,2.9095604e-09,-6.459430777283017e-05
GM37960,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1263897e-07,2.90872e-09,-6.965646912198068e-05
KLK7,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1240174e-07,2.9054752e-09,-9.45919660894123e-05
1700049J03RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1228567e-07,2.9038871e-09,-7.156155590525908e-05
GM12930,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.1218186e-07,2.9024672e-09,-8.458883405692411e-05
GM11146,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1180382e-07,2.897296e-09,-7.480051991431919e-05
GM12709,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.1130063e-07,2.8904128e-09,-0.000117529787221
CNGA2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.1105662e-07,2.8870748e-09,0.0029366868898284
RP23-319P12.1,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.1100605e-07,2.8863831e-09,0.0018750580484599
GM37140,8,False,False,8,0.00019306883,99.98069311709624,8.0,2.1023196e-07,2.8757943e-09,0.0005090474992248
RP24-500I24.5,5,False,False,5,0.00012066802,99.98793319818515,5.0,2.100307e-07,2.8730411e-09,0.0020114431986476
GM26613,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.0991821e-07,2.8715024e-09,-9.793049950605008e-05
HSD11B1,6,False,False,6,0.00014480163,99.98551983782218,6.0,2.0971632e-07,2.8687406e-09,-0.000142104556108
ARC,3,False,False,3,7.240081e-05,99.99275991891109,3.0,2.0908841e-07,2.8601517e-09,-7.231409447946787e-05
RP23-49B23.1,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,2.09084e-07,2.860091e-09,-6.735753650007936e-05
