,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,MoransI
UBA2,3590,False,False,3590,0.0927937,91.33603629693987,3845.0,10.984138,0.15025365,0.0061921819264554
PDIA4,3657,False,False,3657,0.095207065,91.17434115262091,3945.0,10.979527,0.15019059,0.0017595953752461
PFDN4,3070,False,False,3070,0.07932716,92.59098368568395,3287.0,10.975551,0.15013619,0.0052819028342708
NUS1,2689,False,False,2689,0.068925574,93.51047398397529,2856.0,10.973086,0.15010248,0.0011345860750376
RBM27,2536,False,False,2536,0.065571,93.8797181195096,2717.0,10.972576,0.15009551,0.002364450913979
CYFIP1,3134,False,False,3134,0.081402645,92.4365286224539,3373.0,10.970788,0.15007105,0.0035053572943354
KCNQ1OT1,1961,False,False,1961,0.055821024,95.26740032821701,2313.0,10.967265,0.15002285,0.0056543533706936
CMAS,3167,False,False,3167,0.0835988,92.35688773047592,3464.0,10.960929,0.14993618,0.0085638826764718
MYO1B,2787,False,False,2787,0.072014675,93.27396466840429,2984.0,10.959676,0.14991903,0.013820448719173
MED28,2774,False,False,2774,0.07148373,93.30533835312289,2962.0,10.955557,0.14986269,0.003565229424171
RP24-150D8.2,261,False,False,261,0.006516073,99.37011294526499,270.0,10.954698,0.14985093,0.0283775570398595
SUCO,2822,False,False,2822,0.07394536,93.18949705570036,3064.0,10.952238,0.14981727,0.0038264696293553
TMEM9,2818,False,False,2818,0.07290762,93.19915049715223,3021.0,10.948873,0.14977126,0.0038237065094905
OAZ2,3221,False,False,3221,0.08277826,92.22656627087557,3430.0,10.946423,0.14973773,0.0039509771950928
GABARAPL1,2400,False,False,2400,0.062168162,94.20793512887344,2576.0,10.946315,0.14973627,0.0054896091116626
MRPL49,2830,False,False,2830,0.07215948,93.1701901727966,2990.0,10.9438095,0.149702,0.0053394619578833
RPL15,2887,False,False,2887,0.07387296,93.03262863210735,3061.0,10.943776,0.14970154,0.0030624925297745
ZMYND8,3341,False,False,3341,0.08767738,91.93696302731924,3633.0,10.935582,0.14958945,0.0015828949533152
GLUL,3474,False,False,3474,0.091900766,91.6159860990443,3808.0,10.932051,0.14954114,0.0172463005010619
SEMA3F,2388,False,False,2388,0.06108215,94.23689545322908,2531.0,10.928705,0.1494954,0.0112079471556394
SDCBP,3369,False,False,3369,0.08690511,91.86938893715609,3601.0,10.926717,0.14946818,0.0047299870547033
FAM104A,2538,False,False,2538,0.065233134,93.87489139878366,2703.0,10.925655,0.14945365,0.008356467889879
MPHOSPH10,3306,False,False,3306,0.08777392,92.02143064002317,3637.0,10.922902,0.14941601,0.007005373024992
AP3B1,2583,False,False,2583,0.06675355,93.76629018245004,2766.0,10.92276,0.14941406,0.0011049699342325
MTSS1,1986,False,False,1986,0.05138044,95.20706631914277,2129.0,10.922519,0.14941075,0.0081685316237436
BCL2,1414,False,False,1414,0.036658943,96.58750844676128,1519.0,10.920565,0.14938402,0.0229200431618017
LRPPRC,3438,False,False,3438,0.090694085,91.7028670721112,3758.0,10.918654,0.14935789,0.0180226771156082
NDUFB2,3185,False,False,3185,0.08270586,92.31344724394248,3427.0,10.91504,0.14930846,0.0070494980045323
ZFP521,1804,False,False,1804,0.04621585,95.6462979052032,1915.0,10.914688,0.14930364,0.0140379398479654
TMEM242,3783,False,False,3783,0.09921324,90.87025774688676,4111.0,10.90868,0.14922145,0.0040775991477898
GAPVD1,3223,False,False,3223,0.08458828,92.22173955014964,3505.0,10.908326,0.14921662,0.0040699332165182
ANGEL2,2267,False,False,2267,0.058234386,94.52891205714837,2413.0,10.8967285,0.14905797,0.0028020103106166
LRPAP1,2663,False,False,2663,0.06827396,93.57322135341249,2829.0,10.89459,0.1490287,0.0025627782570588
SMARCD3,2750,False,False,2750,0.071290664,93.36325900183415,2954.0,10.892433,0.14899921,0.0129925393262808
AGFG1,2658,False,False,2658,0.06827396,93.58528815522735,2829.0,10.890811,0.14897703,0.0105525916432275
TMEM147,3157,False,False,3157,0.08217492,92.38102133410561,3405.0,10.888703,0.14894818,0.0057944295136342
D17WSU92E,3008,False,False,3008,0.0777826,92.74061202818805,3223.0,10.888666,0.14894767,0.0027506919243325
DPP3,2803,False,False,2803,0.07285935,93.23535090259678,3019.0,10.888318,0.14894292,0.0019508369368249
YTHDC1,3072,False,False,3072,0.08005116,92.58615696495801,3317.0,10.886531,0.14891846,0.0028070273232504
PSME1,3362,False,False,3362,0.08702578,91.88628245969687,3606.0,10.885556,0.14890514,0.005353092175534
ASPH,2768,False,False,2768,0.071411334,93.3198185153007,2959.0,10.883018,0.14887041,0.00565325755646
GPC1,2020,False,False,2020,0.051211506,95.12501206680182,2122.0,10.882648,0.14886537,0.0109803250026602
TAF1,3075,False,False,3075,0.08060624,92.5789168838691,3340.0,10.881566,0.14885056,0.0011084760958477
WDR43,3310,False,False,3310,0.087484315,92.01177719857128,3625.0,10.881207,0.14884564,0.0094689701627511
BRWD1,2961,False,False,2961,0.07638285,92.85403996524761,3165.0,10.880099,0.1488305,0.005564635562736
AHCTF1,2859,False,False,2859,0.07413843,93.10020272227048,3072.0,10.879051,0.14881617,0.0078426494137338
HOXC5,363,False,False,363,0.009050101,99.1239501882421,375.0,10.874702,0.14875667,0.0363366588410485
VASP,2780,False,False,2780,0.0716044,93.29085819094507,2967.0,10.870489,0.14869903,0.0077727919010925
PTPN11,3256,False,False,3256,0.08420214,92.14209865817163,3489.0,10.866152,0.14863971,0.0017354515813592
ZYX,2541,False,False,2541,0.06569167,93.86765131769475,2722.0,10.864411,0.1486159,0.014415875308741
DDA1,2670,False,False,2670,0.06783956,93.55632783087171,2811.0,10.862531,0.14859018,0.0025729450643587
C130021I20RIK,418,False,False,418,0.010811854,98.9912153682788,448.0,10.862327,0.14858738,0.0476016934723485
PARP2,2401,False,False,2401,0.061637223,94.20552176851047,2554.0,10.861457,0.14857547,0.0015934772947147
GTF2A2,3569,False,False,3569,0.09359012,91.38671686456222,3878.0,10.859838,0.14855333,0.0088947412043906
PDCD6,3271,False,False,3271,0.084974416,92.1058982527271,3521.0,10.858105,0.14852962,0.004112103222849
ILK,3195,False,False,3195,0.08195772,92.28931364031277,3396.0,10.857018,0.14851476,0.0048580820056797
MRPL43,2561,False,False,2561,0.06595714,93.81938411043537,2733.0,10.8541565,0.14847562,0.0041606642521291
ANAPC16,3132,False,False,3132,0.08123371,92.44135534317984,3366.0,10.853181,0.14846227,0.0025207212766782
NCAPD2,3126,False,False,3126,0.081668116,92.45583550535767,3384.0,10.848837,0.14840285,0.0076867489551241
RPL18,3117,False,False,3117,0.07949609,92.47755574862438,3294.0,10.846961,0.1483772,0.0065934322503218
PRRC2A,3333,False,False,3333,0.08514335,91.956269910223,3528.0,10.846308,0.14836825,0.0031283013634826
CTSA,2399,False,False,2399,0.061926827,94.21034848923642,2566.0,10.844518,0.14834377,0.0036467216618698
MSH2,2336,False,False,2336,0.059972007,94.36239019210349,2485.0,10.843773,0.14833358,0.0031577797980632
MAFB,769,False,False,769,0.019910224,98.14412588087653,825.0,10.84111,0.14829716,0.046228603653155
DHX40,2372,False,False,2372,0.06120282,94.27550921903659,2536.0,10.841067,0.14829658,0.002957222476254
DHX30,2754,False,False,2754,0.07078386,93.35360556038228,2933.0,10.832618,0.14818099,0.001672668065241
COMMD3,3089,False,False,3089,0.080075294,92.54512983878753,3318.0,10.830576,0.14815307,0.0070504167729451
GOLM1,2776,False,False,2776,0.07247321,93.30051163239695,3003.0,10.83035,0.14814997,0.0083484179625387
SNRPD2,3420,False,False,3420,0.08835312,91.74630755864466,3661.0,10.829872,0.14814343,0.0066586622173877
ZFP148,3063,False,False,3063,0.0801477,92.60787720822474,3321.0,10.8285475,0.1481253,0.0023885596049331
ARL3,3589,False,False,3589,0.093783185,91.33844965730282,3886.0,10.827595,0.14811227,0.0066103775916423
VPS29,2922,False,False,2922,0.075320974,92.94816101940341,3121.0,10.825874,0.14808874,0.0038476298815729
RNF7,3496,False,False,3496,0.090790614,91.56289217105899,3762.0,10.822823,0.148047,0.0044627703017717
CCDC55,2853,False,False,2853,0.07481417,93.11468288444831,3100.0,10.821753,0.14803235,0.0018082356378982
TRP53,3218,False,False,3218,0.08258519,92.23380635196447,3422.0,10.813712,0.14792237,0.0043751607938183
HELLS,2412,False,False,2412,0.06173376,94.17897480451781,2558.0,10.811882,0.14789735,0.0035171649773361
SEC31A,2801,False,False,2801,0.07148373,93.24017762332272,2962.0,10.806799,0.14782782,0.0051005260279396
SLC12A2,2361,False,False,2361,0.06088908,94.30205618302925,2523.0,10.803908,0.14778827,0.0135429385925128
UBN2,2641,False,False,2641,0.06894971,93.62631528139782,2857.0,10.796076,0.14768112,0.0023681687799969
SOX12,3398,False,False,3398,0.08803938,91.79940148662999,3648.0,10.790388,0.14760332,0.0074386873380216
SUCLA2,3210,False,False,3210,0.08410561,92.25311323486824,3485.0,10.784186,0.1475185,0.0030739865664126
WHSC1L1,2788,False,False,2788,0.07232841,93.27155130804132,2997.0,10.783837,0.14751372,0.001987661543928
ACSL3,2727,False,False,2727,0.07088039,93.41876629018245,2937.0,10.783319,0.14750662,0.0079907183442132
STOX2,2120,False,False,2120,0.05577276,94.88367603050487,2311.0,10.782359,0.1474935,0.0151519391502322
STX4A,2905,False,False,2905,0.07503138,92.98918814557389,3109.0,10.780272,0.14746493,0.0030305553404153
FOPNL,2995,False,False,2995,0.077493005,92.77198571290666,3211.0,10.780126,0.14746293,0.0029273401890534
GRN,2820,False,False,2820,0.07225601,93.19432377642629,2994.0,10.7789955,0.14744747,0.0024991603442825
CALU,2914,False,False,2914,0.07493484,92.96746790230718,3105.0,10.777627,0.14742875,0.0046817103296633
DST,2084,False,False,2084,0.05565209,94.97055700357177,2306.0,10.775924,0.14740546,0.0233233663296049
RBP4,3501,False,False,3501,0.16821122,91.55082536924414,6970.0,10.77562,0.14740132,0.5175464209557823
PRSS23,1387,False,False,1387,0.036610678,96.65266917656145,1517.0,10.774007,0.14737923,0.0347513546691225
HERC1,2906,False,False,2906,0.07647939,92.98677478521093,3169.0,10.770441,0.14733046,0.0061209280930196
SDF2,3056,False,False,3056,0.07932716,92.62477073076552,3287.0,10.762319,0.14721936,0.0026699752214282
PABPN1,3245,False,False,3245,0.08400907,92.1686456221643,3481.0,10.761519,0.14720841,0.0068190616886335
USP48,3231,False,False,3231,0.08463655,92.20243266724587,3507.0,10.75391,0.14710432,0.0021440640651524
TOR1AIP2,2841,False,False,2841,0.07326962,93.14364320880394,3036.0,10.753403,0.1470974,0.0016578640458353
RBMS2,2907,False,False,2907,0.074862435,92.98436142484796,3102.0,10.743296,0.14695914,0.0041691877879083
TMEM256,2647,False,False,2647,0.068080895,93.61183511922,2821.0,10.740414,0.14691971,0.0067150634662249
CARM1,2766,False,False,2766,0.07088039,93.32464523602664,2937.0,10.738826,0.14689799,0.0027607471727316
DLD,3034,False,False,3034,0.07821701,92.67786465875083,3241.0,10.73873,0.14689668,0.0031090402779657
TAOK1,3054,False,False,3054,0.0804373,92.62959745149145,3333.0,10.736777,0.14686997,0.0027329316486242
SPECC1L,2689,False,False,2689,0.070566654,93.51047398397529,2924.0,10.73647,0.14686577,0.0031844973892664
TSC22D4,2534,False,False,2534,0.064388454,93.88454484023553,2668.0,10.734527,0.14683919,0.0024935739162023
ARHGAP28,2437,False,False,2437,0.06214403,94.11864079544358,2575.0,10.733129,0.14682007,0.0156595732189005
ZFP106,3027,False,False,3027,0.07828941,92.69475818129163,3244.0,10.730786,0.14678802,0.0036631698288937
OSBPL9,2746,False,False,2746,0.070832126,93.37291244328603,2935.0,10.725799,0.1467198,0.0032337206020147
BOLA2,3300,False,False,3300,0.08598803,92.03591080220099,3563.0,10.722353,0.14667267,0.0153589934345769
CLSTN1,2808,False,False,2808,0.07232841,93.22328410078194,2997.0,10.722348,0.14667259,0.0083779723550361
RXRA,2499,False,False,2499,0.06436432,93.96901245293947,2667.0,10.713617,0.14655317,0.0084783703162443
ADGRL3,1966,False,False,1966,0.051259775,95.25533352640217,2124.0,10.709788,0.14650078,0.0210221921138626
GMEB1,2439,False,False,2439,0.06253017,94.11381407471764,2591.0,10.70701,0.14646278,0.0018175388443124
RAB11B,3101,False,False,3101,0.079737425,92.5161695144319,3304.0,10.706787,0.14645973,0.0026107556380932
TXLNA,2938,False,False,2938,0.07611739,92.9095472535959,3154.0,10.70514,0.1464372,0.0020857794451396
GORASP2,3256,False,False,3256,0.084153876,92.14209865817163,3487.0,10.704673,0.14643082,0.0022270695296552
TMEM258,3483,False,False,3483,0.08999421,91.59426585577759,3729.0,10.704389,0.14642692,0.0039984378294385
DYNC1LI2,2944,False,False,2944,0.07573125,92.8950670914181,3138.0,10.704227,0.14642471,0.0039187913476083
LSAMP,1072,False,False,1072,0.029225795,97.4128776908968,1211.0,10.704175,0.14642401,0.046155758856043
ADAMTSL1,1096,False,False,1096,0.028405251,97.35495704218555,1177.0,10.702903,0.1464066,0.0259668463231687
KIF15,2915,False,False,2915,0.07645526,92.9650545419442,3168.0,10.702264,0.14639786,0.0084736602150876
CUL7,2943,False,False,2943,0.075827785,92.89748045178105,3142.0,10.701389,0.1463859,0.0032497838003176
RANBP3,2990,False,False,2990,0.0775654,92.7840525147215,3214.0,10.700243,0.1463702,0.001456887546231
SLC25A51,2851,False,False,2851,0.07351096,93.11950960517424,3046.0,10.699074,0.14635421,0.0034282685667272
MMADHC,3076,False,False,3076,0.079134084,92.57650352350612,3279.0,10.697874,0.1463378,0.0045263720489424
MN1,2201,False,False,2201,0.056689836,94.68819384110435,2349.0,10.696453,0.14631838,0.0243532908747047
MTFR1L,3054,False,False,3054,0.079013415,92.62959745149145,3274.0,10.695494,0.14630525,0.0036411329980783
PHF20L1,3090,False,False,3090,0.08142678,92.54271647842455,3374.0,10.694855,0.14629652,0.0020215689241188
SGTA,3018,False,False,3018,0.077372335,92.71647842455836,3206.0,10.694658,0.14629382,0.0017672336304291
ARIH1,2612,False,False,2612,0.06750169,93.69630273192394,2797.0,10.690709,0.1462398,0.0017921957007764
USP14,3091,False,False,3091,0.07980983,92.54030311806159,3307.0,10.690191,0.14623272,0.0077091030963196
USP4,3101,False,False,3101,0.080244236,92.5161695144319,3325.0,10.690187,0.14623266,0.0014373990906191
NEO1,2382,False,False,2382,0.061371755,94.2513756154069,2543.0,10.68187,0.1461189,0.0107164576072431
ZFAND5,2981,False,False,2981,0.07645526,92.80577275798822,3168.0,10.675247,0.14602828,0.0052375758192814
CACFD1,2837,False,False,2837,0.07353509,93.15329665025581,3047.0,10.675185,0.14602743,0.0041591305014064
UQCRB,2501,False,False,2501,0.06330244,93.96418573221354,2623.0,10.67214,0.14598578,0.0056405625413257
TFG,2928,False,False,2928,0.07505551,92.9336808572256,3110.0,10.667685,0.14592484,0.0040692145418054
AP1S1,3590,False,False,3590,0.09385558,91.33603629693987,3889.0,10.665884,0.1459002,0.0039099107279211
HCFC1,3362,False,False,3362,0.086760305,91.88628245969687,3595.0,10.662581,0.14585504,0.0040365108385868
CCNB1,2174,False,False,2174,0.05565209,94.75335457090452,2306.0,10.661729,0.14584339,0.008150783456025
ACTN1,2453,False,False,2453,0.062626705,94.08002702963607,2595.0,10.658096,0.14579369,0.0063948601057321
FBXW7,2289,False,False,2289,0.06074428,94.47581812916305,2517.0,10.657252,0.14578213,0.0035814260141505
MTX2,2312,False,False,2312,0.058644656,94.42031084081475,2430.0,10.6544,0.14574312,0.0034114530947301
STT3A,3436,False,False,3436,0.089053,91.70769379283715,3690.0,10.651806,0.14570764,0.0030553680696097
E2F1,2866,False,False,2866,0.07452457,93.0833091997297,3088.0,10.646761,0.14563863,0.0082455066339205
TM9SF3,3572,False,False,3572,0.09262477,91.37947678347331,3838.0,10.643248,0.14559056,0.0028428676659466
CNOT10,2880,False,False,2880,0.07413843,93.04952215464813,3072.0,10.642026,0.14557385,0.0012479111504179
PHC2,3208,False,False,3208,0.083092,92.25793995559417,3443.0,10.641031,0.14556025,0.0047688364682859
FARSB,3149,False,False,3149,0.082488656,92.40032821700936,3418.0,10.640839,0.14555761,0.011940413730055
GSTM5,2800,False,False,2800,0.071676806,93.24259098368569,2970.0,10.638235,0.145522,0.005421504084092
CLPP,3011,False,False,3011,0.077975675,92.73337194709914,3231.0,10.634171,0.1454664,0.0051022943718931
EFNB3,2369,False,False,2369,0.06149242,94.28274930012549,2548.0,10.62324,0.1453169,0.0148387923823155
OTUB1,3624,False,False,3624,0.093662515,91.2539820445989,3881.0,10.622305,0.14530408,0.0034036353014571
POLDIP3,3503,False,False,3503,0.09062168,91.54599864851821,3755.0,10.619328,0.14526336,0.0024367644159549
PDXDC1,2790,False,False,2790,0.07162853,93.26672458731538,2968.0,10.617964,0.1452447,0.0028591922552878
MYEF2,3189,False,False,3189,0.08219905,92.30379380249059,3406.0,10.616546,0.1452253,0.0027377541759462
VPS36,3058,False,False,3058,0.08002703,92.61994401003957,3316.0,10.6162615,0.14522141,0.0039738544807066
RTFDC1,2412,False,False,2412,0.061975095,94.17897480451781,2568.0,10.610912,0.14514825,0.0027029918161019
DTL,2598,False,False,2598,0.066801816,93.7300897770055,2768.0,10.608679,0.14511769,0.0050315538610615
CHRAC1,2234,False,False,2234,0.05719664,94.60855294912636,2370.0,10.601335,0.14501722,0.0032344786843095
LEO1,2813,False,False,2813,0.07365576,93.21121729896709,3052.0,10.601079,0.14501373,0.0026436897602099
TSNAX,3115,False,False,3115,0.080244236,92.48238246935033,3325.0,10.600981,0.1450124,0.0017135516907121
CSPG4,1093,False,False,1093,0.029274061,97.36219712327446,1213.0,10.5995035,0.14499219,0.0213681480952362
RPL27A,3099,False,False,3099,0.07908582,92.52099623515784,3277.0,10.5959635,0.14494376,0.0046676182874088
CDK13,2662,False,False,2662,0.06861184,93.57563471377546,2843.0,10.59453,0.14492415,0.0006643401086363
NCAPH,3422,False,False,3422,0.0892702,91.74148083791871,3699.0,10.592444,0.14489561,0.007871153724772
MRPS11,3248,False,False,3248,0.08432281,92.1614055410754,3494.0,10.589966,0.14486173,0.0064414588895236
SMCHD1,2603,False,False,2603,0.06704315,93.71802297519065,2778.0,10.587641,0.14482991,0.0028746259292416
ARID1B,2517,False,False,2517,0.06376098,93.92557196640603,2642.0,10.580897,0.14473768,0.0053944748175364
TOPORS,2984,False,False,2984,0.07816874,92.79853267689931,3239.0,10.580628,0.144734,0.0018607709356721
1700123O20RIK,3015,False,False,3015,0.077975675,92.72371850564727,3231.0,10.580528,0.14473262,0.0026723116384119
CREG1,2264,False,False,2264,0.060454678,94.53615213823728,2505.0,10.572187,0.14461853,0.0496606421650682
QSER1,2922,False,False,2922,0.07614152,92.94816101940341,3155.0,10.570546,0.14459607,0.0016921323619701
CSNK2A2,2847,False,False,2847,0.074645236,93.12916304662612,3093.0,10.569963,0.14458811,0.0027743952807726
POLR3K,2832,False,False,2832,0.07314895,93.16536345207066,3031.0,10.566513,0.1445409,0.0044621419286067
TSSC4,2903,False,False,2903,0.07515204,92.99401486629984,3114.0,10.561169,0.14446779,0.0018659228012763
STRIP1,2422,False,False,2422,0.061854426,94.15484120088811,2563.0,10.560944,0.1444647,0.0034837137519533
ANKRD26,2197,False,False,2197,0.058137853,94.69784728255624,2409.0,10.558529,0.14443168,0.0015970198418771
TXNDC15,3038,False,False,3038,0.07884448,92.66821121729897,3267.0,10.555465,0.14438978,0.0045101456280349
FNDC4,2652,False,False,2652,0.06752583,93.59976831740515,2798.0,10.5545845,0.14437772,0.0063115099291644
MFF,3458,False,False,3458,0.08939087,91.65459986485182,3704.0,10.551529,0.14433593,0.0051396762544811
ARFGAP1,2604,False,False,2604,0.06740516,93.71560961482768,2793.0,10.549321,0.14430572,0.0033115735736195
MYBPC1,911,False,False,911,0.025460951,97.80142870933489,1055.0,10.548298,0.14429173,0.0741786172244061
BCL7A,2582,False,False,2582,0.066801816,93.76870354281301,2768.0,10.5397005,0.14417413,0.0086013065780235
TSPAN5,1700,False,False,1700,0.043778356,95.89728738295203,1814.0,10.53942,0.14417028,0.0128139446032297
TRIM35,3241,False,False,3241,0.08470895,92.17829906361618,3510.0,10.538761,0.14416127,0.0056868866657097
SMARCD2,2413,False,False,2413,0.061902694,94.17656144415484,2565.0,10.537053,0.14413792,0.0049706890919109
SNRPE,2785,False,False,2785,0.07092866,93.27879138913022,2939.0,10.530603,0.14404969,0.0047660657191732
PIH1D1,2556,False,False,2556,0.06651221,93.83145091225022,2756.0,10.530188,0.144044,0.002778332321213
PTGFRN,1997,False,False,1997,0.051814847,95.18051935515011,2147.0,10.527128,0.14400214,0.0133624154267233
PSMD11,3000,False,False,3000,0.077589534,92.75991891109182,3215.0,10.52323,0.14394882,0.0038940836439602
IREB2,2757,False,False,2757,0.07063906,93.34636547929337,2927.0,10.520157,0.14390679,0.0023617600878593
MIA3,2569,False,False,2569,0.066198476,93.80007722753162,2743.0,10.520081,0.14390574,0.0035793354683074
CCZ1,2560,False,False,2560,0.065377936,93.82179747079834,2709.0,10.517402,0.1438691,0.0025585181091165
TOPBP1,3276,False,False,3276,0.08475722,92.09383145091226,3512.0,10.515742,0.14384641,0.0065766420123656
PAPSS1,3139,False,False,3139,0.080799304,92.42446182063905,3348.0,10.514688,0.14383197,0.0101654850495445
AGTR2,801,False,False,801,0.020610098,98.0668983492615,854.0,10.512747,0.14380543,0.045187036543664
FMR1,3203,False,False,3203,0.08270586,92.27000675740902,3427.0,10.510751,0.14377812,0.0026261239123226
EIF2S3Y,2859,False,False,2859,0.0741143,93.10020272227048,3071.0,10.507452,0.143733,0.0027220786650821
GINS2,2906,False,False,2906,0.075924315,92.98677478521093,3146.0,10.506699,0.14372268,0.0061123418756407
RABGGTB,3086,False,False,3086,0.081185445,92.55236991987643,3364.0,10.499324,0.14362182,0.0185101293116737
CHCHD1,2984,False,False,2984,0.077034466,92.79853267689931,3192.0,10.498938,0.14361653,0.007247783407741
RAB7,2879,False,False,2879,0.073776424,93.0519355150111,3057.0,10.497033,0.14359047,0.0037025229305444
MAGI1,1807,False,False,1807,0.046239983,95.63905782411429,1916.0,10.496022,0.14357665,0.0143772574781219
DDX47,3016,False,False,3016,0.07853074,92.72130514528429,3254.0,10.491824,0.14351922,0.002703769497805
SIN3A,2385,False,False,2385,0.06088908,94.24413553431799,2523.0,10.488027,0.14346728,0.0019134895951212
ZFC3H1,2177,False,False,2177,0.056279562,94.74611448981562,2332.0,10.487697,0.14346276,0.0014904139449241
CTPS,2629,False,False,2629,0.06767062,93.65527560575345,2804.0,10.48701,0.14345336,0.0041640632819794
FKBP2,2926,False,False,2926,0.07577951,92.93850757795154,3140.0,10.482455,0.14339107,0.0073366077206861
YARS,2583,False,False,2583,0.06685008,93.76629018245004,2770.0,10.4804535,0.14336368,0.0084443588184525
HAT1,2567,False,False,2567,0.065208994,93.80490394825756,2702.0,10.479007,0.1433439,0.0071616212993414
CAPN2,2715,False,False,2715,0.06943238,93.44772661453808,2877.0,10.477452,0.14332262,0.0052962504047747
PDLIM4,2569,False,False,2569,0.06687421,93.80007722753162,2771.0,10.474033,0.14327586,0.0157973531024627
PLIN3,2639,False,False,2639,0.06805676,93.63114200212375,2820.0,10.467003,0.14317968,0.0034868154978303
USP22,3229,False,False,3229,0.08335747,92.2072593879718,3454.0,10.466874,0.14317794,0.0094597855780887
MARCH7,3049,False,False,3049,0.07915822,92.6416642533063,3280.0,10.463806,0.14313595,0.0022161711702661
PTBP3,2940,False,False,2940,0.07635872,92.90472053286997,3164.0,10.462608,0.14311957,0.0051996333733668
ORC6,2941,False,False,2941,0.07628632,92.90230717250701,3161.0,10.461676,0.14310682,0.0065762915156228
ERGIC1,2902,False,False,2902,0.07370403,92.99642822666281,3054.0,10.4610815,0.14309868,0.0030980159706061
SMIM10L1,3294,False,False,3294,0.08538469,92.0503909643788,3538.0,10.457211,0.14304574,0.0033261669133034
FBXO11,2953,False,False,2953,0.07553818,92.87334684815136,3130.0,10.4561615,0.14303139,0.0035325300117838
UCHL5,2777,False,False,2777,0.07300415,93.29809827203398,3025.0,10.45189,0.14297295,0.0135437567475452
RNF114,3171,False,False,3171,0.082247324,92.34723428902404,3408.0,10.445724,0.1428886,0.0038397732731999
PITRM1,2810,False,False,2810,0.07399363,93.21845738005598,3066.0,10.444572,0.14287286,0.013490463502525
RPL31,3305,False,False,3305,0.085698426,92.02384400038613,3551.0,10.44317,0.14285366,0.0056289305148459
DARS,2854,False,False,2854,0.07384883,93.11226952408533,3060.0,10.440867,0.14282218,0.0052064335354019
GLRX2,2694,False,False,2694,0.06933584,93.49840718216043,2873.0,10.440763,0.14282075,0.0037351046645799
MTHFD1,2599,False,False,2599,0.06841876,93.72767641664254,2835.0,10.439571,0.14280443,0.0324307837617411
ISOC1,2298,False,False,2298,0.059320398,94.45409788589633,2458.0,10.438994,0.14279655,0.0070604885329704
SETDB1,3266,False,False,3266,0.08470895,92.11796505454195,3510.0,10.435431,0.14274782,0.0010290002651417
ADIPOR2,2718,False,False,2718,0.07104933,93.44048653344917,2944.0,10.433612,0.14272293,0.0040078658923198
PPP1R9B,2375,False,False,2375,0.060864948,94.26826913794768,2522.0,10.428118,0.14264777,0.0032304966619304
LSM6,3270,False,False,3270,0.08519162,92.10831161309007,3530.0,10.427388,0.14263779,0.0068212505029089
LZTR1,2721,False,False,2721,0.07008398,93.43324645236027,2904.0,10.425063,0.14260599,0.0038958275903707
ATAD2,2752,False,False,2752,0.07102519,93.35843228110822,2943.0,10.42467,0.14260061,0.0066237919159077
GIGYF2,2800,False,False,2800,0.072738685,93.24259098368569,3014.0,10.421794,0.14256127,0.0017721096518832
N4BP2L2,2851,False,False,2851,0.07401776,93.11950960517424,3067.0,10.417252,0.14249913,0.0009273968699281
SPC24,2686,False,False,2686,0.06931171,93.5177140650642,2872.0,10.41672,0.14249188,0.0154328847430812
DDX39,3884,False,False,3884,0.10568105,90.62650835022686,4379.0,10.415707,0.14247799,0.0505935678972763
BNIP3L,2897,False,False,2897,0.0748383,93.00849502847765,3101.0,10.415208,0.14247116,0.0072946741308077
KIF11,2674,False,False,2674,0.06894971,93.54667438941982,2857.0,10.409311,0.1423905,0.007327082721332
CCDC47,2385,False,False,2385,0.06096148,94.24413553431799,2526.0,10.40891,0.14238502,0.0036049276883037
ACTR2,3125,False,False,3125,0.08017183,92.45824886572063,3322.0,10.406062,0.14234608,0.0025130779779745
SREBF2,2725,False,False,2725,0.069408245,93.42359301090839,2876.0,10.400802,0.14227411,0.0037874004452227
DLG1,2335,False,False,2335,0.05994787,94.36480355246646,2484.0,10.400168,0.14226544,0.0025597785067543
RCBTB1,2620,False,False,2620,0.06745342,93.67699584902017,2795.0,10.399232,0.14225264,0.0021776113254511
PRPF38A,3065,False,False,3065,0.079037555,92.60305048749879,3275.0,10.394992,0.14219464,0.002862325342849
MYL12B,2731,False,False,2731,0.07018052,93.40911284873057,2908.0,10.394164,0.14218332,0.0038531002112873
AKAP13,3087,False,False,3087,0.0802925,92.54995655951348,3327.0,10.394074,0.14218208,0.003133630303257
TRIM59,2695,False,False,2695,0.06907038,93.49599382179747,2862.0,10.392678,0.14216298,0.0058092442924806
PSME3,2375,False,False,2375,0.060913216,94.26826913794768,2524.0,10.388985,0.14211246,0.0135488998229926
MSMO1,2688,False,False,2688,0.06967372,93.51288734433825,2887.0,10.388916,0.14211151,0.0100821419345451
TRAPPC1,2857,False,False,2857,0.073559225,93.10502944299644,3048.0,10.3884945,0.14210576,0.0039376229747054
SLC38A1,2572,False,False,2572,0.066801816,93.79283714644271,2768.0,10.386146,0.14207362,0.0120172655832227
PMPCA,2893,False,False,2893,0.07466937,93.01814846992953,3094.0,10.38438,0.14204948,0.0052759084992826
NDUFA6,3264,False,False,3264,0.084153876,92.12279177526788,3487.0,10.380894,0.14200178,0.0082245139007211
