,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,MoransI_Sc,MoransI_My,MoransI_Ept,MoransI_PEL,MoransI_LM,MoransI_Ml,MoransI_IO
HS3ST5,81,False,False,81,0.0020754898,99.80451781059948,86.0,-0.001546729027864988,-2.0,0.0009083062732821488,-0.0030343367856754968,-2.0,-2.0,-0.0018378019336701035
HS3ST6,80,False,False,80,0.002003089,99.80693117096244,83.0,0.040028155624076314,-2.0,0.010581739244502389,-2.0,-0.00918253346317138,-2.0,-2.0
HS6ST1,1543,False,False,1543,0.038565498,96.27618495993822,1598.0,0.0026497076964331905,-0.0031210272251714914,-0.00038544681792419675,-0.00028930511328309304,-0.015744313493960528,-0.021614129463256044,-0.0158605267074292
HS6ST2,1314,False,False,1314,0.033593975,96.8288444830582,1392.0,0.01881152410791141,0.011973799222074817,-0.004811454643740733,0.0004739070278796852,-0.008232391242945331,-0.03603185771609954,-0.026133194425573266
HS6ST3,218,False,False,218,0.0053817937,99.47388744087266,223.0,0.035153905908962224,-0.004690487518953006,-0.003248491094723725,-2.0,-2.0,-2.0,-0.028231526998621158
HSBP1,6544,False,False,6544,0.18027802,84.20696978472826,7470.0,-6.861058021450803e-05,0.006987900685925641,-0.01362500838111749,-0.007660066332631376,-0.030201427971958888,-0.017039261187743043,-0.007074787342229871
HSBP1L1,9,False,False,9,0.00021720244,99.97827975673329,9.0,-0.0006774928563948691,-0.001124327121345467,0.00010805416833863855,-2.0,-2.0,-2.0,-2.0
HSCB,859,False,False,859,0.021406507,97.9269234482093,887.0,0.006555599556922081,0.00602053930833459,0.007088477704890997,-0.007267618289232744,-0.010828396080817643,-2.0,0.004140893879168487
HSD11B1,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.0008425949357190939,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HSD11B2,124,False,False,124,0.003040834,99.7007433149918,126.0,0.003283538925647171,-0.0023353052057391286,-2.0,-0.0058815418704183725,-2.0,-2.0,-2.0
HSD17B10,6627,False,False,6627,0.1822087,84.0066608746018,7550.0,0.007613875754204601,-0.012889278243316149,0.010587825858915234,-0.01916898056277819,0.006491939050351615,0.04092177471661136,0.029249702722039406
HSD17B11,808,False,False,808,0.020392895,98.05000482672072,845.0,0.002084220657561705,-0.00160508536203322,-0.003391369011710529,-0.007097088461839285,-2.0,0.02070056596945437,-0.004278736463787093
HSD17B12,3188,False,False,3188,0.083067864,92.30620716285355,3442.0,0.0010712125228028034,0.00544662429202512,0.006101942769990372,0.003319581177673277,-0.009544417355754998,-0.009968774992312414,0.02186655428942937
HSD17B13,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.0004278124874063109,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HSD17B14,65,False,False,65,0.0016169514,99.84313157640699,67.0,-0.0015966371293868865,0.005219127200817287,0.0022419849824344864,-0.005634385389667963,-2.0,-2.0,-2.0
HSD17B2,276,False,False,276,0.0070228786,99.33391253982045,291.0,5.893600845179e-05,-0.0006367560641995241,-0.003545628591968404,-0.0018761983362069559,-2.0,-2.0,-2.0
HSD17B4,4650,False,False,4650,0.12390192,88.7778743121923,5134.0,0.009508098318947552,0.017083798892271285,-0.0022177001041719484,0.0071495847725172364,-0.011285585022589582,-0.02591206006051779,-0.03355455522835445
HSD17B6,5,False,False,5,0.00012066802,99.98793319818515,5.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HSD17B7,1083,False,False,1083,0.026836567,97.38633072690415,1112.0,0.002318525716674932,0.0012384411491551568,0.002920939490539476,-0.002069867002167933,-0.002124157289104383,-0.005794715152223374,0.0005469585508611441
HSD3B1,93,False,False,93,0.0022685588,99.77555748624386,94.0,-0.00014414393676271263,-2.0,-2.0,-0.00193165541448216,-2.0,-2.0,-2.0
HSD3B2,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HSD3B3,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.144011680501054e-05,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HSD3B6,987,False,False,987,0.02524375,97.6180133217492,1046.0,-0.000888654234027135,0.0025210734645933486,-0.011675156844816221,0.16588431058572672,-2.0,-2.0,-0.006674549864111652
HSD3B7,309,False,False,309,0.007722753,99.25427164784246,320.0,-0.003381770637315701,-0.002399636561600986,-0.0005594706759790761,-0.0023447418085104283,-0.012160270237351126,-2.0,-2.0
HSDL1,804,False,False,804,0.020127425,98.0596582681726,834.0,0.001194535654586703,0.00011906149378470887,0.006015718637646591,-0.016870564830918852,-0.0020683810023663105,0.039541214727707046,-0.003082743715078181
HSDL2,855,False,False,855,0.021213438,97.93657688966117,879.0,0.002690205214022832,0.005111912265008871,-0.004374916816896817,0.02158230595526669,-0.011694956311559578,0.004559644370996105,-0.020766401162798723
HSF1,1373,False,False,1373,0.03400425,96.68645622164301,1409.0,0.003965617615205784,-0.006179940879154706,-0.012906922907147735,0.019568823658462794,-0.007668220252266796,-2.0,-0.024917786609044555
HSF2,671,False,False,671,0.016531518,98.38063519644753,685.0,-0.0027567728332331745,-0.0021702358132819,-0.009544096547298167,-0.0005329015482999097,-0.016330085544067875,-2.0,-0.003393013921712127
HSF2BP,23,False,False,23,0.0005792065,99.9444927116517,24.0,-0.00032313941085804367,-0.0013933547051089175,-4.196948371608257e-05,-0.003760891983736188,-2.0,-2.0,-2.0
HSF3,16,False,False,16,0.00041027126,99.96138623419249,17.0,-0.0003478975663468559,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HSF4,57,False,False,57,0.0014721499,99.86243845931074,61.0,-9.134903032625283e-05,-8.670693357646362e-05,-2.0,-2.0,-2.0,-0.0005957827718233912,-2.0
HSF5,18,False,False,18,0.00043440488,99.95655951346654,18.0,5.457866992413748e-05,-0.0007745225925222441,-2.0,-2.0,-2.0,-2.0,-2.0
HSH2D,5,False,False,5,0.00012066802,99.98793319818515,5.0,-2.0,-2.0,0.0005206614829415106,-2.0,-2.0,-2.0,-2.0
HSP90AA1,4945,False,False,4945,0.13481031,88.06593300511632,5586.0,0.0009145307540498639,-0.006408058642823982,0.008206371635030097,-0.00915787531679876,0.03356137453560989,0.014410518090811565,-0.003001562798370434
HSP90AB1,34141,False,False,34141,2.2525823,17.605463847861756,93338.0,0.020303021721490566,0.022627677968318247,0.04397214707288486,-0.043933943838943224,0.0422238018359239,-0.018142706206639766,0.01733453517706669
HSP90B1,23282,False,False,23282,0.95026064,43.81214402934647,39375.0,0.02344889590419037,0.01596932346863407,0.005057298024731224,0.008242244516274106,-0.01161482112412336,0.03221211456350261,0.016327704631981035
HSPA12A,318,False,False,318,0.0079640895,99.23255140457573,330.0,0.007582728077517623,-0.006713313614308743,0.004038377324799269,-2.0,-0.010426233711992972,0.042817451914352885,-0.01006080446692878
HSPA12B,1910,False,False,1910,0.049377352,95.39048170672845,2046.0,0.009023156094801803,0.0024707943930301905,-0.001639221604373626,-0.013528453414617751,0.039414769965243505,0.0002705081924381831,-0.002562041804554916
HSPA13,1349,False,False,1349,0.033811178,96.74437687035427,1401.0,0.010136685900059665,0.00509810702158531,-0.013486113217992096,-0.0035503290480088253,0.004686122471355152,0.0048160899620801785,-0.01720183323505839
HSPA14,3477,False,False,3477,0.09156289,91.6087460179554,3794.0,0.0008725663180447691,-0.0027993203965376574,-0.01276901294709685,-0.013623609889200423,-0.004653912348422192,-0.01219901211738333,-0.019326885959882564
HSPA1A,99,False,False,99,0.0024616276,99.76107732406602,102.0,0.00483849170135297,-0.001934235720477549,-0.007814430554276648,-2.0,-2.0,-2.0,-0.0025056437311424397
HSPA1B,130,False,False,130,0.0031856357,99.68626315281398,132.0,0.002688637737104225,-0.0005818736703865455,0.001221216324158837,-2.0,-0.00850577746063237,-0.0016148055324394478,-2.0
HSPA1L,11,False,False,11,0.00026546963,99.97345303600733,11.0,-8.435746244620533e-05,-0.0009426915422843055,-2.0,-2.0,-2.0,-2.0,-2.0
HSPA2,195,False,False,195,0.004874988,99.52939472922097,202.0,0.006079867955329624,-0.00521880218946322,-0.0023209036730995405,-0.0004333591226610297,-0.008641438472125859,-2.0,-0.013995045916623651
HSPA4,9223,False,False,9223,0.2686794,77.74157737233324,11133.0,-0.0010930053478797762,0.0036330370030504054,0.007737801625312111,0.0010013888521329146,-0.0401168007400238,-0.012679282638106484,0.012782797899707703
HSPA4L,410,False,False,410,0.010546384,99.01052225118254,437.0,-0.0024447923152127486,0.00919941003678053,0.0016403495491136265,-0.006132609443592875,-0.005146849133521847,-0.012859655020041723,-0.019648059910694335
HSPA5,20795,False,False,20795,0.79568493,49.81417125205135,32970.0,0.02725717865570712,0.004365812191278348,0.004548659522476149,0.01134340076018685,0.022361191863404777,0.0658879878317968,-0.01698630007728822
HSPA8,247,False,False,247,0.006033401,99.40389999034656,250.0,-0.0032975362580152236,0.00024360425188136678,-0.0015903077264475126,-0.0013579882768112673,-2.0,-0.01597270731851195,-0.019935752176374718
HSPA9,8452,False,False,8452,0.2481417,79.60227821218264,10282.0,0.005566986105905076,0.009097352438308007,0.008544186123083724,-0.0020915531271540116,0.0024636164711141634,-0.014682540890533844,-0.006751493456384953
HSPB1,456,False,False,456,0.011415195,98.89950767448596,473.0,0.002487564728342985,-0.000723656019767368,-0.008166024860777471,-0.001553323518760999,-0.015372183277787983,-0.016839130561673996,-2.0
HSPB11,558,False,False,558,0.013707886,98.65334491746307,568.0,0.004871579437919718,0.0016669684384861105,0.005102298658392614,-0.006825575743043501,-0.00274058233044879,-2.0,-0.03586609945460713
HSPB2,366,False,False,366,0.009436239,99.11671010715321,391.0,0.0009910615785915576,0.026276496391265586,0.0014309175070374984,-2.0,-2.0,-0.0013120624304267321,-2.0
HSPB3,125,False,False,125,0.0030649677,99.69832995462883,127.0,0.0024008826318024606,0.003367712345371998,-2.0,-2.0,-2.0,-2.0,-0.009523477137511753
HSPB6,184,False,False,184,0.0044405833,99.55594169321364,184.0,-0.0005003187552281423,-0.004023466475203374,-0.0017121372570778907,-0.00417028920077008,-0.0019738870591785476,-2.0,-2.0
HSPB7,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HSPB8,357,False,False,357,0.0089053,99.13843035041992,369.0,0.004510008330199476,0.0030624326267857846,-0.0013476380703233795,-0.008562067492321412,0.022991826777842412,-0.016839130561673996,-0.012037167438049305
HSPBAP1,584,False,False,584,0.01460083,98.59059754802587,605.0,-0.000731972505015233,0.006296361735123409,-0.008030104445574117,-0.005930800002836277,-0.008635752438394671,-2.0,0.008494656308216785
HSPBP1,1907,False,False,1907,0.04821894,95.39772178781736,1998.0,-0.0023221877840748422,-0.01144858637647604,0.0019062617103935435,0.04378099944026257,-0.0285946491420289,-0.011100668124936782,-0.023220890154852576
HSPD1,5933,False,False,5933,0.16693214,85.68153296650256,6917.0,0.010321387665816747,-0.003183121179815218,0.023134174827312493,0.022374229037849493,-0.02172267189295468,0.01560684621917871,-0.024427282792303814
HSPE1,2089,False,False,2089,0.052756056,94.95849020175693,2186.0,0.006920807091805575,-0.007573413057014388,0.016328502542535633,-0.012819917983570092,-0.016734424074244483,0.002309969773543929,-0.010638873459457037
HSPG2,1902,False,False,1902,0.048243072,95.4097885896322,1999.0,0.0007918458338393279,0.0009573810435948389,0.004822546960100987,0.014031552880098365,-0.008015886228836186,-0.02273443932998459,-0.015802037764613027
HSPH1,4668,False,False,4668,0.12638769,88.73443382565884,5237.0,0.007369364091685199,0.003528273632742142,-0.004869061589580953,0.0093124847606307,0.03635681387213193,-0.008401389862907425,-0.011885801271418207
HTATIP2,452,False,False,452,0.011342794,98.90916111593782,470.0,-0.000628131504664956,-0.0018084641194679963,0.0001800473526607295,-0.01237825553597045,-2.0,-2.0,-0.01663951055629881
HTATSF1,5445,False,False,5445,0.14994209,86.85925282363162,6213.0,0.007861085596276908,0.0030318720216901147,-0.009659836823039426,-0.010387029675855256,0.018303964393786645,-0.014727403398879006,-0.029312468143428635
HTR1A,14,False,False,14,0.00036200407,99.96621295491843,15.0,-0.0005142312001549892,-2.0,-0.0005922595152558197,-2.0,-2.0,-2.0,-2.0
HTR1B,107,False,False,107,0.0027270971,99.74177044116227,113.0,-6.656579985582431e-05,-0.0010639432523022125,0.0049855363256395705,-0.003128564402477122,-2.0,-2.0,-0.012037167438049305
HTR1D,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-0.00022521163689131875,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HTR1F,46,False,False,46,0.0011342794,99.88898542330341,47.0,-0.0010345093302119685,-0.0009658567464714517,-0.0011386596109929986,-2.0,-2.0,-0.0023569799544648435,-2.0
HTR2A,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.0005067465645927448,-0.0008945963873669589,-2.0,-2.0,-2.0,-2.0,-2.0
HTR2B,7,False,False,7,0.00016893522,99.98310647745922,7.0,-2.0,-0.0004905408403217853,-2.0,-2.0,-2.0,-2.0,-2.0
HTR2C,10,False,False,10,0.00024133603,99.97586639637031,10.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HTR3A,6,False,False,6,0.00014480163,99.98551983782218,6.0,-2.0,-0.00027622659214568895,-2.0,-2.0,-2.0,-2.0,-2.0
HTR4,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.0002400914288797222,-0.0008256889987846656,-2.0,-2.0,-2.0,-2.0,0.0014284331908089238
HTR5B,14,False,False,14,0.00033787044,99.96621295491843,14.0,0.02105272275564389,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HTR6,11,False,False,11,0.00026546963,99.97345303600733,11.0,-0.0008733235874139179,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
HTR7,37,False,False,37,0.00091707695,99.91070566657014,38.0,-0.002151425248600815,-0.0023209028773014144,-2.0,-2.0,-2.0,-2.0,-2.0
HTRA1,217,False,False,217,0.0053335265,99.47630080123564,221.0,0.00035091210558574874,-0.0018412970436376193,0.007636720159493549,-2.0,-0.003893416131475615,0.0008668616744862766,-2.0
HTRA2,2221,False,False,2221,0.057293177,94.63992663384496,2374.0,-0.0014872139404725386,0.008958240403948159,0.004719890342744388,0.010280007371768677,-0.010548827006944919,-0.012877162981137606,0.0723173030378613
HTRA3,165,False,False,165,0.0041509797,99.60179554011005,172.0,0.0035317733038992922,-0.004848348560403901,-2.0,-0.007466120220420391,-2.0,0.0021865101064880714,-2.0
HTT,839,False,False,839,0.0208997,97.97519065546867,866.0,0.0020682193506789733,0.0067548940428477705,-0.002010208846595898,-0.0019304308471701993,0.022417112981626568,0.04655407294844305,0.0030533946146807053
HUNK,1764,False,False,1764,0.04515397,95.74283231972198,1871.0,0.010888001742627594,-0.00800881108833909,-0.006338874442245068,-0.0009731187149993095,-0.009278855085019888,-0.011213596871728345,-0.05620920723662733
HUS1,504,False,False,504,0.012646008,98.78366637706343,524.0,-0.004167357615368573,0.0041853274367088245,-0.0041406073345823195,-0.010726536437816816,-0.005246860656861778,-0.003582474476095846,-0.028930447693259222
HUWE1,4451,False,False,4451,0.11745825,89.2581330244232,4867.0,0.0040872907722725475,-0.0018079276448649388,0.00010596728008765574,0.0018422995685570987,-0.012962530066767444,-0.005666033547746456,-0.019435844542286147
HVCN1,250,False,False,250,0.0061782026,99.39665990925765,256.0,0.005490039906936265,-0.0016078906376831605,-0.00590571618623884,-0.003483068109328769,-2.0,-2.0,0.002711540256675142
HYAL1,294,False,False,294,0.0074572833,99.29047205328699,309.0,-0.0003822989055320154,0.0010945697829529166,0.004086538921047328,-0.003546324511963785,-2.0,-0.0016009575974931076,-2.0
HYAL2,2322,False,False,2322,0.058910128,94.39617723718506,2441.0,-0.006483276846098832,-0.0005689567510451205,-0.0055999317553682365,0.025613830443092234,-0.025321353867080718,0.03200421383319796,0.023140446040152713
HYAL3,30,False,False,30,0.00072400813,99.92759918911092,30.0,-0.0006845602909441691,0.000697171113158627,0.0007598029079573368,-2.0,-0.008359891193527922,-2.0,-2.0
HYDIN,40,False,False,40,0.0010136113,99.90346558548123,42.0,-0.001582746120257965,-2.0,-2.0,-2.0,-2.0,-2.0,-0.03241489555595635
HYKK,217,False,False,217,0.0052852593,99.47630080123564,219.0,0.0004501626082563952,-0.0031046926791480755,-0.0007758338818438178,-2.0,-0.00576170539843121,-0.0030364711147494775,-0.029012845731713675
HYLS1,281,False,False,281,0.006805676,99.32184573800559,282.0,0.004021892783754684,-0.008199677914506988,0.0075594107228171585,-2.0,-0.004288632635474703,0.0005517254488665824,-0.017295236377266213
HYOU1,541,False,False,541,0.013273482,98.69437204363356,550.0,-0.0037277102830806288,-0.005681877078368649,-0.005775859496213402,0.007057066281118253,-0.003936324070454961,0.027282296820295163,-0.01383540987066508
HYPK,1971,False,False,1971,0.049063616,95.24326672458731,2033.0,0.001941904518538014,0.0010048654076162532,-0.003058978353844342,0.04303977639818082,-0.01711183694784975,-0.01611311546420587,-0.037469157428545674
I830077J02RIK,55,False,False,55,0.0013514818,99.86726518003668,56.0,-0.001059180129996999,-0.0032357135004689275,-2.0,-2.0,-0.0004096831788369796,-2.0,-2.0
I830134H01RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.0035336402127429055
IAH1,1593,False,False,1593,0.04044792,96.15551694178974,1676.0,0.0073450236455134986,0.0017815946767528225,0.006220866054801368,-2.0,-0.005131147432361507,-0.0019041233544776681,-0.03327795490063626
IARS,2308,False,False,2308,0.05852399,94.42996428226664,2425.0,0.0023912384384748926,0.012493741261601212,-0.010144343401343153,-0.023104534695475427,0.015611274113249064,0.0069704746718906845,-0.033633327977739866
IARS2,1053,False,False,1053,0.026836567,97.45873153779321,1112.0,-0.0071768744580611,-0.0007710112246549977,-0.012760829203821435,0.0038502625121090792,-0.010494716364425088,-0.008674626245864943,-0.003955341215333822
IBA57,240,False,False,240,0.005985134,99.42079351288734,248.0,0.004721236492451964,-0.006260876806255984,-0.0029313428644842238,-0.0033612863588870848,-0.003224294584057339,0.00033552317719609206,-2.0
IBSP,14,False,False,14,0.00036200407,99.96621295491843,15.0,5.796049266565594e-05,-2.0,-2.0,-0.0003565921501992643,-2.0,-2.0,-2.0
IBTK,1666,False,False,1666,0.04252341,95.97934163529298,1762.0,-0.004277183634644408,-0.006103204511172314,0.008898275989686713,-0.01221681243964719,0.017926811733440882,-0.025950571865524154,-0.014380494442723959
ICA1,481,False,False,481,0.012018534,98.83917366541172,498.0,0.006159767575737861,-0.0015500581197072437,0.002373123076647697,-2.0,-2.0,-0.017322652438804206,0.007740786724691063
ICA1L,67,False,False,67,0.0016169514,99.83830485568105,67.0,-0.0010964357042416942,-0.0002696970763545596,-0.0028127155681878565,-2.0,-2.0,-2.0,-2.0
ICAM1,227,False,False,227,0.005671397,99.45216719760595,235.0,0.0005983790521469667,-0.0009949150958623266,-0.0015468837069538336,0.0017748817772372952,-0.003013591653366528,-2.0,-2.0
ICAM2,486,False,False,486,0.012090935,98.82710686359687,501.0,0.010738889040924706,0.006791160904856944,-2.0,-0.003465337464881544,-2.0,-0.00871959070278958,-2.0
ICAM4,809,False,False,809,0.022323584,98.04759146635776,925.0,0.017145689691567937,0.022991241312166875,-0.0002203588979118608,0.006660877973703396,-2.0,-2.0,-2.0
ICAM5,17,False,False,17,0.00043440488,99.95897287382952,18.0,-0.0006258642836162634,-2.0,0.001023054599383857,-2.0,-2.0,-2.0,-2.0
ICE1,1961,False,False,1961,0.04995656,95.26740032821701,2070.0,0.007016261272546945,0.0010483505992787022,-0.007499911269626182,-0.006494561106909763,-0.023062360806975293,-0.01891523081525233,-0.004503695451062644
ICE2,911,False,False,911,0.022709722,97.80142870933489,941.0,-0.0008366626088214318,-0.004364819266291724,-0.010767796936231559,-0.00970731731398518,-0.013777727641182697,0.002651305867397091,-0.009610165632840477
ICK,1379,False,False,1379,0.03467999,96.67197605946521,1437.0,-0.00147614544417041,0.005368490200637548,0.0019492741979608974,-0.00045253508582536093,-0.0075723437360599305,-0.013312795130445412,0.030363412349473835
ICMT,1132,False,False,1132,0.028043248,97.26807606911864,1162.0,-0.0037989996866191335,-0.006879816899422229,0.003573170706562278,-0.022067197907080005,0.0008135144233450749,-0.008004232619606574,-0.034087314649493834
ICOS,30,False,False,30,0.0007481417,99.92759918911092,31.0,-0.0010909432419253353,3.210605454372166e-05,-2.0,-2.0,-2.0,-2.0,-2.0
ICOSL,67,False,False,67,0.001641085,99.83830485568105,68.0,-0.0010415916238895179,0.007851004677655786,-2.0,-2.0,-2.0,-2.0,-2.0
ICT1,4782,False,False,4782,0.12863211,88.45931074428034,5330.0,0.008459641070680956,0.00038745681858757413,0.03354452436455846,0.011584450741579549,-0.002764252752316243,0.0024308705796318385,0.017763389607878557
ID1,3734,False,False,3734,0.10131287,90.98851240467226,4198.0,0.050631403022087844,0.02011571767802875,-0.004265983724362038,-0.012800037870121118,0.04200094590699702,-0.01901774446210672,-0.0331293095190604
ID2,3634,False,False,3634,0.09629308,91.2298484409692,3990.0,0.04607917450393272,0.017958008621499415,2.1841568071495564e-05,0.009126502259413177,0.005401474297107191,-0.009867660575990578,-0.015996461335140676
ID3,6809,False,False,6809,0.19852303,83.56742928854136,8226.0,0.03912761927219544,0.034326676327296475,0.0033609445922239477,-0.008623793425845462,0.05880616283448326,-0.012376625592058437,0.09019711587026766
ID4,553,False,False,553,0.0138526885,98.66541171927791,574.0,0.012485220898340288,-0.004727733113642161,-0.01356181282001829,-0.0060924907347969974,-0.0019853695134795365,-2.0,0.007984298942824689
IDE,1226,False,False,1226,0.03093928,97.04122019499953,1282.0,-0.003341409311846266,-0.0004443844315152737,-0.004592333297064683,-0.01805618395558442,-0.016902990302833265,-0.0314353645275228,-0.02449937936840977
IDH1,2325,False,False,2325,0.058499854,94.38893715609615,2424.0,0.011226240441439857,0.007758746977461538,-0.0013177643376998873,0.013826490021772374,0.0006541548888938574,-0.01939076359932621,-0.005458150802656955
IDH2,9032,False,False,9032,0.2610773,78.2025292016604,10818.0,0.014125334367202348,0.026523005211423006,-0.007454041710898062,-0.0003898517501287027,0.02815198293263465,-0.02706701938646885,-0.03129149921747771
IDH3A,1862,False,False,1862,0.047253598,95.50632300415099,1958.0,-0.0008816496355398647,0.004367815201151572,0.022076110345802487,-0.009286378273775042,-0.005106474501285513,-0.009430662347138189,-0.03086866361798678
IDH3B,6023,False,False,6023,0.16550826,85.46433053383531,6858.0,-0.0002336442682021959,0.014282111607313732,-0.0037794784107525884,0.005893254447506025,-0.017288963631293463,-0.0006092023993422792,-0.00433502030424164
IDH3G,5562,False,False,5562,0.15235543,86.5768896611642,6313.0,0.00435939331814869,-0.0037981391764618554,0.016344681203918736,-0.008679250985310962,-0.030882704207527867,-0.0250030466697603,-0.0221681754796185
IDI1,47,False,False,47,0.0011342794,99.88657206294043,47.0,-0.0009493554961315237,0.008973268073039753,-2.0,-2.0,-2.0,0.0008200676181922848,-2.0
IDNK,716,False,False,716,0.017883,98.27203398011392,741.0,-0.0020262891292386746,0.0010849136230079695,-0.0004794017439915375,-0.0022955342799962936,-2.0,-0.03563655203026369,-0.043400555111251946
IDO2,11,False,False,11,0.00026546963,99.97345303600733,11.0,-0.0006513318910647606,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
IDS,490,False,False,490,0.012066802,98.817453422145,500.0,-0.003538385047751665,-0.0066048133165727205,0.0009921882899449133,-2.0,-2.0,-0.012071353531343214,-0.027228373166058993
IDUA,225,False,False,225,0.005647263,99.45699391833188,234.0,0.010760440652768799,-0.0029305332092011364,-0.0033818709957223305,-2.0,0.0007239185364232636,-2.0,-2.0
IER2,1908,False,False,1908,0.04901535,95.39530842745438,2031.0,0.016980702513166683,-0.005582297831680697,-0.00943137395434543,-0.005999733123957878,0.01913672458527415,-0.013398646470267995,-0.03411552603956068
IER3,205,False,False,205,0.0049956557,99.50526112559128,207.0,-0.003461344027724325,0.008687320930413602,-0.004316680511630724,0.004971907586342439,0.032738352933352144,-2.0,-2.0
IER3IP1,2308,False,False,2308,0.058717057,94.42996428226664,2433.0,0.0078852879168883,0.009275366076107672,-0.005037158753847675,-0.01330211371551471,0.01715888682206889,-0.03067093748896014,0.0170215407666625
IER5,1389,False,False,1389,0.03467999,96.6478424558355,1437.0,0.007411091463068944,0.020726536469555114,0.003413057564782406,0.01479799356147715,0.0005939726705563763,-0.014570194779740803,-0.029670638950340385
IER5L,1115,False,False,1115,0.027946712,97.30910319528911,1158.0,0.009364407476479127,0.014852213191926682,0.01912447374175912,-0.006757292420010495,-0.011945164668625007,-0.009211353105690585,0.04401521595241675
IFFO1,643,False,False,643,0.016024712,98.44820928661068,664.0,0.005543882855928042,-0.0011152351268673174,-0.005008625209730002,-0.007380614969892197,-0.013060442548796134,-0.02127585104051945,0.012072919733860035
IFFO2,840,False,False,840,0.02116517,97.9727772951057,877.0,-0.0006903795829017393,0.0021404112319939363,-0.00036057938991445265,0.024504170146527334,-0.011388455124137624,0.015730709569514185,-2.0
IFI202B,150,False,False,150,0.0037407086,99.6379959455546,155.0,-0.0016306997418047036,-0.0011430263613471702,-0.003390221905617977,0.0023459048095743557,-2.0,-0.019586109071587962,-2.0
IFI203,27,False,False,27,0.0006516073,99.93483927019983,27.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
IFI204,23,False,False,23,0.0005792065,99.9444927116517,24.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
IFI27,707,False,False,707,0.018027801,98.29375422338063,747.0,0.012213238825365964,0.007217317400893437,-0.006699712290391498,-2.0,-2.0,-0.022544866426332483,-2.0
IFI27L2A,32,False,False,32,0.0007722753,99.92277246838498,32.0,-0.0006137286609256089,0.007733666800813642,-2.0,-2.0,-2.0,-2.0,-2.0
IFI30,1068,False,False,1068,0.027005503,97.42253113234868,1119.0,0.0033304388876959057,-0.008713083493636364,-0.0033449257427799837,0.00848928565712918,-0.012624743430028756,-0.018778939471157705,0.007702974132446744
IFI35,285,False,False,285,0.0070470124,99.31219229655372,292.0,-0.0013997273240601788,-0.0031113364685046905,8.626700814162985e-05,-0.006762142631063304,-0.006133180227238797,-0.014758040323550282,-0.002410050488397349
IFI44,30,False,False,30,0.0007481417,99.92759918911092,31.0,-0.0006153479819799391,-0.0005768275185591097,-2.0,-2.0,-2.0,-2.0,-2.0
IFI47,55,False,False,55,0.0013273482,99.86726518003668,55.0,-0.0008319601564994961,0.00010619460851954243,-2.0,-2.0,-2.0,-2.0,-2.0
IFIH1,86,False,False,86,0.0020996234,99.79245100878464,87.0,-0.0002680044064240777,-0.0022377717603821482,0.0004999078274292346,-0.006144429586620086,-2.0,-0.0032958371425882344,-2.0
IFIT1,10,False,False,10,0.00026546963,99.97586639637031,11.0,-1.5454564062744834e-05,-2.0,-0.0031613219780001673,-2.0,-2.0,-2.0,-2.0
IFIT2,366,False,False,366,0.009025968,99.11671010715321,374.0,0.0033294224542393816,-0.004637693779818618,-0.000886594851446761,0.003598627635468455,-0.017613030246595947,-0.01062283130931878,-0.01833808904627648
IFIT3,89,False,False,89,0.0022202916,99.78521092769572,92.0,0.0210545836329745,-2.0,-2.0,-2.0,-2.0,-0.005822583147031132,-2.0
IFIT3B,53,False,False,53,0.0013273482,99.87209190076263,55.0,0.008027830228022692,-2.0,-2.0,-2.0,-2.0,-0.008214099461440291,-2.0
IFITM1,300,False,False,300,0.007360749,99.27599189110919,305.0,0.002661769947741017,-0.004210255891905073,-0.004225996367419598,-2.0,0.0013991518401196518,-2.0,-2.0
