,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,MoransI
SEMA3C,1230,False,False,1230,0.03229076,97.03156675354764,1338.0,0.03152078946412705
SEMA3D,771,False,False,771,0.019596485,98.1392991601506,812.0,0.0210724597392742
SEMA3E,276,False,False,276,0.006853943,99.33391253982045,284.0,0.020060369351167284
SEMA3F,2388,False,False,2388,0.06108215,94.23689545322908,2531.0,0.01120794715563948
SEMA3G,212,False,False,212,0.0052852593,99.48836760305049,219.0,0.010049164437117822
SEMA4A,192,False,False,192,0.0046819192,99.53663481030988,194.0,0.0028281712251627816
SEMA4B,224,False,False,224,0.0055024615,99.45940727869485,228.0,0.0012692769907408316
SEMA4C,936,False,False,936,0.02350613,97.74109470026065,974.0,0.0033593071358744174
SEMA4D,187,False,False,187,0.004561251,99.54870161212472,189.0,0.0001476905543011597
SEMA4F,102,False,False,102,0.0025098948,99.75383724297711,104.0,0.0005019393988932974
SEMA4G,779,False,False,779,0.019379284,98.11999227724684,803.0,0.0016532286994533497
SEMA5A,2875,False,False,2875,0.07611739,93.06158895646298,3154.0,0.02869917140839149
SEMA5B,600,False,False,600,0.015228304,98.55198378221837,631.0,0.015455511375038582
SEMA6A,3678,False,False,3678,0.09969591,91.12366058499856,4131.0,0.036240632386755615
SEMA6B,297,False,False,297,0.0072883484,99.2832319721981,302.0,0.003782600201443481
SEMA6C,922,False,False,922,0.022854522,97.77488174534221,947.0,0.003165712599621409
SEMA6D,359,False,False,359,0.008929433,99.133603629694,370.0,0.0039377771344496545
SEMA7A,85,False,False,85,0.0020996234,99.79486436914759,87.0,0.005834057563361316
SENP1,1755,False,False,1755,0.044357564,95.7645525629887,1838.0,0.0016096168236224987
SENP2,2522,False,False,2522,0.06501593,93.91350516459119,2694.0,0.002746403408367547
SENP3,1747,False,False,1747,0.04394729,95.78385944589246,1821.0,0.0005153565570120527
SENP5,790,False,False,790,0.019596485,98.09344531325418,812.0,-0.00011881558399738556
SENP6,6720,False,False,6720,0.18590115,83.78221836084563,7703.0,0.0028164362249881443
SENP7,1477,False,False,1477,0.03711748,96.4354667438942,1538.0,0.001203916715571504
SENP8,441,False,False,441,0.011029057,98.93570807993049,457.0,0.0014958400574109339
SEP15,5841,False,False,5841,0.15686843,85.90356211989574,6500.0,0.005753333382536204
SEPHS1,4201,False,False,4201,0.111859255,89.86147311516555,4635.0,0.006759117909300334
SEPHS2,87,False,False,87,0.0021478906,99.79003764842166,89.0,0.00031268268752529527
SEPN1,2194,False,False,2194,0.055941693,94.70508736364513,2318.0,0.006027754165198708
SEPP1,3147,False,False,3147,0.09095955,92.4051549377353,3769.0,0.11382138632660778
SEPSECS,340,False,False,340,0.008326094,99.1794574765904,345.0,9.327885697172469e-05
SEPT1,93,False,False,93,0.0023650932,99.77555748624386,98.0,0.0019134576733891855
SEPT10,480,False,False,480,0.011825466,98.84158702577469,490.0,0.001116319437879672
SEPT11,8088,False,False,8088,0.23317888,80.4807413843035,9662.0,0.03357388721740933
SEPT2,5127,False,False,5127,0.13686167,87.62670141905589,5671.0,0.004180622817815084
SEPT3,1248,False,False,1248,0.03188049,96.98812626701418,1321.0,0.008178648253154546
SEPT4,587,False,False,587,0.015107635,98.58335746693696,626.0,0.009284506870843567
SEPT5,55,False,False,55,0.0013514818,99.86726518003668,56.0,0.0004059988911242464
SEPT6,2724,False,False,2724,0.07170094,93.42600637127137,2971.0,0.02243866416111581
SEPT7,13180,False,False,13180,0.42245874,68.19191041606332,17505.0,0.014735885486540888
SEPT8,2519,False,False,2519,0.06455739,93.92074524568008,2675.0,0.0064563450649926775
SEPT9,3568,False,False,3568,0.0920697,91.38913022492518,3815.0,0.00508593522909705
SEPW1,4880,False,False,4880,0.12846318,88.22280142870933,5323.0,0.0051701084968654365
SERAC1,100,False,False,100,0.0024616276,99.75866396370307,102.0,0.00041084446208966053
SERBP1,24122,False,False,24122,1.0454435,41.784921324452164,43319.0,0.04980664162538845
SERF1,3468,False,False,3468,0.09013901,91.63046626122213,3735.0,0.011487730720047266
SERF2,3729,False,False,3729,0.09667922,91.0005792064871,4006.0,0.004021809651852695
SERGEF,414,False,False,414,0.010184381,99.00086880973066,422.0,0.00030030429177262114
SERHL,537,False,False,537,0.013611352,98.70402548508544,564.0,0.0007817781381702203
SERINC1,5015,False,False,5015,0.13478617,87.89699777970846,5585.0,0.003927550209148571
SERINC2,1052,False,False,1052,0.026571097,97.46114489815619,1101.0,0.008333167431052214
SERINC3,4225,False,False,4225,0.118882135,89.80355246645429,4926.0,0.07105621322128342
SERINC4,37,False,False,37,0.00089294335,99.91070566657014,37.0,0.0005128760536626194
SERINC5,253,False,False,253,0.006250603,99.38941982816874,259.0,0.0027595607201300774
SERP1,6734,False,False,6734,0.18681823,83.74843131576407,7741.0,0.013368630925626247
SERP2,370,False,False,370,0.009098369,99.10705666570132,377.0,0.0020500933965251766
SERPINA10,461,False,False,461,0.012163336,98.8874408726711,504.0,0.07392371758477259
SERPINA11,50,False,False,50,0.0012066802,99.87933198185152,50.0,0.010021166060373638
SERPINA1A,414,False,False,414,0.011246259,99.00086880973066,466.0,0.07219724650866148
SERPINA1B,473,False,False,473,0.012211603,98.85848054831547,506.0,0.07700093152598073
SERPINA1C,30,False,False,30,0.0007481417,99.92759918911092,31.0,0.004446563778091913
SERPINA1D,65,False,False,65,0.0016169514,99.84313157640699,67.0,0.010283099232404929
SERPINA1E,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.002654954467365529
SERPINA3F,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-7.061339532801175e-05
SERPINA3G,24,False,False,24,0.0006033401,99.94207935128874,25.0,0.0006244898539560124
SERPINA3I,8,False,False,8,0.00019306883,99.98069311709624,8.0,-0.00018137065831003862
SERPINA3N,8,False,False,8,0.00024133603,99.98069311709624,10.0,0.0007085371119369382
SERPINA6,3205,False,False,3205,0.14207453,92.26518003668308,5887.0,0.4998155772688874
SERPINA7,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.002045170021589575
SERPINB10,34,False,False,34,0.0008205425,99.91794574765905,34.0,0.0012312024573494019
SERPINB1A,139,False,False,139,0.0034993726,99.66454290954725,145.0,0.012690357154880925
SERPINB1B,4,False,False,4,0.00012066802,99.99034655854813,5.0,-9.174124600333058e-05
SERPINB1C,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.001815598134791725
SERPINB2,21,False,False,21,0.00053093926,99.94931943237765,22.0,0.001442894884140601
SERPINB3B,26,False,False,26,0.0006274737,99.9372526305628,26.0,3.246140545125031e-05
SERPINB5,36,False,False,36,0.00089294335,99.9131190269331,37.0,0.006977269493743168
SERPINB6A,1595,False,False,1595,0.040351387,96.15069022106381,1672.0,0.00192565966997674
SERPINB6B,110,False,False,110,0.002799498,99.73453036007336,116.0,0.0037738344308205427
SERPINB6C,11,False,False,11,0.00026546963,99.97345303600733,11.0,-0.0002561676371537844
SERPINB7,19,False,False,19,0.00048267207,99.95414615310358,20.0,0.00016102726359637287
SERPINB8,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.0008084135201540652
SERPINB9,98,False,False,98,0.0024857612,99.763490684429,103.0,0.0007380648312724831
SERPINB9B,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00014022384461524363
SERPINC1,1103,False,False,1103,0.03127715,97.33806351964476,1296.0,0.1527117786636778
SERPIND1,418,False,False,418,0.010884255,98.9912153682788,451.0,0.06407734046517846
SERPINE1,33,False,False,33,0.0008446761,99.92035910802201,35.0,-0.0005130245538689904
SERPINE2,4886,False,False,4886,0.14135052,88.20832126653151,5857.0,0.07659648571274526
SERPINE3,10,False,False,10,0.00024133603,99.97586639637031,10.0,-0.00023975901177891032
SERPINF1,3059,False,False,3059,0.08089584,92.61753064967661,3352.0,0.022269208399566365
SERPINF2,1620,False,False,1620,0.05191138,96.09035621198957,2151.0,0.243431305008432
SERPING1,584,False,False,584,0.014528429,98.59059754802587,602.0,0.005206254655504575
SERPINH1,11059,False,False,11059,0.3315233,73.31064774592141,13737.0,0.037239373805674984
SERPINI1,223,False,False,223,0.005478328,99.46182063905782,227.0,0.0030168696628094737
SERTAD1,688,False,False,688,0.01701419,98.33960807027705,705.0,0.0009028487618832949
SERTAD2,903,False,False,903,0.022589052,97.82073559223863,936.0,0.0020361989199284255
SERTAD3,595,False,False,595,0.014552563,98.5640505840332,603.0,0.00029446973335495153
SERTAD4,1810,False,False,1810,0.04660199,95.6318177430254,1931.0,0.02429647964684072
SERTM1,82,False,False,82,0.0020513562,99.80210445023651,85.0,0.007534885911966037
SESN1,769,False,False,769,0.018944878,98.14412588087653,785.0,0.0005269072101222112
SESN2,178,False,False,178,0.0043440484,99.57042185539144,180.0,0.0002684025757585391
SESN3,901,False,False,901,0.02256492,97.82556231296458,935.0,0.0049939197293717924
SESTD1,1139,False,False,1139,0.02845352,97.25118254657785,1179.0,0.0034943808765281075
SET,8048,False,False,8048,0.22613187,80.57727579882228,9370.0,0.011170981739185515
SETBP1,2551,False,False,2551,0.06779129,93.84351771406506,2809.0,0.01960834719217956
SETD1A,873,False,False,873,0.02169611,97.89313640312771,899.0,0.00031600118418760066
SETD1B,1349,False,False,1349,0.03383531,96.74437687035427,1402.0,0.0018951890333160986
SETD2,4260,False,False,4260,0.11444155,89.71908485375036,4742.0,0.0029051909029402722
SETD3,1293,False,False,1293,0.0324597,96.87952505068057,1345.0,0.001444248627144918
SETD4,387,False,False,387,0.009629308,99.06602953953085,399.0,0.0005697143294942692
SETD5,4225,False,False,4225,0.111400716,89.80355246645429,4616.0,0.0031031206777147524
SETD6,721,False,False,721,0.018051935,98.25996717829906,748.0,0.0040375203777600534
SETD7,1124,False,False,1124,0.028284583,97.2873829520224,1172.0,0.00273137999521319
SETD8,4614,False,False,4614,0.122453906,88.86475528525919,5074.0,0.010579749873143784
SETDB1,3266,False,False,3266,0.08470895,92.11796505454195,3510.0,0.0010290002651417015
SETDB2,215,False,False,215,0.005236992,99.48112752196158,217.0,-0.0007269236754833395
SETMAR,163,False,False,163,0.003957911,99.60662226083599,164.0,0.0006400247712594413
SETX,2062,False,False,2062,0.053311132,95.0236509315571,2209.0,0.0023591764605867586
SEZ6,31,False,False,31,0.0007481417,99.92518582874796,31.0,0.00023691540012790583
SEZ6L,27,False,False,27,0.0006516073,99.93483927019983,27.0,8.119272162875079e-05
SEZ6L2,24,False,False,24,0.0005792065,99.94207935128874,24.0,0.001770815267369829
SF1,4629,False,False,4629,0.121729895,88.82855487981466,5044.0,0.003601411695727109
SF3A1,3185,False,False,3185,0.08253692,92.31344724394248,3420.0,0.0032722277474494994
SF3A2,683,False,False,683,0.016772855,98.3516748720919,695.0,0.0014817266540849694
SF3A3,5638,False,False,5638,0.15291052,86.39347427357853,6336.0,0.006824329042405946
SF3B1,8790,False,False,8790,0.25045854,78.78656240949898,10378.0,0.007250713512564716
SF3B2,12595,False,False,12595,0.39393282,69.60372622840043,16323.0,0.011192652528755833
SF3B3,4354,False,False,4354,0.114948355,89.49222897963124,4763.0,0.0044212652531746815
SF3B4,1017,False,False,1017,0.024930013,97.54561251086012,1033.0,0.0025823989350509924
SF3B5,1514,False,False,1514,0.03803456,96.34617241046432,1576.0,0.0033068271072781725
SF3B6,2178,False,False,2178,0.05524182,94.74370112945265,2289.0,0.004385568212066353
SFI1,384,False,False,384,0.009460373,99.07326962061975,392.0,0.0005718693817844664
SFMBT1,1067,False,False,1067,0.026884835,97.42494449271165,1114.0,0.003122301334970802
SFMBT2,139,False,False,139,0.003402838,99.66454290954725,141.0,0.003491011624556717
SFN,899,False,False,899,0.024423206,97.83038903369051,1012.0,0.06858307244588209
SFPQ,16690,False,False,16690,0.57249737,59.721015542040746,23722.0,0.022104529706984725
SFR1,8318,False,False,8318,0.23689546,79.92566850082055,9816.0,0.009985940393505083
SFRP1,3782,False,False,3782,0.111135244,90.87267110724973,4605.0,0.09713345841964398
SFRP2,7671,False,False,7671,0.2717685,81.48711265566175,11261.0,0.22282175636851925
SFRP4,261,False,False,261,0.007119413,99.37011294526499,295.0,0.0996465159801032
SFRP5,6,False,False,6,0.00014480163,99.98551983782218,6.0,-0.00014113031656870915
SFSWAP,3943,False,False,3943,0.10384689,90.48412008881166,4303.0,0.0017182333270256151
SFT2D1,156,False,False,156,0.0038131094,99.62351578337677,158.0,0.00022219924576087337
SFT2D2,525,False,False,525,0.013056279,98.73298580944106,541.0,0.0016686691407273334
SFT2D3,273,False,False,273,0.0066850083,99.34115262090936,277.0,0.0011062474987375182
SFTA2,22,False,False,22,0.00053093926,99.94690607201467,22.0,-0.00023368214018488367
SFTPC,3,False,False,3,7.240081e-05,99.99275991891109,3.0,-6.877351102410125e-05
SFXN1,3422,False,False,3422,0.09059755,91.74148083791871,3754.0,0.02227886804162684
SFXN2,1121,False,False,1121,0.028236317,97.29462303311131,1170.0,0.0010586223941860971
SFXN3,866,False,False,866,0.021599576,97.9100299256685,895.0,0.0023108411915341437
SFXN4,353,False,False,353,0.00863983,99.1480837918718,358.0,0.0014208938421473437
SFXN5,217,False,False,217,0.0052611255,99.47630080123564,218.0,0.00032651412341212093
SGCA,79,False,False,79,0.0019548219,99.80934453132542,81.0,0.008981919544477917
SGCB,1019,False,False,1019,0.025485085,97.5407857901342,1056.0,0.003368135982070654
SGCD,1070,False,False,1070,0.027729511,97.41770441162274,1149.0,0.014002413205035395
SGCE,1564,False,False,1564,0.039554976,96.22550439231587,1639.0,0.00214140059809196
SGCG,42,False,False,42,0.0010377449,99.89863886475528,43.0,0.004517046166850325
SGCZ,273,False,False,273,0.0069746114,99.34115262090936,289.0,0.013486402696230143
SGIP1,281,False,False,281,0.0069263442,99.32184573800559,287.0,0.0024217227942404103
SGK1,684,False,False,684,0.017110726,98.34926151172894,709.0,0.008368999089267515
SGK2,44,False,False,44,0.001158413,99.89381214402935,48.0,0.004311313087397739
SGK3,560,False,False,560,0.0139250895,98.64851819673713,577.0,0.007328023528473164
SGMS1,750,False,False,750,0.01848634,98.18997972777295,766.0,0.0021234631275010318
SGMS2,87,False,False,87,0.0021478906,99.79003764842166,89.0,0.002195143695105453
SGOL1,1182,False,False,1182,0.029491264,97.14740805097017,1222.0,0.0033950246260372077
SGOL2A,1742,False,False,1742,0.04433343,95.79592624770731,1837.0,0.0037916811835339366
SGPL1,2171,False,False,2171,0.054928083,94.76059465199343,2276.0,0.0025891706734723304
SGPP1,511,False,False,511,0.012694276,98.76677285452263,526.0,0.0016851102143340215
SGPP2,26,False,False,26,0.0006274737,99.9372526305628,26.0,-0.000325579647323322
SGSH,200,False,False,200,0.0049473885,99.51732792740611,205.0,0.00035766029720865335
SGSM1,109,False,False,109,0.0026546963,99.73694372043633,110.0,0.0009939481982300102
SGSM2,405,False,False,405,0.01011198,99.02258905299739,419.0,0.0010860399903786784
SGSM3,564,False,False,564,0.0139974905,98.63886475528525,580.0,0.0007441308317942351
SGTA,3018,False,False,3018,0.077372335,92.71647842455836,3206.0,0.0017672336304291035
SGTB,220,False,False,220,0.005405927,99.46906072014673,224.0,0.0012844635068823146
SH2B1,2279,False,False,2279,0.058089584,94.49995173279274,2407.0,0.0009646743396747991
SH2B2,297,False,False,297,0.0073124818,99.2832319721981,303.0,0.0022387317212348005
SH2B3,749,False,False,749,0.01860701,98.19239308813592,771.0,0.00020379080115536988
SH2D1B1,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0017400228810759586
SH2D3C,344,False,False,344,0.008567429,99.16980403513853,355.0,0.0012359348871592896
SH2D4A,184,False,False,184,0.004633652,99.55594169321364,192.0,0.018629717640187577
SH2D4B,35,False,False,35,0.00086880976,99.91553238729607,36.0,0.00048609168816424284
SH2D5,78,False,False,78,0.0019789555,99.81175789168839,82.0,6.374946133593506e-07
SH2D6,9,False,False,9,0.00021720244,99.97827975673329,9.0,-0.0002123451176601134
SH3BGR,162,False,False,162,0.004078579,99.60903562119896,169.0,0.01730405321683959
SH3BGRL,6584,False,False,6584,0.18300511,84.11043537020947,7583.0,0.012424545232396443
SH3BGRL2,318,False,False,318,0.007939955,99.23255140457573,329.0,0.003953960924288801
SH3BGRL3,3025,False,False,3025,0.07722753,92.69958490201758,3200.0,0.0023634358955722033
SH3BP1,1860,False,False,1860,0.046650257,95.51114972487692,1933.0,0.00213868238160413
SH3BP2,447,False,False,447,0.011053191,98.92122791775267,458.0,0.00013183093231194422
SH3BP4,729,False,False,729,0.018051935,98.24066029539532,748.0,0.005128737235996993
SH3BP5,1600,False,False,1600,0.04052032,96.13862341924896,1679.0,0.00619238346777198
SH3BP5L,872,False,False,872,0.021575442,97.89554976349069,894.0,0.0006652942663716288
SH3D19,760,False,False,760,0.01901728,98.16584612414326,788.0,0.004310865882290637
SH3D21,382,False,False,382,0.009556907,99.07809634134568,396.0,0.0023618163618039137
SH3GL1,1909,False,False,1909,0.04829134,95.39289506709142,2001.0,0.00237645826707477
SH3GL2,114,False,False,114,0.002799498,99.72487691862149,116.0,0.0016780789809530054
SH3GL3,1115,False,False,1115,0.028622454,97.30910319528911,1186.0,0.02620796998779646
SH3GLB1,4607,False,False,4607,0.12542234,88.88164880779999,5197.0,0.026441695538448273
SH3GLB2,1931,False,False,1931,0.049256686,95.3398011391061,2041.0,0.0021596151531730057
SH3KBP1,1126,False,False,1126,0.02859832,97.28255623129645,1185.0,0.005398323201161942
SH3PXD2A,2647,False,False,2647,0.06853943,93.61183511922,2840.0,0.010804634550142222
SH3PXD2B,1476,False,False,1476,0.037020948,96.43788010425716,1534.0,0.004666372202594078
SH3RF1,617,False,False,617,0.015348972,98.51095665604788,636.0,0.004968976027216111
SH3RF2,54,False,False,54,0.0013756154,99.86967854039965,57.0,0.0006771600640471063
SH3RF3,159,False,False,159,0.004030312,99.61627570228787,167.0,0.0046737246917794685
SH3TC1,88,False,False,88,0.0021720242,99.7876242880587,90.0,0.00015686021559170948
SH3TC2,84,False,False,84,0.002123757,99.79727772951057,88.0,0.00228101227483584
SH3YL1,597,False,False,597,0.014962834,98.55922386330727,620.0,0.0038075283380604803
SHANK1,74,False,False,74,0.0017858867,99.82141133314026,74.0,0.00023901455907271717
SHANK2,99,False,False,99,0.0024133604,99.76107732406602,100.0,5.646160564511794e-05
