,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
8221,0.07283908663453632,4,Katnal1,0.6705794261482588,12.651428581181891,69.70980215880161,1.170603467950376,0.09199669713132862,SE,278,0.04325974229563575,7.912338810335932,0.0062563419342041016,-116.90911986284067,69.54588382000387,0.16391833879774254,0.6855743222654531,0.9767772364690952
8222,0.23132028462142668,4,Flrt3,0.6705794261482588,3.3027876161673384,180.34810360559698,1.1027030890478724,0.2076729303388509,SE,278,0.013360787226281213,0.43557811936488566,0.005748748779296875,-338.1857227564314,179.07302516319342,1.2750784424035544,0.25881612513244945,0.9767772364690952
8223,0.03547671066055773,4,2300009A05Rik,0.6705794261482588,27.02205150599125,108.61931768927434,1.1735399361659204,0.047321479628296116,SE,278,0.10836676634740428,72.08690946290878,0.00784611701965332,-194.72815092378613,108.56644355916447,0.05287413010987052,0.8181354761767481,0.9767772364690952
8224,0.07231973793844607,4,Stxbp4,0.6705794261482588,12.74941968626522,130.01711263963261,1.1279822710762517,0.08415043188178736,SE,278,0.03302035383478678,6.114222703531754,0.007656574249267578,-237.52374082450268,129.83434180443297,0.18277083519964776,0.6690027631408333,0.9767772364690952
8225,0.10962284980181809,4,Pcgf2,0.6705794261482588,8.07275668684267,130.79987846621322,1.1347804722553902,0.12236080690589506,SE,278,0.02875176734276956,2.6730823845634974,0.0051229000091552734,-239.08927247766388,130.46522423717656,0.33465422903665853,0.5629312765330698,0.9767772364690952
8226,0.05357739697134316,4,Trmt112,0.6705794261482588,17.557086097930824,94.19375093880524,1.14875380479635,0.06681417507333201,SE,278,0.054524796498142375,17.09241874937489,0.008232593536376953,-165.87701742284793,94.09261742904616,0.1011335097590802,0.7504735950979491,0.9767772364690952
8227,0.2804493936735363,4,Zfp142,0.6705794261482588,2.5500916131934743,125.29699208023271,1.139678728389052,0.25632168207589595,SE,278,0.00821694156739172,0.2171666011662693,0.002948284149169922,-228.08349970570288,122.86246269069673,2.4345293895359816,0.118689510572076,0.9767772364690952
8228,0.05408023403504828,4,Smad2,0.6705794261482588,17.384599222790772,53.3665359625046,1.2058841900552486,0.07464720390427627,SE,278,0.06125154106840984,18.883188151685303,0.0072214603424072266,-84.22258747024665,53.26605513874361,0.10048082376098932,0.7512533879830986,0.9767772364690952
8229,0.15915803959258204,4,Coq7,0.6705794261482588,5.250911997693227,88.86756915075546,1.1805905291407792,0.18098481077721962,SE,278,0.01246043346093012,0.6608530088994289,0.005190849304199219,-155.22465384674837,88.02366064358526,0.8439085071701982,0.35828132311693883,0.9767772364690952
8230,0.3194758179174173,4,Fam78b,0.6705794261482588,2.1171640767381996,100.12999386500391,1.1660231241247607,0.2944347199979904,SE,278,0.006601892277433418,0.15453206546542472,0.0028831958770751953,-177.74950327524527,97.10267037202553,3.0273234929783825,0.08187297109701974,0.9009210062161169
8231,0.041098200285330365,4,Zfyve26,0.6705794261482588,23.189974673248837,173.57230466592137,1.1160481616174476,0.048840226820303714,SE,278,0.07916204574263777,40.133277491331135,0.007471323013305664,-324.6341248770802,173.50989278697355,0.06241187894781319,0.8027236941189327,0.9767772364690952
8232,0.02961559181027161,4,Hps3,0.6705794261482588,32.566593935670014,254.4400458726601,1.0807260080880157,0.03341477287131808,SE,278,0.14227666528082722,132.64134941166625,0.007814645767211914,-486.36960729055767,254.4091059500369,0.030939922623218763,0.8603744870457978,0.9767772364690952
8233,0.17854992324949148,4,Noa1,0.6705794261482588,4.572676224328544,209.39242097123963,1.1021810873097804,0.17017396893414397,SE,278,0.013955648091427703,0.631307392358578,0.005076169967651367,-396.2743574877167,208.47484425351072,0.917576717728906,0.33811205252895893,0.9767772364690952
8234,0.010207146074324746,4,1700049G17Rik,0.6705794261482588,96.38044537630957,308.04612004777437,1.0743996948755767,0.011717858337548681,SE,278,1.0578481096163104,7669.747636623776,0.006200313568115234,-593.5817556407862,308.04150916749234,0.004610880282029939,0.94586248207437,0.9767772364690952
8235,0.3117550425865657,4,Irgm1,0.6705794261482588,2.1942115467211716,173.41084188460297,1.096051009023212,0.2532360336060619,SE,278,0.005548580947704956,0.132680303941915,0.00267791748046875,-324.3111993144434,170.08609604580127,3.3247458388017037,0.06824456181725658,0.8254092258769212
8236,0.006409304941065722,4,Ppp1r8,0.6705794261482588,154.07973600988316,59.68521868927928,1.203461754517082,0.009484566566344232,SE,278,3.1260415238859998,56587.521323088,0.0061075687408447266,-96.85995292379602,59.68285842845293,0.0023602608263502134,0.9612520040043501,0.9767772364690952
8237,0.21414563821296667,4,Mrpl15,0.6705794261482588,3.647386446085223,63.64709191235244,1.1948141848619762,0.23431099032064798,SE,278,0.013715364021921196,0.49056150948498756,0.0054645538330078125,-104.78369936994233,62.323408814410215,1.3236830979422223,0.24993211798538328,0.9767772364690952
8238,0.19226440638827216,4,Wdr89,0.6705794261482588,4.175603705799671,77.3129358652966,1.1739973454215384,0.20804413829695176,SE,278,0.026355963434026845,1.0807098522706822,0.005440950393676758,-132.11538727583064,76.75444918424924,0.5584866810473557,0.4548706251386224,0.9767772364690952
8239,0.14339269473084038,4,Gm15455,0.6705794261482588,5.93750095244035,283.87609694117293,1.078512098255348,0.136246288193023,SE,278,0.014486415908635902,0.8930925141149559,0.0067059993743896484,-545.2417094275834,283.19578636249776,0.6803105786751757,0.4094797979979985,0.9767772364690952
8240,0.081867340487248,4,Farsa,0.6705794261482588,11.146632910222337,90.96399276581735,1.166793043320909,0.10099950848187571,SE,278,0.03970790963394207,5.953699919065019,0.008090496063232422,-159.41750107687216,90.74919161062397,0.21480115519338483,0.6430300538843717,0.9767772364690952
8241,0.016861823830558585,4,Lmna,0.6705794261482588,57.95073623184353,62.42876133604079,1.1806678178014562,0.02362374433990283,SE,278,0.37277834635966584,1017.861185745461,0.007142066955566406,-102.34703821731904,62.41586499183157,0.012896344209224253,0.909584954902075,0.9767772364690952
8242,0.3072068442121853,4,Cux2,0.6705794261482588,2.241411760931255,76.81324637313361,1.1646386659320038,0.28773649298622966,SE,278,0.011553195570348552,0.2799263406157738,0.0030601024627685547,-131.11600829150467,74.4590627007922,2.3541836723414065,0.12494727709222475,0.9767772364690952
