,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
HPCA,0.5489146069974202,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.5563300458595766e-05,,,0.026961743667070343
NRGN,0.5359558159836252,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,4.086751186568251e-05,,,0.026961743667070343
PLP1,0.4990394131980091,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.503117045556358e-05,,,0.026961743667070343
MBP,0.4792946352295487,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.769295292248825e-05,,,0.026961743667070343
PPP3CA,0.46178275366761395,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.2511092676243145e-05,,,0.026961743667070343
CCDC153,0.4201459683142366,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.9504287594477002e-05,,,0.026961743667070343
1500015O10RIK,0.40974287003939847,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,4.1066732776696434e-05,,,0.026961743667070343
C1QL2,0.404598432864886,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.945288455580559e-05,,,0.026961743667070343
TAC2,0.39444433041115756,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.098471944038034e-05,,,0.026961743667070343
MOBP,0.39406589920339524,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.6645705267023164e-05,,,0.026961743667070343
WIPF3,0.3924484621510096,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.157404447611588e-05,,,0.026961743667070343
SNAP25,0.3703063201524497,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.5936820797419073e-05,,,0.026961743667070343
PTK2B,0.3662178541986473,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.316232765737735e-05,,,0.026961743667070343
SST,0.36218580419976476,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.9861025423061172e-05,,,0.026961743667070343
NEUROD6,0.35475073151936376,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.8402958880276633e-05,,,0.026961743667070343
CHN1,0.3490441741202148,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.802652782392187e-05,,,0.026961743667070343
GM5741,0.34460102875857085,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.0779388439735656e-05,,,0.026961743667070343
ATP2B1,0.34162963822985976,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.191844813519218e-05,,,0.026961743667070343
GRIA1,0.3404873190386932,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.13225380962909e-05,,,0.026961743667070343
CHGB,0.3384570108855726,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.76862245270595e-05,,,0.026961743667070343
FIBCD1,0.33831812095225583,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.70513893024063e-05,,,0.026961743667070343
WFS1,0.33723548672404663,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.174549480931621e-05,,,0.026961743667070343
PCP4,0.337148895819579,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.7534530654603115e-05,,,0.026961743667070343
NWD2,0.337031507753485,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.7695489048693775e-05,,,0.026961743667070343
MAL,0.33540285308096435,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,1.913755680094145e-05,,,0.026961743667070343
ATP1B1,0.33304848160209444,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.7931582994632863e-05,,,0.026961743667070343
TTR,0.33142198823344743,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.1100715321555783e-05,,,0.026961743667070343
CRYM,0.33012604747966073,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.504085416436498e-05,,,0.026961743667070343
CAMK2B,0.3281004979621096,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.898850439295489e-05,,,0.026961743667070343
CHRNB4,0.32542515812934675,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.208616314969051e-05,,,0.026961743667070343
OLFM1,0.32476810300875697,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.2465211355245075e-05,,,0.026961743667070343
CPNE6,0.32422398563083654,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.4881446951554785e-05,,,0.026961743667070343
SPINK8,0.32372438814073756,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.921823491392656e-05,,,0.026961743667070343
NCDN,0.32259547752690154,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.654606394485392e-05,,,0.026961743667070343
GPR151,0.32195705763164484,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.49864488853715e-05,,,0.026961743667070343
GRIA2,0.3205679679722729,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.8741194390768556e-05,,,0.026961743667070343
H2-AA,0.3178055513263529,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,1.1010577651782296e-05,,,0.026961743667070343
IGF2,0.31115186503354575,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.4841252220616075e-05,,,0.026961743667070343
CNP,0.3107493021180657,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.1510399544952657e-05,,,0.026961743667070343
CAMK2A,0.3091649615530013,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.929612417491526e-05,,,0.026961743667070343
MEG3,0.3059815580797703,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.523492151286868e-05,,,0.026961743667070343
KIF5A,0.3053683236299244,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.5472348901668654e-05,,,0.026961743667070343
CALM2,0.3053538819971116,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.5758387241759227e-05,,,0.026961743667070343
CALB2,0.2999182611249042,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.108141776148729e-05,,,0.026961743667070343
TMEM212,0.29963858559281475,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.5709564687634998e-05,,,0.026961743667070343
DDN,0.29955286670593223,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.8879109870944424e-05,,,0.026961743667070343
POU4F1,0.29659211612226044,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.657138213275916e-05,,,0.026961743667070343
2010300C02RIK,0.29268436440358414,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.9004362612050252e-05,,,0.026961743667070343
CHRNA3,0.2901417598081111,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.5180478452519945e-05,,,0.026961743667070343
FOLR1,0.2895179765414212,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.0466174357740933e-05,,,0.026961743667070343
H2-AB1,0.28906360228159517,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,1.814541312763474e-05,,,0.026961743667070343
CPLX2,0.2880014466474049,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,1.9777494598482176e-05,,,0.026961743667070343
RTN1,0.28649256394445766,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.3536677089373192e-05,,,0.026961743667070343
ZIC1,0.2840736381842897,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,3.383369110912911e-05,,,0.026961743667070343
PPP3R1,0.28404789890126037,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.851465711072752e-05,,,0.026961743667070343
NPY,0.28260056931507643,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.2383391142908453e-05,,,0.026961743667070343
SNCA,0.2825696081889028,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.6116970896270978e-05,,,0.026961743667070343
RBFOX1,0.2823142726419937,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,1.945579058364224e-05,,,0.026961743667070343
RSPH1,0.2781770064692131,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.724573488255116e-05,,,0.026961743667070343
CALML4,0.27514822908390146,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,4.0436146769817956e-05,,,0.026961743667070343
LPPR4,0.27223930676605085,0.0,2.1633067873231203e-05,0.0,0.009900990099009901,2.5073298927546875e-05,,,0.026961743667070343
