,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
1500015O10RIK,0.48908159426279463,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.8084658971296433e-05,0.0,0.0,0.018802629638484246
HPCA,0.43649050999456895,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.433865342194994e-05,0.0,0.0,0.018802629638484246
NRGN,0.4290003267313385,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.2797367628823626e-05,0.0,0.0,0.018802629638484246
PLP1,0.4250601466522353,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.3776247689455428e-05,0.0,0.0,0.018802629638484246
CCDC153,0.4208237285830791,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.387632711660438e-05,0.0,0.0,0.018802629638484246
TTR,0.3861609297230632,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.2806511440512497e-05,0.0,0.0,0.018802629638484246
TAC2,0.3821439120252242,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.3705804159253888e-05,0.0,0.0,0.018802629638484246
PCP4,0.3684336273825156,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.7209780635646495e-05,0.0,0.0,0.018802629638484246
MBP,0.3617287640323469,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.4276105897978407e-05,0.0,0.0,0.018802629638484246
KCNJ13,0.3554265052534502,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.572336134547685e-05,0.0,0.0,0.018802629638484246
NWD2,0.341689224079803,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.3019880821882954e-05,0.0,0.0,0.018802629638484246
SST,0.3386234879537165,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.3122001353404035e-05,0.0,0.0,0.018802629638484246
C1QL2,0.335183412274275,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.081796041540434e-05,0.0,0.0,0.018802629638484246
FOLR1,0.3286416808912013,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.2960167365205128e-05,0.0,0.0,0.018802629638484246
IGF2,0.32414406881217467,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0142083482641427e-05,0.0,0.0,0.018802629638484246
H2-AB1,0.32191278443130705,0.0,9.402906348056982e-06,0.0,0.009900990099009901,6.441178632210897e-06,0.0,0.0,0.018802629638484246
GM5741,0.32139669571918905,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0979229687851913e-05,0.0,0.0,0.018802629638484246
PKLR,0.31776310945070285,0.0,9.402906348056982e-06,0.0,0.009900990099009901,2.8620826067554674e-34,0.0,0.0,0.018802629638484246
H2-AA,0.31159961250138263,0.0,9.402906348056982e-06,0.0,0.009900990099009901,5.28941470881246e-06,0.0,0.0,0.018802629638484246
ENPP2,0.30548255868830276,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0494903475265618e-05,0.0,0.0,0.018802629638484246
CALB2,0.30399609248473675,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.101862536447193e-05,0.0,0.0,0.018802629638484246
TMEM212,0.3026909026264116,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0190503570009616e-05,0.0,0.0,0.018802629638484246
DDN,0.29935980710706067,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.305950993798962e-05,0.0,0.0,0.018802629638484246
KCNE2,0.29610298380597966,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.163355071607468e-05,0.0,0.0,0.018802629638484246
SOSTDC1,0.2943331618405857,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.204564387943932e-05,0.0,0.0,0.018802629638484246
MAL,0.29368903619132103,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.540278799157677e-06,0.0,0.0,0.018802629638484246
MOBP,0.29281168331478186,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.171135209320606e-06,0.0,0.0,0.018802629638484246
GNG8,0.28923181491779615,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.3578450629937993e-05,0.0,0.0,0.018802629638484246
WIPF3,0.289051789580715,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.4964726590295023e-05,0.0,0.0,0.018802629638484246
PTGDS,0.28849724473696925,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.381983672635696e-06,0.0,0.0,0.018802629638484246
PPP3CA,0.2878926964429289,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.1586878126599683e-05,0.0,0.0,0.018802629638484246
CALML4,0.2872314435051694,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.451825991725361e-05,0.0,0.0,0.018802629638484246
PRKCD,0.281473124863711,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.956331391303056e-06,0.0,0.0,0.018802629638484246
GPR151,0.2719947867521743,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.805351000178993e-06,0.0,0.0,0.018802629638484246
NNAT,0.2674784961574857,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.176606654849687e-05,0.0,0.0,0.018802629638484246
MEG3,0.264279762695797,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.776314680364154e-06,0.0,0.0,0.018802629638484246
RARRES2,0.26182032968970115,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.1974921847658852e-05,0.0,0.0,0.018802629638484246
RSPH1,0.260947090360456,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.101516883874006e-06,0.0,0.0,0.018802629638484246
CNP,0.2595711756526291,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0086925989281135e-05,0.0,0.0,0.018802629638484246
NPY,0.2577897611111761,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.443911627788194e-06,0.0,0.0,0.018802629638484246
ZIC1,0.25039261287626824,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0684488703029799e-05,0.0,0.0,0.018802629638484246
POU4F1,0.2503036191529093,0.0,9.402906348056982e-06,0.0,0.009900990099009901,7.802820514682661e-06,0.0,0.0,0.018802629638484246
F5,0.24946048791162378,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.73942018506247e-06,0.0,0.0,0.018802629638484246
CAMK2A,0.2462179172819624,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.2061148999995481e-05,0.0,0.0,0.018802629638484246
NEUROD6,0.24385769782732686,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.357041115130233e-06,0.0,0.0,0.018802629638484246
SCUBE1,0.24260176927976812,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.443213165344597e-06,0.0,0.0,0.018802629638484246
PTK2B,0.23961551744077395,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0213705495239716e-05,0.0,0.0,0.018802629638484246
CLDN11,0.23926642248411317,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.2309334822826947e-05,0.0,0.0,0.018802629638484246
SNCG,0.23628439457506065,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0481060763001928e-05,0.0,0.0,0.018802629638484246
APOD,0.23582829586050272,0.0,9.402906348056982e-06,0.0,0.009900990099009901,7.11422357477644e-06,0.0,0.0,0.018802629638484246
KIF5A,0.2350063289839058,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.3806214651930023e-05,0.0,0.0,0.018802629638484246
CLIC6,0.23438615370935703,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.09011259212274e-05,0.0,0.0,0.018802629638484246
SNAP25,0.2343147587280793,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0346447034613635e-05,0.0,0.0,0.018802629638484246
CRYM,0.23407648859277008,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.947854255016345e-06,0.0,0.0,0.018802629638484246
TNNT1,0.23308482060000874,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.1836042275306467e-05,0.0,0.0,0.018802629638484246
NECAB2,0.22918557788149593,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.938297530183618e-06,0.0,0.0,0.018802629638484246
CPNE6,0.22749349254843537,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.724733884023246e-06,0.0,0.0,0.018802629638484246
CD74,0.21938867414400007,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.312603675323144e-06,0.0,0.0,0.018802629638484246
SPINK8,0.21854064828856248,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.1402943661696179e-05,0.0,0.0,0.018802629638484246
ATP2B1,0.218025715934313,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.225675408394254e-06,0.0,0.0,0.018802629638484246
SYT9,0.21639092378166605,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.63765222697169e-06,0.0,0.0,0.018802629638484246
FIBCD1,0.2148169940632501,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.42589346737334e-06,0.0,0.0,0.018802629638484246
MALAT1,0.2144801598915645,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.404905244031727e-06,0.0,0.0,0.018802629638484246
WFS1,0.2142235633563471,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0545779284157694e-05,0.0,0.0,0.018802629638484246
CHN1,0.21314532559575383,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.170141858910063e-06,0.0,0.0,0.018802629638484246
MAG,0.21279797733144534,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.74138020377922e-06,0.0,0.0,0.018802629638484246
LRRC55,0.21249024860334761,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.825801869613375e-06,0.0,0.0,0.018802629638484246
TAC1,0.21227575535176071,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.2344240038372534e-05,0.0,0.0,0.018802629638484246
MT-RNR2,0.2099364604345173,0.0,9.402906348056982e-06,0.0,0.009900990099009901,7.0165865514427525e-06,0.0,0.0,0.018802629638484246
KL,0.20828374457767318,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.0380464031012209e-05,0.0,0.0,0.018802629638484246
GRIA1,0.20819064652934108,0.0,9.402906348056982e-06,0.0,0.009900990099009901,9.728924306926915e-06,0.0,0.0,0.018802629638484246
ACTA2,0.20704259781589746,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.992606475277665e-06,0.0,0.0,0.018802629638484246
SPARC,0.20561069118713268,0.0,9.402906348056982e-06,0.0,0.009900990099009901,1.3085417169799187e-05,0.0,0.0,0.018802629638484246
2010300C02RIK,0.20545833528804422,0.0,9.402906348056982e-06,0.0,0.009900990099009901,8.968068753563699e-06,0.0,0.0,0.018802629638484246
