gene,pearson_r,p,percent_cell,imp_sumup_norm
SNTN,0.1612763901982195,3.243907057977663e-67,0.003451299895329429,0.0036251596
PCDH20,0.1606447978675108,1.0685380645616387e-66,0.02602619593199242,0.021599418
DSP,0.16047756958176196,1.463903762978701e-66,0.008882853828962629,0.0229544
SEPT4,0.15982368481471382,4.99673053119003e-66,0.28976774449065035,0.29181007
CPNE4,0.15934047288980335,1.2337615216057399e-65,0.07162861749978783,0.2097009
FAM166B,0.15905832534633407,2.088641778400409e-65,0.00475260969192905,0.0034434882
MAG,0.158994808803314,2.351120835864586e-65,0.1333559648080568,0.26747146
MMD,0.1589406453506506,2.6007493218074247e-65,0.1109790941752242,0.23269057
ERMN,0.15814545174803588,1.1394424698309437e-64,0.107131743472234,0.30830336
ARF3,0.15632748477475436,3.2425109394723305e-63,0.40131262553396135,0.4121572
MOG,0.1556874992431525,1.0438326877592538e-62,0.11253500806246287,0.2718141
SYNPR,0.1549379258394666,4.079095977695386e-62,0.060765509632521426,0.19905928
PTGDS,0.15479469930137746,5.288471586166219e-62,0.4546380378511415,0.67711586
EPHA7,0.15361870160039132,4.416910747726733e-61,0.07609833375767348,0.17665756
DNALI1,0.15350485102767747,5.4196358845071614e-61,0.005771026054485275,0.00900134
LRP2BP,0.1529041063950324,1.5909960029796683e-60,0.0007072335851084896,0.002472229
ODF3B,0.15263059766458417,2.594013543491632e-60,0.007581544032363009,0.004715689
CCDC146,0.1526039631177274,2.720353847717485e-60,0.0047243203485247106,0.0039142114
DRC7,0.15222650253041242,5.332313184758837e-60,0.009052589889388667,0.006363992
CCK,0.15193906890487535,8.891760555049703e-60,0.30906107669240995,0.53001547
PPFIA2,0.1516230145893679,1.558362781771885e-59,0.099550199439871,0.20173939
ICAM5,0.15103917374169332,4.379537242785029e-59,0.09089366035814309,0.18302664
WBSCR17,0.15101618552362245,4.561008926224901e-59,0.10747121559308609,0.18037155
BOK,0.1506740853754797,8.339368094207439e-59,0.09298707177006421,0.48671663
2410004P03RIK,0.150012782555779,2.6667750586713704e-58,0.009392062010240742,0.016396
RTN1,0.14926898368067287,9.796341890131818e-58,0.3610286005261818,0.37641615
CAMKV,0.14905087990702826,1.4328759403902314e-57,0.19997736852527653,0.30079985
PRDM8,0.14899151163056001,1.588978069456354e-57,0.02797816062689185,0.09351222
NRN1,0.1486446948569849,2.904674948185657e-57,0.26453365017397945,0.49552774
RGS14,0.14760592677191944,1.7537886879941068e-56,0.028883419615830717,0.20039605
HPCAL4,0.14691414379796566,5.76589357974498e-56,0.18297547313926843,0.60400975
LBP,0.14680754079341396,6.9230100859206e-56,0.006449970296189426,0.003764937
D630036G22RIK,0.14644811886397568,1.2813117703177234e-55,0.00048091883787377296,0.0027630045
APOD,0.1461861968180813,2.004752440079707e-55,0.20478655690401426,0.379028
STMN2,0.14611130501173647,2.2781446916348842e-55,0.31056041189283995,0.31757948
B230104I21RIK,0.1457949648438522,3.9063666102059835e-55,0.0004243401510650938,0.0024416486
GABRA5,0.14566077310110098,4.908610211030604e-55,0.06998783558233614,0.20829535
ENPP2,0.1455548136651879,5.877733058026271e-55,0.12303035446547286,0.40912342
YWHAH,0.14504885914122015,1.38690251252256e-54,0.19567738832781692,0.28731948
ARPP21,0.14500188561030466,1.5017318898029793e-54,0.13245070581911794,0.29242238
LRRN2,0.14474708082707524,2.3109240837093344e-54,0.09349627995134233,0.15398955
3300002A11RIK,0.14431841713001142,4.76361419414773e-54,0.005771026054485275,0.00582208
ATP6V1G2,0.144292781724453,4.9738562424068034e-54,0.39757843220458855,0.4089313
GRIN2B,0.14396340173609543,8.657330486753756e-54,0.11607117598800532,0.21126428
CNKSR2,0.14367607101600904,1.402436638911938e-53,0.13411977707997397,0.2840744
RASL10A,0.14252821739557786,9.538787894356039e-53,0.052306995954623896,0.14662775
HOMER3,0.1424732670914951,1.045150917211907e-52,0.022065687855384878,0.083288416
YWHAG,0.14225591759172487,1.4996734044575599e-52,0.33449319641291125,0.3546203
EFCAB9,0.14202250822399398,2.208646576783907e-52,0.0012730204531952814,0.0032950127
MAP1B,0.14159140638027323,4.507214063060617e-52,0.4570709213839147,0.43522277
MYO5B,0.1412123229581735,8.423786559514689e-52,0.025799881184757702,0.16477726
GDA,0.1410266982503163,1.1434744567049882e-51,0.10699029675521231,0.31946123
APOE,0.13940641460215009,1.6183080422034015e-50,0.7176157741378822,0.30805573
LMO4,0.1386805118251601,5.250486320531536e-50,0.20068460211038502,0.48756662
NPNT,0.13767159082512775,2.6672110694286025e-49,0.019349910888568276,0.104069516
CTGF,0.13752893292930715,3.3530107851310615e-49,0.006959178477467538,0.07496138
RBFOX3,0.13740796976067837,4.070207550219159e-49,0.19754448499250332,0.3170285
MAATS1,0.13695290723088954,8.426053095723419e-49,0.0047243203485247106,0.005127868
DNAH6,0.1361950289920817,2.815277147079972e-48,0.003621035955755467,0.016021524
CTXN1,0.13554017960784281,7.939435191932769e-48,0.15264929700981641,0.42222893
OPALIN,0.13457907096991284,3.6024622644971664e-47,0.06862994709892783,0.15969
ITPKA,0.1344205663100444,4.618045735761232e-47,0.09906928060199723,0.28835857
MAPK1,0.1341935148692968,6.587703517474644e-47,0.1635124048770828,0.24052197
1810020O05RIK,0.13356996559412118,1.7419769515401277e-46,0.0008769696455345271,0.0023592296
DLGAP1,0.13319184032099754,3.1343678410539465e-46,0.2671928484539874,0.32824862
TEX11,0.13282218294308099,5.556828188302344e-46,0.0003960508076607542,0.002740284
E230008N13RIK,0.1327815912186328,5.916852395637527e-46,0.003055249087668675,0.0033564637
RSPH1,0.13235313650832098,1.1464217973210269e-45,0.019208464171546577,0.038103104
CRYAB,0.13234560521039684,1.159805620197293e-45,0.13723160485445132,0.24102126
CALM1,0.13195366986188378,2.11985146233737e-45,0.7262723132196102,0.40346473
PLXNA4,0.13152544677232572,4.088510306480501e-45,0.06690429715126311,0.16943255
PLK5,0.13145251474862252,4.571448344347403e-45,0.01700189538600809,0.01569905
FOXD2,0.13118256149231786,6.907037745597358e-45,0.00016973606042603752,0.002100778
PRKCA,0.13097993503852803,9.409779140528161e-45,0.06908257659339727,0.18867381
ROGDI,0.1307901038481405,1.256591564083983e-44,0.1364960819259385,0.20619622
LINGO1,0.1307250275398866,1.3874371814098777e-44,0.11539223174630117,0.15245107
1700026D08RIK,0.13066870380219936,1.5115720482886326e-44,0.005686158024272256,0.0065560876
PDE1A,0.13036530049656658,2.396722901844359e-44,0.11281790149650626,0.39118806
TRF,0.1299570926784592,4.4484203491020317e-44,0.13839146793402926,0.2808943
ATP1B1,0.1296518115333807,7.055168979583804e-44,0.48329514271973745,0.3456923
RNF112,0.12939290761032063,1.0423219711043122e-43,0.1670768621460296,0.26861736
STIM2,0.12930048918191622,1.1979003227633021e-43,0.06025630145124332,0.071385875
NXPH3,0.12923450039338852,1.3229212153605318e-43,0.013267702056635265,0.13124084
CELF4,0.12891153961776525,2.1488847836238957e-43,0.2802342357633879,0.5166089
SH3GL2,0.12887367200863165,2.274470029264793e-43,0.18693598121587598,0.21615982
KRT19,0.12871607629483725,2.8804406595796597e-43,0.00022631474723471668,0.0020736763
SHISA6,0.12788366649480515,9.980266067594941e-43,0.03889784718096693,0.11453523
CAMKK1,0.12733678238165924,2.247805492669383e-42,0.08472658349599706,0.20394841
ARHGEF25,0.1272930795432491,2.398117757737473e-42,0.1344309598574217,0.1377316
UCKL1OS,0.1269796111417969,3.812583624121653e-42,0.0021782794421341483,0.0038697293
BAIAP2,0.12669180592000537,5.82958045572981e-42,0.08079436476279385,0.17797554
SPAG16,0.12639081438432018,9.079191511581038e-42,0.004498005601289994,0.004233989
DDN,0.12626837932257962,1.0868770358863305e-41,0.25474553735607797,0.7922573
NAPB,0.12612639886984758,1.3387203701293914e-41,0.23350024045941895,0.23728615
PRKCG,0.1253531890973352,4.147332221511302e-41,0.09287391439644686,0.20980081
CCDC113,0.12521224783094287,5.092731664485986e-41,0.006902599790658858,0.032236207
ZEB2,0.12511785636670347,5.842794971238655e-41,0.1229171970918555,0.36824992
BRINP1,0.12500369521672444,6.898053985427447e-41,0.17103737022263713,0.25744653
CPNE7,0.12491216163564764,7.879380540670714e-41,0.08509434496025348,0.33497334
UOX,0.12415682837734998,2.3524653382282826e-40,0.001499335200429998,0.0030879555
LCT,0.12415253973513737,2.3670747814883017e-40,0.013041387309400548,0.012632535
QDPR,0.12401092580963283,2.903641437888945e-40,0.3264307335426745,0.36012578
BCO1,0.12387366126752523,3.5387526340463488e-40,0.00048091883787377296,0.0026900826
CNIH2,0.12381028103035453,3.8768952917852934e-40,0.14198421454638038,0.38146582
KHDRBS3,0.12337383404215772,7.25851596151539e-40,0.1347987213216781,0.33142102
ZBTB18,0.12329338010045993,8.146065039769191e-40,0.07278848057936575,0.17379902
CAMK4,0.12318349884188595,9.53496199599354e-40,0.08721604571557894,0.26395708
MPPED1,0.1230962452959278,1.0803543183810465e-39,0.04415966505417409,0.16612156
CABP7,0.1228375606120599,1.563742596424415e-39,0.06715890124190217,0.4645734
IQCA,0.12266724431503656,1.993951631486533e-39,0.0044414269144813145,0.0037581748
RAB6B,0.12207096948180138,4.656563015595713e-39,0.36886474864918384,0.3015135
FAM19A1,0.12199810012649313,5.163633157832084e-39,0.0450932133865173,0.20570365
FRRS1L,0.12187614605017198,6.137930578910792e-39,0.16170188689920506,0.1797795
IGF2,0.12180182778802512,6.819141616488851e-39,0.02452686073156242,0.14411204
DBI,0.12150513304358859,1.037342108101162e-38,0.25451922260884324,0.31532994
NEFM,0.12085613796922527,2.58746904946937e-38,0.2647033862344055,0.63786197
FBXW7,0.12024978963459027,6.050459417439589e-38,0.1935273982290871,0.25102824
SLC24A2,0.12016803881634895,6.782386878722553e-38,0.21901609663639707,0.2810145
GABRA2,0.12015745270811093,6.883385954791441e-38,0.08594302526238366,0.16825368
CCND2,0.12009072054915687,7.555377663879458e-38,0.0478089903533339,0.19033708
TTC9B,0.11997961251558485,8.821873821018011e-38,0.11295934821352796,0.38320217
A430105J06RIK,0.11985716898457302,1.0463058978068588e-37,0.0007072335851084896,0.002957558
PLEKHA2,0.11966821370158488,1.360992327343371e-37,0.024668307448584118,0.030974742
SLC14A2,0.11823575979645976,9.854050336010708e-37,0.0016973606042603752,0.0026241054
SYP,0.11817731089149458,1.0677568311116719e-36,0.30521372598941976,0.26836538
GABRB3,0.11791369957829506,1.53273288211471e-36,0.12874480183314946,0.14734907
LYNX1,0.1176008706081248,2.3513112303938962e-36,0.15047101756768225,0.32858548
GPM6A,0.1174770742244533,2.7842989985726753e-36,0.38258508020028853,0.38710967
RPH3A,0.11691737373890451,5.965041444451939e-36,0.1430026309089366,0.3238212
GM10714,0.11661507682470587,8.988051285732667e-36,0.003451299895329429,0.0034237935
KCNQ5,0.1163498916886049,1.2866891018337694e-35,0.04217941101587032,0.104619265
KCTD4,0.11621274314672926,1.5485073268994114e-35,0.02506435825624487,0.031536307
TGFB2,0.11611060357036618,1.7772850293560937e-35,0.027638688506039774,0.06375429
YWHAZ,0.11582978568718313,2.594261538977791e-35,0.42603751166935416,0.42034587
RP23-458G12.3,0.11555421074871466,3.7567425937163985e-35,0.0003960508076607542,0.0021997346
CAR2,0.11551706735571857,3.948706517857169e-35,0.1977990890831424,0.3335542
SCN3B,0.11547890878270295,4.1560663200359353e-35,0.07937989759257688,0.14878325
WDR93,0.11538160275683501,4.7351107051885143e-35,0.00206512206851679,0.0034966324
ATP6V1A,0.11517398226103889,6.252253239045517e-35,0.27666977849444113,0.28415737
YWHAB,0.11517059510883551,6.280640789730731e-35,0.39302384791648987,0.27361628
OGFRL1,0.11480439649297805,1.024143705063364e-34,0.12537836996803303,0.26672333
CAMTA1,0.11463924062281008,1.276173459143889e-34,0.1736682791592407,0.19912116
MAL2,0.11408903239834171,2.6498402166976333e-34,0.09522192989900705,0.18851817
LDB2,0.11383483922215408,3.709306442873932e-34,0.033579450620951086,0.15156204
SLC26A3,0.11358457480763084,5.161614723369665e-34,0.00022631474723471668,0.0021543892
NNAT,0.11330438893003808,7.465429844111882e-34,0.1394098842965855,0.7661524
RARRES2,0.1129337188816142,1.2146914485605116e-33,0.027497241789018075,0.07787388
RGS7BP,0.1127575052259189,1.5301119208867651e-33,0.18843531641630598,0.26738793
ITIH2,0.11262237647945617,1.8259870052931234e-33,0.0020085433817081107,0.0033578684
PLEKHB1,0.11261662754902937,1.8397631540908425e-33,0.1892274180316275,0.40082878
RYR2,0.11254888294521043,2.0100853486932553e-33,0.08472658349599706,0.14525455
RAB15,0.112314477982459,2.7295095061269037e-33,0.11575999321055758,0.31705847
PPP1R1A,0.11172349444813076,5.8861777029855586e-33,0.09813573226965402,0.26346755
KCNIP2,0.11133285775435645,9.760262042608173e-33,0.05208068120738918,0.1963399
GPR22,0.11119385910807696,1.1679470584865341e-32,0.043339274095448244,0.10977696
MAP2K1,0.11081501752609973,1.9028656208667523e-32,0.10701858609861666,0.14142522
LRRC23,0.1107269192777579,2.1310793830247442e-32,0.008288777617471498,0.006100079
PPP3CB,0.11053875142330985,2.7135301211040777e-32,0.19092477863588786,0.22994834
SLC8A2,0.110477928274818,2.9336961469524344e-32,0.08365158844663215,0.15466599
AGT,0.1102093544796647,4.1380349883037774e-32,0.05638066140484879,0.32616496
TRIM2,0.11000035567061735,5.404851090024578e-32,0.21734702537554104,0.29817024
KIF5C,0.10986782605063974,6.400580780876437e-32,0.2588757814931115,0.46124634
TCTEX1D4,0.10982537819744065,6.756490053677889e-32,0.0029420917140513167,0.0032776236
PHYHIP,0.10970383841611082,7.887917117968927e-32,0.09188378737729497,0.19410616
ST6GALNAC5,0.10956342792462392,9.430831950744192e-32,0.12636849698718491,0.31965655
PLCB1,0.109398742813979,1.1625814038889523e-31,0.14317236696936264,0.24692062
DOCK10,0.10883324530265039,2.3791092792862933e-31,0.04489518798268692,0.09902222
BSN,0.10880278075262033,2.4724182294517235e-31,0.11403434326289287,0.19701378
ARPC2,0.10867664125696166,2.899010830219919e-31,0.2379699567173046,0.26300472
SLC7A14,0.10849407014607992,3.6488871400374523e-31,0.04068007581544032,0.051766153
EFHB,0.10801727354774991,6.64177232738458e-31,0.0014710458570256584,0.00328946
HAPLN4,0.10788069202972285,7.881067608768607e-31,0.04953464030099861,0.11589663
SPOCK1,0.10777668615374228,8.976379041519958e-31,0.10051203711561854,0.21270363
DGKG,0.10769666801475883,9.920763467268221e-31,0.03621035955755467,0.065263025
SPAG17,0.10768074652854588,1.0120113840461933e-30,0.002857223683838298,0.003411368
ENO2,0.10740900153638477,1.4205541481281276e-30,0.31160711759880055,0.33438703
RPRML,0.10719974485375995,1.8433542103470565e-30,0.06328326119550766,0.12224409
EHD3,0.10691524962453994,2.6247411174431243e-30,0.07459899855724349,0.17404582
GM14963,0.10682424023628294,2.9383046199680352e-30,0.0006506548982998105,0.0033730373
CPLX3,0.10645559342952159,4.6364965580068154e-30,0.010693371806840364,0.27345732
STXBP1,0.10640723542668197,4.921800416239406e-30,0.3065433251294237,0.26822975
SULT4A1,0.10630611334272419,5.5759218209555065e-30,0.3280432261167218,0.36975795
TUBB2A,0.10554617618932616,1.418782655343061e-29,0.38971399473818213,0.34819886
PGBD5,0.10554178822125568,1.426426294412955e-29,0.07476873461766953,0.16082272
AUTS2,0.1053815906454357,1.7352955430202307e-29,0.09904099125859289,0.12873797
RPRM,0.10532180143525668,1.866853516148522e-29,0.042122832329061645,0.33020568
POU3F1,0.10531895338764201,1.8733613910295405e-29,0.0340886588022292,0.091966905
NKX6-2,0.10520270041254433,2.1591178899170473e-29,0.037228775920110896,0.15018587
EGR1,0.10509583420010621,2.4597579913782415e-29,0.11488302356502306,0.3542099
ATP2B4,0.10498267975118386,2.823427583970063e-29,0.03677614642564146,0.22511825
RASGEF1A,0.10489463857542089,3.1428626112508204e-29,0.1188435316416306,0.19436616
FAM19A2,0.1048900376019663,3.1605082018891286e-29,0.03705903985968486,0.08125016
JUN,0.10481057083245696,3.481261310678819e-29,0.060765509632521426,0.18639104
ATP1A3,0.10478390388668167,3.5959754859146436e-29,0.3839712580271012,0.4605913
PCP4,0.10441929879425664,5.597134647676764e-29,0.5594500551642196,1.0233335
NCKAP1,0.10421793287564579,7.141637405421754e-29,0.1903872811112054,0.19210924
SMOC2,0.10411537052920891,8.083929937249133e-29,0.009986138221731873,0.013616304
ATP6V1B2,0.10352254796009562,1.6507871652525931e-28,0.31452091996944753,0.27198923
TDO2,0.10335581989063672,2.0163932406195395e-28,0.003988797420011882,0.008735131
DTHD1,0.10333601786217593,2.064833165810201e-28,0.0011032843927692437,0.002476914
TBR1,0.10296577165834736,3.215764493071856e-28,0.028091318000509208,0.0609579
NR3C2,0.1029261570124836,3.3715449084857505e-28,0.051005686158024276,0.116334334
ENSA,0.10272827329912149,4.269088975046991e-28,0.23828113949475233,0.2756425
PCP4L1,0.10252073290008598,5.465509821688107e-28,0.1923958244929135,0.40480098
SEMA3E,0.10247803053627334,5.750162858085793e-28,0.02506435825624487,0.019535769
LRRTM4,0.10224044716169471,7.624094893585527e-28,0.05864380887719596,0.16621345
GOLM1,0.10210293433738288,8.973569184745801e-28,0.02718605901157034,0.08793375
ALDOA,0.10201409133915018,9.968761514746056e-28,0.6345865512461456,0.31508452
PITPNM2,0.10146434121270186,1.9071748590412438e-27,0.04192480692523127,0.09228337
1700007G11RIK,0.10106278125079957,3.0565061466472523e-27,0.004809188378737729,0.0037713093
6330403A02RIK,0.10099376281251304,3.3139752780639645e-27,0.08744236046281366,0.3114501
TSPAN2,0.10088621103858081,3.758678054716694e-27,0.0695352060878667,0.19340219
NPY2R,0.10070127471164486,4.665854880391626e-27,0.01029732099917961,0.015446815
NRP1,0.1003532353102754,7.001147678418561e-27,0.043452431469065605,0.041238934
THSD7A,0.10017348054815915,8.628841844406259e-27,0.05969051458315652,0.12850405
NDRG1,0.10012869608853292,9.089605161628987e-27,0.08059633935896347,0.25144562
PLTP,0.10012620246699776,9.115965713137774e-27,0.04891227474610314,0.17113703
CASC1,0.0999680334208863,1.0952453875501733e-26,0.0029703810574556564,0.0042350646
LPAR1,0.09987763995285506,1.2162087812323534e-26,0.0696766528048884,0.23982915
AQP4,0.09950595325799229,1.8691793535709301e-26,0.07838977057342499,0.24916252
STMN3,0.09950361075915579,1.8742393423249627e-26,0.44968740275538205,0.39607033
HDC,0.09945465472858953,1.9831509237094967e-26,0.007157203881297915,0.12699805
TUBA4A,0.09942687011735797,2.0477295456377696e-26,0.2895980084302243,0.29854688
SLC30A3,0.0990603533034952,3.122406968407835e-26,0.045291238790347674,0.11760297
SLC35G3,0.09896403443129251,3.4875902800823864e-26,0.0006223655548954709,0.0024850671
NREP,0.09888460475485597,3.820350560945984e-26,0.09310022914368157,0.4477655
KCNAB2,0.09882647209719042,4.0836548468720755e-26,0.16283346063537865,0.3173275
ENKUR,0.09882603449352428,4.085703607157814e-26,0.013126255339613568,0.010500542
IQCG,0.09835067474443865,7.035905357110184e-26,0.006251944892359048,0.005320697
GATM,0.09830243797032333,7.433777417593259e-26,0.09375088404198138,0.19001734
PRRT2,0.0981524018267839,8.819436107825132e-26,0.0785312172904467,0.17516984
TMSB4X,0.09783350833474774,1.2671788460261625e-25,0.6155195337916207,0.42758855
SNHG11,0.09766752983003751,1.5295276007664534e-25,0.4164191349118787,0.42279416
LIMD2,0.09754652650024566,1.7540647799212254e-25,0.05431553933633201,0.08167544
CAMTA2,0.0974603286198181,1.9336490159481682e-25,0.13355399021188719,0.23800087
CALM3,0.09727390087065987,2.3867374498257683e-25,0.4337322130753345,0.33662084
EVI2A,0.0971754314968768,2.667010826730611e-25,0.049619508331211634,0.2047522
