Gene,Wasserstein_Distance
0610005C13RIK,0.033455336954491516
0610009B22RIK,0.2171169453423301
0610009O20RIK,0.07775756352692904
0610010F05RIK,0.15394145242754514
0610012D04RIK,0.0008453995616806721
0610012G03RIK,0.674947092287446
0610025J13RIK,0.0007639557854572006
0610030E20RIK,0.1633720724992292
0610033M10RIK,0.0004447796206340112
0610037L13RIK,0.20603733077507252
0610038B21RIK,0.0037902060343071413
0610039K10RIK,0.00035114084152747824
0610040B10RIK,0.031783111606245563
0610040F04RIK,0.023246672358160053
0610040J01RIK,0.08793201270355214
0610043K17RIK,0.25595951498523156
1010001B22RIK,0.010551747725889985
1010001N08RIK,0.0014428061727823518
1100001I12RIK,0.0028717273111859955
1110002E22RIK,0.006671379531443849
1110002L01RIK,0.05870779466072087
1110002O04RIK,0.007226575833101542
1110004E09RIK,0.21833850074730232
1110004F10RIK,0.43543584154756276
1110006O24RIK,0.006850702536451535
1110008F13RIK,0.40546273568734714
1110008L16RIK,0.05196975836738682
1110008P14RIK,1.4364687946756396
1110012L19RIK,0.07688501438956458
1110015O18RIK,0.004070365748295196
1110017D15RIK,0.05385694725011074
1110019D14RIK,0.13939908050099148
1110020A21RIK,0.012157880104696546
1110032A03RIK,0.25581820794399235
1110032F04RIK,0.06374153457832873
1110034G24RIK,0.07921356685422229
1110035H17RIK,0.025180779706274997
1110038F14RIK,0.12423886517964645
1110046J04RIK,0.0760682439238833
1110051M20RIK,0.3866485848733866
1110059E24RIK,0.12638932872114617
1110059G10RIK,0.14149086297641308
1110065P20RIK,0.6383454275233227
1190002N15RIK,0.12255766870698967
1190005I06RIK,0.12756507344268778
1190007I07RIK,0.142590716251954
1300014J16RIK,0.0017283490151437874
1300017J02RIK,0.032597670781829166
1500002C15RIK,0.004702568550273579
1500009C09RIK,0.33090445304469884
1500009L16RIK,0.12325173153682333
1500011B03RIK,0.5862819199614828
1500011K16RIK,0.5636961415349256
1500015A07RIK,0.06124973790483068
1500015L24RIK,0.01506107752060437
1500015O10RIK,0.31497660725102544
1500035N22RIK,0.16510047758418867
1600002K03RIK,0.05021461814272583
1600010M07RIK,0.3761245967215425
1600012H06RIK,0.06601570746797343
1600014C10RIK,0.086353645216659
1600014C23RIK,0.0071409788600242
1600020E01RIK,0.11266012854659901
1700001C02RIK,0.016167042565408837
1700001C19RIK,0.0021639016737153793
1700001J03RIK,0.0009766522654395184
1700001K19RIK,0.027581972491066697
1700001L05RIK,0.006433868838569408
1700001L19RIK,0.12423030782908326
1700001O22RIK,0.0165470808397084
1700001P01RIK,0.0010193315298715928
1700003E16RIK,0.06428809410451977
1700003F12RIK,0.0882698543349988
1700003L19RIK,0.00422083775356342
1700003M07RIK,0.024963515224558187
1700006E09RIK,0.0016043192498264587
1700007G11RIK,0.022616484527712727
1700007K13RIK,0.061660594896896265
1700007P06RIK,0.0011575864395749823
1700008C04RIK,0.005787653212363814
1700008J07RIK,0.020189869194269735
1700008O03RIK,0.12026180300076557
1700010I14RIK,0.009117058661656404
1700010K23RIK,0.10164420449901325
1700010K24RIK,0.047624620661579985
1700011D18RIK,0.005076580043058402
1700011I03RIK,0.017630704233095124
1700012B07RIK,0.0005101233937867786
1700012B09RIK,0.020790902671985294
1700012C14RIK,0.0023693496662469346
1700012P22RIK,0.0004389293307776055
1700013F07RIK,0.12952238677806832
1700014D04RIK,0.0016622399871901849
1700015F17RIK,0.0017286171085123194
1700016C15RIK,0.0019499811462312798
1700016D06RIK,0.7648973789062374
1700016F12RIK,0.000700675827686024
1700016G14RIK,0.0012785032240758575
1700016K19RIK,0.03799098109383468
1700017B05RIK,0.05990939078248901
1700017J07RIK,0.00039664062658635005
1700017M07RIK,0.0010499432856682172
1700017N19RIK,0.0021918414748063548
1700018A04RIK,0.0027882674564100687
1700018B08RIK,0.0034768987230933187
1700018L02RIK,0.03577464843850335
1700019A02RIK,0.004706478739259492
1700019D03RIK,0.0463614202585096
1700019G24RIK,0.005913431571026001
1700019L13RIK,0.0017580655879961128
1700019N19RIK,0.0004016587165041803
1700020G17RIK,0.001734508777284293
1700020I14RIK,0.6741057149058011
1700020L24RIK,0.003116185856321009
1700020N01RIK,0.0008041864679961637
1700021F05RIK,0.16211773622988102
1700021F07RIK,0.0005392124953413388
1700021N21RIK,0.0014058654972500184
1700022I11RIK,0.04466781233452552
1700022N22RIK,0.007501046696399732
1700023F02RIK,0.008907866598985957
1700023F06RIK,0.09375437538566131
1700024B05RIK,0.20810763441699603
1700024G13RIK,0.021532085251966704
1700025F24RIK,0.004119779895281853
1700025G04RIK,0.20204183125924655
1700026D11RIK,0.00048670425179705144
1700026F02RIK,0.0694181371421427
1700026J12RIK,0.0016024109013890015
1700026J14RIK,0.0031528484424730467
1700027A07RIK,0.003496950569444062
1700027A15RIK,0.008700687727424276
1700027H10RIK,0.05083934615787181
1700028J19RIK,0.006080616665451996
1700028P14RIK,0.023121261789437304
1700029I15RIK,0.011277349781046858
1700029J07RIK,0.07742196268240104
1700030C14RIK,0.004454408244153213
1700030F04RIK,0.5502709978771976
1700030J22RIK,0.01563959114124475
1700030K09RIK,0.07935923730033831
1700034G24RIK,0.0005900427843262968
1700034H15RIK,0.00731407749005542
1700034P13RIK,0.1947127474949566
1700036A12RIK,0.0031486304944041464
1700037C18RIK,0.06888207531208923
1700037F03RIK,0.01437115353769245
1700037H04RIK,0.31648442416927625
1700040D17RIK,0.005876067650927947
1700040L08RIK,0.0003051540138594378
1700041G16RIK,0.00642136338202803
1700041M05RIK,0.0005876990248355644
1700041M19RIK,0.012979880606634457
1700045H11RIK,0.0010331486089792175
1700047F07RIK,0.010055020789242624
1700047I17RIK2,0.00039949533114852574
1700047M11RIK,0.1337094202511263
1700048F04RIK,0.0009431708736431327
1700052K11RIK,0.0231782755999834
1700054M17RIK,0.0008521327755778165
1700055D18RIK,0.0020916828190616016
1700056E22RIK,0.0019197406733039938
1700056N10RIK,0.009738308442484845
