Gene,Wasserstein_Distance
0610005C13RIK,0.034661216525519414
0610009B22RIK,0.23198853119435114
0610009O20RIK,0.08959285091004984
0610010F05RIK,0.1469386432062696
0610012G03RIK,0.8364225072594649
0610030E20RIK,0.15607496985257918
0610033M10RIK,0.0011914593315092816
0610037L13RIK,0.27628563069694184
0610038B21RIK,0.006335419403710806
0610039K10RIK,0.0006942778146385091
0610040B10RIK,0.04204528833735825
0610040F04RIK,0.01805231634250991
0610040J01RIK,0.08253238644823338
0610043K17RIK,0.2554379080721675
1010001B22RIK,0.010581432421742545
1010001N08RIK,0.00216047440762703
1100001I12RIK,0.0035047294094711656
1110002E22RIK,0.006288884844691529
1110002L01RIK,0.05764081667601628
1110002O04RIK,0.006940311476481626
1110004E09RIK,0.23473588043865254
1110004F10RIK,0.5490427162578658
1110006O24RIK,0.009748462846716925
1110008E08RIK,0.00058200548739908
1110008F13RIK,0.5197812376660678
1110008L16RIK,0.05208210160686057
1110008P14RIK,1.7565710461352455
1110012L19RIK,0.09165111013561357
1110015O18RIK,0.004127665821515312
1110017D15RIK,0.027951395004518733
1110019D14RIK,0.13664223862035957
1110020A21RIK,0.012395752065769056
1110032A03RIK,0.2937678456292459
1110032F04RIK,0.08051336504599718
1110034G24RIK,0.09214953419838413
1110035H17RIK,0.025004819976963272
1110038F14RIK,0.1632560075290192
1110046J04RIK,0.06370842941714057
1110051M20RIK,0.35572141088562803
1110059E24RIK,0.14183334411896092
1110059G10RIK,0.15909563112341768
1110065P20RIK,0.8197297645524886
1190002N15RIK,0.12362802380307482
1190005I06RIK,0.165995389804705
1190007I07RIK,0.14395993124506146
1300002E11RIK,0.000371856419687653
1300014J16RIK,0.0009166438517307456
1300017J02RIK,0.03328386013920819
1500002C15RIK,0.008492167622406928
1500009C09RIK,0.4711092828936114
1500009L16RIK,0.19595165186293578
1500011B03RIK,0.7532747556846106
1500011K16RIK,0.6536671156539569
1500015A07RIK,0.05234392288297321
1500015L24RIK,0.012454316615801786
1500015O10RIK,0.06406729227041223
1500035N22RIK,0.1593463347985294
1520401A03RIK,0.001368931526283218
1600002K03RIK,0.06236492418147215
1600010M07RIK,0.37774997434325197
1600012H06RIK,0.06286308082649764
1600014C10RIK,0.09847088101134215
1600014C23RIK,0.00840607687502156
1600020E01RIK,0.10675844100567701
1700001C02RIK,0.008165460664334873
1700001C19RIK,0.0022884825118051565
1700001J03RIK,0.0013722157606604745
1700001K19RIK,0.027046157836447222
1700001L05RIK,0.007674598103353034
1700001L19RIK,0.16469323965876087
1700001O22RIK,0.031057943792074626
1700001P01RIK,0.0007419089175280478
1700003C15RIK,0.00788849681380348
1700003E16RIK,0.07533938069522339
1700003F12RIK,0.08311780363943558
1700003L19RIK,0.004407461257544231
1700003M07RIK,0.03320335465995711
1700006E09RIK,0.001361890106368332
1700007F19RIK,0.047861999109913934
1700007G11RIK,0.021255224148631735
1700007K13RIK,0.03909306038032192
1700007P06RIK,0.002109882324154342
1700008J07RIK,0.019794368932750255
1700008O03RIK,0.10818244943467778
1700010I14RIK,0.00937205062293801
1700010J16RIK,0.002930994729658669
1700010K23RIK,0.10069993863242031
1700010K24RIK,0.044087096222678354
1700011D18RIK,0.006564359411025489
1700011I03RIK,0.026372519369177838
1700011L22RIK,0.010033968671203463
1700012B07RIK,0.0003937555024014663
1700012B09RIK,0.01090056145869216
1700012C14RIK,0.002017843113543792
1700013F07RIK,0.13526044231178894
1700014D04RIK,0.0017452270454795425
1700015F17RIK,0.00137120705608706
1700016B01RIK,0.0006604564887377066
1700016C15RIK,0.0006158061878309177
1700016D06RIK,0.9320662040327774
1700016F12RIK,0.0008583665281635475
1700016G14RIK,0.0011434973956164882
1700016K19RIK,0.03320893631951103
1700017B05RIK,0.07171373626414976
1700017M07RIK,0.0019533827530050004
1700017N19RIK,0.001096514382488811
1700018A04RIK,0.0024808262042725626
1700018B08RIK,0.003483076741559423
1700018L02RIK,0.036383625648748724
1700019A02RIK,0.0046682046921721785
1700019D03RIK,0.04484766749373781
1700019G24RIK,0.01058110515282451
1700020I14RIK,0.7388524147602882
1700020L24RIK,0.004415602309836221
1700021F05RIK,0.21912011719371643
1700021F07RIK,0.0011861035547800838
1700021N21RIK,0.0014257559776141686
1700022A22RIK,0.00993536576315217
1700022I11RIK,0.042966850572291986
1700022N22RIK,0.0067480181421776695
1700023F02RIK,0.009871225422886392
1700023F06RIK,0.1094651715649118
1700024B05RIK,0.20684219219535183
1700024G13RIK,0.00829168853849865
1700025F24RIK,0.004609858045634541
1700025G04RIK,0.1978974081384941
1700025K24RIK,0.00043099042904485495
1700026D11RIK,0.00038008704685255063
1700026F02RIK,0.06951943313974615
1700026J12RIK,0.0026161198772030585
1700026J14RIK,0.002915932981691709
1700027A07RIK,0.0033120722758718697
1700027A15RIK,0.00865321098425996
1700027H10RIK,0.04977629463841883
1700028J19RIK,0.008012285001862442
1700028P14RIK,0.02112335305185238
1700029I15RIK,0.014095058186789706
