gene,pearson_r,p,percent_cell,imp_sumup_norm
TBR1,0.024778632006821497,0.010239206525202214,0.028091318000509208,0.07809309
SMAD4,0.02477540765423102,0.010249081858796348,0.03176893264307335,0.044182092
ELMO1,0.024765733804180286,0.010278761173905134,0.09075221364112139,0.24473973
NLRX1,0.024758138069978564,0.01030211842219992,0.006619706356615463,0.005816414
AKIRIN2,0.02475770824334032,0.010303441570715279,0.09508048318198535,0.2500072
GALNT18,0.024751164003640948,0.010323605591966606,0.03080709496732581,0.0720245
IKBKAP,0.02473586545306445,0.010370880329642812,0.04198138561203994,0.12196664
CLVS2,0.02470676494425236,0.010461337067133588,0.029505785170726186,0.03936153
PTP4A3,0.024705549540638326,0.010465130279653645,0.021669637047724122,0.04863405
KDM2A,0.024693268559924108,0.010503527286322225,0.026450536083057512,0.022728622
GM14446,0.02467402821280242,0.010563935017755648,0.0027157769668166003,0.0035678302
MIPEP,0.024664483379023376,0.010594016843641892,0.029590653200939208,0.035568163
KNDC1,0.02465865381549478,0.010612426943973656,0.09725876262411949,0.22915648
NFX1,0.0246350661002059,0.01068720908633368,0.051543183682706724,0.07591808
GTF2H5,0.024631980953665877,0.010697024755689271,0.10138900676115307,0.15561621
AKAP8L,0.024628551555722508,0.01070794509729387,0.09454298565730289,0.1996601
SLITRK5,0.02462118011575307,0.010731451763619594,0.03640838496138504,0.04192393
POP5,0.02460979603646176,0.010767844403603583,0.0899035333389912,0.1782037
GAA,0.02460962483433754,0.010768392539077387,0.15584599281450678,0.31443298
DLGAP4,0.024596790643631756,0.01080955427858623,0.1302158476901751,0.20812203
PXDC1,0.024584931178442057,0.010847714138989382,0.005290107216611503,0.007074644
CCDC17,0.024577077346736285,0.010873051037617851,0.0035644572689467876,0.0045104036
CHD3OS,0.024572555540384323,0.01088766248073471,0.1496506266089564,0.1969408
GLTP,0.02456397449672762,0.010915438636594797,0.037200486576706555,0.1039521
KLHL42,0.024560569008433043,0.010926479372764298,0.009137457919601686,0.008026869
TBC1D2,0.024553468730288373,0.010949530690330297,0.003903929389798863,0.004476257
CACNA1D,0.024550321366378566,0.010959762539056252,0.0315143285524343,0.03793612
LOR,0.02454891412463901,0.010964340126163487,0.019208464171546577,0.028751422
FOXO3,0.024545824647468958,0.010974395780529054,0.02537554103369261,0.061979946
ANXA6,0.0245296388824428,0.011027211360374878,0.07697530340320802,0.14822909
DBPHT2,0.02451524785315792,0.011074360065788937,0.03411694814563354,0.07356566
PSTPIP2,0.024505926508245485,0.01110499465684448,0.005205239186398484,0.005892957
CPSF4,0.02448263308726455,0.011181877758737814,0.01301309796599621,0.0067233783
HAGHL,0.02448063696203895,0.011188488178554194,0.07909700415853348,0.12581053
ITFG1,0.024463624703753063,0.011244967379769958,0.0996916461568927,0.15138356
EFR3B,0.02445644948832464,0.011268864265573967,0.10206795100285722,0.14188209
NDUFB10,0.02444713339469644,0.011299958565164163,0.35763387931766105,0.31576976
BC005624,0.024444581557059197,0.011308489105564807,0.08302922289173668,0.20110504
KCNK3,0.024444444914093574,0.011308946050665335,0.020538063311550538,0.05310349
PGPEP1,0.024432402927817464,0.011349279856498976,0.011881524229822625,0.010046182
NOVA2,0.024398799046581,0.011462509919119665,0.0232255509349628,0.022822944
LSM14B,0.02439072824421544,0.011489853775201522,0.07273190189255707,0.17004871
TBK1,0.024390611345394664,0.01149025025298434,0.03604062349712863,0.02739423
IL1RAPL2,0.024385591894679107,0.011507285839542277,0.009137457919601686,0.025779685
FAM20B,0.02437263406840545,0.011551367246319768,0.04956292964440295,0.07420636
ZFR,0.024361244312045643,0.011590237875278755,0.208096410082322,0.20671488
GNG5,0.02435171879336945,0.011622835350759529,0.010721661150244702,0.014548736
NME1,0.024336772255271352,0.011674148154729306,0.23106735692664573,0.3229303
AP2A1,0.024329837522280868,0.011698023883957024,0.04582873631503013,0.046303842
ZER1,0.024319749412985567,0.011732833765172573,0.05561684913293163,0.13207257
ITIH3,0.0243039063147536,0.011787687172741293,0.03485247107414637,0.17348734
RPL4,0.024296408199200765,0.011813727021104857,0.5494922062858921,0.30504566
RNF6,0.02427712137063734,0.011880941821102628,0.05010042716908541,0.07872004
PCDHB8,0.02427359097774374,0.011893281923306336,0.001640781917451696,0.0028422156
CDC40,0.024204950952298448,0.012135474352807063,0.04036889303799259,0.07930487
ZFP3,0.024194825435997987,0.012171569120426847,0.011485473422161871,0.005674655
RAI1,0.024191306568891402,0.012184135198348895,0.024951200882627513,0.015725449
RHOT1,0.02418720858873968,0.012198783808941956,0.06616877422275029,0.13802566
KCNQ1OT1,0.024186266493072702,0.012202153622469474,0.027101190981357322,0.030112578
NMNAT2,0.024181863454285385,0.012217913936218986,0.08863051288579592,0.112820685
CCDC162,0.024167509127598023,0.012269419367248366,0.0035927466123511272,0.003934281
LRRN1,0.024167454770922636,0.012269614771957683,0.02916631304987411,0.09083427
EFHD1,0.024159402307177395,0.012298592735355144,0.052872782822710684,0.17303032
MCF2L,0.02415441636205129,0.01231656575873899,0.055871453223570684,0.19546503
LYST,0.024139538345971767,0.012370335463873169,0.013522306147274323,0.011857926
ZFP148,0.02413139079560454,0.012399869024153088,0.08764038586664404,0.15878654
PAFAH1B2,0.024120155190392702,0.012440698708542891,0.13624147783529944,0.25166965
PIANP,0.02411951597810212,0.01244302515227216,0.05963393589634785,0.13645656
BHLHE40,0.02411400293615675,0.012463106126879798,0.035531415315850516,0.08552826
DNAJC24,0.024112110546147005,0.012470005673617642,0.015502560185578093,0.05503858
FSTL4,0.02409227365797608,0.012542533631954973,0.019236753514950918,0.030815853
ZFAND6,0.024085393260434657,0.012567776944698383,0.06266089564061218,0.12442833
ERMP1,0.024073423276136187,0.012611800509547478,0.03335313587371637,0.08428506
TTC19,0.024062860740696867,0.012650761029659365,0.08945090384452177,0.10924208
RET,0.02405572462891599,0.012677143249436897,0.008317066960875839,0.0045476677
9530026P05RIK,0.024049120907268007,0.012701600589303379,0.007807858779597726,0.0074097537
PPAPDC1A,0.024031192350081814,0.012768210944003225,0.005799315397889615,0.004532733
CCT8,0.024028942041146528,0.01277659336072889,0.1381368638433902,0.22699267
ANKRD13C,0.024024549549159512,0.012792969454536094,0.07069506916744463,0.17817265
GBA,0.02402365848131896,0.012796293799720495,0.017878865031542616,0.0115115335
ARVCF,0.02401422365222736,0.012831539642875575,0.027638688506039774,0.039146446
CDK13,0.024014071586746597,0.012832108418972928,0.04461229454864352,0.09506205
RBM27,0.024004875800597035,0.012866545242609544,0.039067583241392964,0.10553525
ETFB,0.024000184231919193,0.012884145931836946,0.12880138051995813,0.3255078
GNB1,0.02399745448184718,0.012894396544759369,0.30068743104472545,0.34577963
USP22,0.02399653308646218,0.012897858148092484,0.08495289824323178,0.15537155
SSX2IP,0.023976952295967607,0.012971616116187273,0.053495148377606154,0.06816171
GM16933,0.02397285609793205,0.012987092995099462,0.0011881524229822625,0.003184191
TMEM150C,0.023964567583482716,0.01301845988924419,0.04093467990607938,0.09627526
MOGS,0.023964040710123213,0.013020456041549083,0.016181504427282244,0.04689426
FGFR2,0.023962277907517805,0.01302713669707878,0.08155817703471102,0.17195712
CCP110,0.023958877325909296,0.01304003275950813,0.051599762369515405,0.09065668
FBXO41,0.023923839182202384,0.013173567158908028,0.03804916687883674,0.056921467
SERPINB9,0.023923463634266087,0.01317500493963537,0.0076098333757673485,0.0073784096
INF2,0.023917925974940545,0.013196221912330993,0.0773996435542731,0.30896753
BBS12,0.02391520150772317,0.01320667151042395,0.0033947212085207504,0.0045311637
2810468N07RIK,0.02391263542104789,0.013216520334400534,0.05196752383377182,0.1304337
NHS,0.023894251906865272,0.013287267647666414,0.005261817873207163,0.006054849
PPFIA3,0.023886386841515027,0.01331763774811695,0.058756966250813315,0.13850594
SMIM1,0.023884402556883955,0.013325309533959722,0.010325610342583948,0.0121236425
TBC1D25,0.023882288527653034,0.013333487244912736,0.007128914537893575,0.0055392613
DCN,0.023872806798608755,0.013370220054247999,0.01021245296896659,0.024992386
ALDH1L1,0.023860352829861788,0.013418603364387589,0.04848793459503805,0.17047445
LHFPL4,0.023857512256095573,0.013429660555873656,0.08769696455345272,0.18460836
PPP1R9B,0.02385373591014716,0.013444372791298247,0.21649834507341084,0.43682602
H2AFV,0.02385311035663461,0.013446811254547608,0.05391948852867125,0.1032828
PFKM,0.0238488057487733,0.01346360159834414,0.2235423915810914,0.27784443
RIMS1,0.023848033671048735,0.01346661508551008,0.14266315878808453,0.2806526
HSPA13,0.023845663361189328,0.013475870336636737,0.023678180429432233,0.03510677
NFE2L3,0.02384274318025902,0.013487280373201998,0.009194036606410366,0.013013689
ENO1,0.023833620880874554,0.013522978974015446,0.10591530170584741,0.21134049
UBR3,0.023810697417694426,0.013613054822193197,0.09341141192112931,0.14467345
CPNE3,0.02377312515229402,0.0137618383780462,0.01425782907578715,0.0116234515
CD46,0.023772605244272035,0.013763907210184907,0.007581544032363009,0.004829021
TSHZ3,0.02376433160204327,0.013796866890139979,0.01623808311409092,0.0600061
GRPEL1,0.023759963208577334,0.013814297338849854,0.07267532320574839,0.12750474
BCAT1,0.023754185050004654,0.013837382795649746,0.07290163795298311,0.19607408
TSTD3,0.023735191947490894,0.013913506029921214,0.04713004611162975,0.079600394
TTYH3,0.02372500994722896,0.013954466897376762,0.049930691108659365,0.12556067
RRP8,0.023710728051121337,0.014012100455314605,0.011202579988118477,0.0071212677
ARMC1,0.023710047768703484,0.014014850919685242,0.06458457099210728,0.08155515
SCN4B,0.02369976011197894,0.014056503288462712,0.020849246088998276,0.19713274
CHL1,0.023697910793304917,0.014064002329447533,0.07550425754618235,0.102302134
KCNG1,0.023689055373241015,0.01409996026391365,0.009363772666836403,0.04767626
CNTNAP4,0.023686955548219993,0.014108498611536152,0.015021641347704319,0.03889996
ENTPD5,0.023676787978172267,0.014149906735038274,0.023366997651984498,0.019331599
CLK4,0.023663570301235053,0.01420389690670624,0.03275905966222524,0.054740578
WWP2,0.023639676769507047,0.01430195601855102,0.02811960734391355,0.0804411
TUBB4A,0.02363948487359119,0.014302745970828357,0.1485756315595915,0.23579568
FAP,0.023637067323882117,0.014312701271747127,0.0028855130272426375,0.002892763
MCTS1,0.023621712888920156,0.01437607255545262,0.07035559704659256,0.140963
HTR1B,0.023616664120431848,0.014396963974486176,0.0035927466123511272,0.004382288
SDF4,0.02359287387923009,0.014495766894234475,0.1705847407281677,0.22572595
HIST1H1E,0.023591839156267422,0.014500077721303375,0.007100625194489236,0.0060822447
SLC25A34,0.023581523494310946,0.014543116317345851,0.004837477722142069,0.009438535
REXO4,0.02357515884674588,0.014569726790066765,0.05533395569888823,0.12619404
NUDT14,0.02357431384413473,0.014573262955874033,0.011683498825992249,0.0077872793
A730081D07RIK,0.023563640962993453,0.014617991984727253,0.0040736654502249005,0.004025048
PFDN1,0.02355337203359147,0.014661142271883785,0.1069054287249993,0.22810633
EDN3,0.023551492105697135,0.014669053919766077,0.003819061359585844,0.0057687415
PLA2G2F,0.02354106380582239,0.01471300962822673,0.0009901270191518855,0.0031489024
VSTM2L,0.023538639284365247,0.014723245700344292,0.05762539251463974,0.13133362
AXL,0.023533376703656437,0.014745485354616747,0.01287165124897451,0.07621068
5031439G07RIK,0.02352705861572693,0.014772224680853072,0.0888285382896263,0.2388069
EFNB2,0.023526226622694334,0.014775749012300098,0.007270361254915273,0.007860779
CCNT2,0.023493264012597263,0.014915976477357954,0.04481031995247391,0.07325079
ZMYM3,0.02348025473419075,0.014971641566014476,0.04820504116099465,0.07241609
