,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,imp_sumup_Sc,imp_sumup_norm_Sc,imp_sumup_My,imp_sumup_norm_My,imp_sumup_Ept,imp_sumup_norm_Ept
C130050O18RIK,11,False,False,11,0.00026546963,99.97345303600733,11.0,0.0022615467,0.0024932795,0.0019122765,0.00012247422,0.0015796687,0.00014511637,0.008940421,0.00013531765
C130060C02RIK,66,False,False,66,0.0016893522,99.84071821604402,70.0,0.0034120665,0.0037616892,0.018522086,0.0011862708,0.0030872966,0.00028361473,0.008690883,0.00013154077
C130060K24RIK,48,False,False,48,0.0011825466,99.88415870257747,49.0,0.0033546705,0.003698412,0.002639152,0.00016902792,0.0023786318,0.00021851319,0.16157858,0.0024455707
C130071C03RIK,48,False,False,48,0.0011825466,99.88415870257747,49.0,0.0026601425,0.0029327183,0.0023716874,0.00015189778,0.0085341595,0.0007839912,0.00892899,0.00013514463
C130074G19RIK,793,False,False,793,0.019789554,98.08620523216527,820.0,0.01977496,0.021801231,0.38433775,0.024615409,0.126663,0.011635906,0.022445034,0.00033971656
C130080G10RIK,27,False,False,27,0.0006516073,99.93483927019983,27.0,0.0024553847,0.0027069796,0.0025551508,0.00016364794,0.40417638,0.037129693,0.008883913,0.00013446237
C130089K02RIK,27,False,False,27,0.0006516073,99.93483927019983,27.0,0.0025665208,0.0028295033,0.0025393711,0.00016263731,0.0016426417,0.0001509014,0.008048368,0.000121815974
C1D,2697,False,False,2697,0.068684235,93.49116710107153,2846.0,0.11904155,0.13123932,4.917685,0.3149595,0.73522824,0.06754179,2.7794154,0.042067807
C1GALT1,292,False,False,292,0.0072883484,99.29529877401293,302.0,0.0067031034,0.0073899473,0.13611746,0.008717819,0.011289216,0.0010370846,1.7050877,0.025807336
C1GALT1C1,534,False,False,534,0.013273482,98.71126556617435,550.0,0.009764918,0.010765496,0.19706908,0.012621543,0.9733597,0.089417756,1.6903423,0.025584158
C1QA,298,False,False,298,0.007481417,99.28081861183512,310.0,0.0061607044,0.0067919707,0.05182508,0.0033192043,0.05872872,0.005395118,0.008718013,0.0001319514
C1QB,487,False,False,487,0.0124529395,98.8246935032339,516.0,0.10691056,0.11786531,0.05176262,0.003315204,0.0026179345,0.00024049675,0.008728721,0.00013211346
C1QBP,6343,False,False,6343,0.1810503,84.69205521768511,7502.0,0.20481296,0.22579944,4.0307317,0.2581534,3.7289119,0.34255674,19.239164,0.29119414
C1QC,369,False,False,369,0.009387972,99.1094700260643,389.0,0.037286974,0.041107643,0.09784599,0.0062666726,0.0062081404,0.00057031127,0.008638366,0.00013074589
C1QL1,59,False,False,59,0.0014721499,99.85761173858481,61.0,0.0035286692,0.0038902399,0.0060530347,0.00038767443,0.0022049523,0.0002025581,0.008935644,0.00013524534
C1QL2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0023999447,0.0026458588,0.0018801474,0.00012041647,0.0023574017,0.00021656288,0.008702187,0.00013171184
C1QL3,27,False,False,27,0.0006516073,99.93483927019983,27.0,0.0030265534,0.0033366738,0.020285813,0.0012992311,0.042584755,0.003912051,0.008796652,0.00013314163
C1QTNF1,43,False,False,43,0.0010618785,99.8962255043923,44.0,0.003525595,0.0038868503,0.041720323,0.002672032,0.0015828215,0.00014540601,0.5301784,0.008024509
C1QTNF2,239,False,False,239,0.0058644656,99.42320687325031,243.0,0.06509469,0.071764715,0.18228541,0.011674705,0.01459999,0.0013412291,0.08791616,0.0013306539
C1QTNF3,105,False,False,105,0.00267883,99.74659716188822,111.0,0.036575105,0.04032283,0.0117806895,0.00075450947,0.055842835,0.005130006,0.008869736,0.00013424779
C1QTNF4,445,False,False,445,0.010956656,98.92605463847862,454.0,0.0057848613,0.006377616,0.20577443,0.013179089,0.061966646,0.00569257,1.657175,0.025082152
C1QTNF6,1179,False,False,1179,0.029322328,97.15464813205908,1215.0,0.05672248,0.06253464,0.56813407,0.03638688,0.39259475,0.036065746,3.8723142,0.05860937
C1QTNF7,474,False,False,474,0.011873733,98.8560671879525,492.0,0.031844135,0.035107095,0.1919236,0.012291996,0.94834304,0.0871196,0.0086539,0.000130981
C1QTNF9,15,False,False,15,0.00036200407,99.96379959455545,15.0,0.0024554844,0.0027070893,0.0039086877,0.00025033698,0.0015697968,0.00014420951,0.008651253,0.00013094093
C1RA,66,False,False,66,0.001641085,99.84071821604402,68.0,0.0037290705,0.004111176,0.021454269,0.0013740665,0.0016312355,0.00014985356,0.008522733,0.00012899574
C1RB,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0025906495,0.0028561046,0.0019125747,0.00012249332,0.0015864559,0.00014573989,0.008847885,0.00013391706
C1RL,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.0025298183,0.00278904,0.0024144342,0.00015463556,0.002312448,0.00021243322,0.008842724,0.00013383896
C1S1,357,False,False,357,0.008929433,99.13843035041992,370.0,0.010214876,0.011261559,0.05105408,0.0032698244,0.009043172,0.0008307516,0.033719365,0.00051035907
C1S2,55,False,False,55,0.0013514818,99.86726518003668,56.0,0.00365651,0.00403118,0.011177812,0.0007158974,0.1106864,0.010168214,0.020031398,0.000303185
C2,202,False,False,202,0.0049956557,99.51250120668018,207.0,0.004941359,0.0054476834,0.00804468,0.0005152319,0.0025576109,0.0002349551,0.020491483,0.0003101486
C230004F18RIK,34,False,False,34,0.0008205425,99.91794574765905,34.0,0.0026999963,0.0029766557,0.0028203982,0.00018063605,0.0016457527,0.0001511872,0.008604221,0.00013022909
C230012O17RIK,18,False,False,18,0.00043440488,99.95655951346654,18.0,0.0024519672,0.0027032117,0.0057366476,0.000367411,0.009663584,0.00088774576,0.008497809,0.0001286185
C230014O12RIK,16,False,False,16,0.00038613766,99.96138623419249,16.0,0.0024898108,0.0027449331,0.0026098874,0.00016715362,0.011171723,0.001026291,0.008749458,0.00013242732
C230034O21RIK,61,False,False,61,0.0014962835,99.85278501785886,62.0,0.002759709,0.003042487,0.0073993,0.00047389773,0.017924571,0.0016466421,0.008678562,0.00013135427
C230035I16RIK,134,False,False,134,0.00328217,99.67660971136209,136.0,0.004937926,0.005443898,0.011715745,0.00075035,0.021156177,0.0019435135,0.00884142,0.00013381921
C230037L18RIK,54,False,False,54,0.0013273482,99.86967854039965,55.0,0.002641703,0.002912389,0.021579744,0.0013821026,0.0016598621,0.00015248335,0.008788145,0.00013301287
C230038L03RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.002374236,0.0026175159,0.0018764568,0.00012018009,0.0023475718,0.00021565985,0.008559371,0.00012955027
C230052I12RIK,653,False,False,653,0.01641085,98.42407568298098,680.0,0.022344075,0.024633598,0.15489025,0.009920146,0.10862029,0.009978411,0.8007053,0.012119066
C230062I16RIK,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0024773479,0.002731193,0.0026098269,0.00016714973,0.0015964082,0.00014665416,0.0087193595,0.00013197177
C230085N15RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0026530735,0.0029249247,0.0019107655,0.00012237746,0.0016079883,0.00014771796,0.008728823,0.000132115
C230088H06RIK,243,False,False,243,0.0058885994,99.41355343179843,244.0,0.0050294986,0.005544854,0.034257352,0.0021940563,0.011288517,0.0010370205,1.241193,0.018786063
C2CD2,562,False,False,562,0.013973356,98.6436914760112,579.0,0.008748391,0.009644808,0.4336197,0.027771736,0.0063533597,0.0005836518,0.37106612,0.005616267
C2CD2L,338,False,False,338,0.008277826,99.18428419731634,343.0,0.024253616,0.0267388,0.19542095,0.012515987,0.027391,0.002516276,0.833174,0.012610496
C2CD3,1060,False,False,1060,0.026643498,97.44183801525243,1104.0,0.0129273245,0.014251943,0.46812227,0.029981496,0.62090737,0.0570397,2.219695,0.03359617
C2CD4A,36,False,False,36,0.00089294335,99.9131190269331,37.0,0.002666471,0.0029396953,0.0018553213,0.00011882646,0.0022902978,0.00021039837,0.008619901,0.00013046642
C2CD4B,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.002505253,0.0027619577,0.0024148312,0.000154661,0.0015958399,0.00014660195,0.05251526,0.0007948441
C2CD4C,22,False,False,22,0.00053093926,99.94690607201467,22.0,0.0029283513,0.0032284092,0.0025387125,0.00016259511,0.0015494239,0.00014233794,0.16121611,0.0024400847
C2CD4D,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0023300347,0.0025687856,0.0018837013,0.00012064409,0.0016164929,0.00014849922,0.008818323,0.00013346963
C2CD5,622,False,False,622,0.0153972395,98.49888985423303,638.0,0.016250387,0.017915506,0.29717755,0.019033121,0.28613353,0.026285678,2.1413376,0.03241019
C3,1041,False,False,1041,0.029298196,97.48769186214885,1214.0,0.022760993,0.025093231,0.021740032,0.0013923685,0.015302703,0.0014057839,0.010900563,0.00016498534
C330002G04RIK,43,False,False,43,0.0010377449,99.8962255043923,43.0,0.002754235,0.003036452,0.0040843086,0.00026158482,0.0016202211,0.00014884172,0.008715791,0.00013191775
C330006A16RIK,1111,False,False,1111,0.027826045,97.318756636741,1153.0,0.043869175,0.048364297,1.1774372,0.075410485,0.16586451,0.015237155,3.9811025,0.060255934
C330007P06RIK,592,False,False,592,0.014552563,98.57129066512212,603.0,0.022831807,0.025171302,0.10230383,0.006552181,1.8637897,0.17121717,1.12812,0.017074648
C330011M18RIK,31,False,False,31,0.0007481417,99.92518582874796,31.0,0.0025332693,0.0027928448,0.0027257544,0.00017457447,0.0015353992,0.00014104956,0.33955622,0.0051393495
C330013E15RIK,14,False,False,14,0.00036200407,99.96621295491843,15.0,0.0023228107,0.0025608211,0.0018629081,0.00011931236,0.0015966364,0.00014667513,0.008826806,0.00013359803
C330018A13RIK,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0025553077,0.0028171414,0.0019106185,0.00012236803,0.0023477357,0.0002156749,0.008756256,0.00013253021
C330018D20RIK,415,False,False,415,0.010401583,98.9984554493677,431.0,0.008098436,0.008928254,0.17400959,0.011144669,1.441693,0.13244122,0.18506068,0.002800984
C330021F23RIK,67,False,False,67,0.001641085,99.83830485568105,68.0,0.0033491757,0.003692354,0.002558905,0.00016388838,0.0016109871,0.00014799344,0.40880385,0.006187446
C330022C24RIK,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0022025914,0.0024282832,0.001842015,0.00011797423,0.0016297824,0.00014972009,0.008755652,0.00013252108
C330027C09RIK,2568,False,False,2568,0.06639154,93.80249058789458,2751.0,0.1180998,0.13020109,1.7858815,0.11437909,1.3547386,0.12445316,20.54814,0.31100616
C3AR1,91,False,False,91,0.0022444252,99.78038420696979,93.0,0.0038762284,0.004273412,0.002494715,0.00015977725,0.15534802,0.014271057,0.008784743,0.00013296139
C430014B12RIK,18,False,False,18,0.00043440488,99.95655951346654,18.0,0.0023609404,0.0026028578,0.002460343,0.00015757585,0.0031983315,0.00029381493,0.008877137,0.0001343598
C430042M11RIK,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0022113626,0.0024379534,0.0019033564,0.000121902915,0.00378263,0.0003474916,0.008794635,0.00013311108
C430049B03RIK,755,False,False,755,0.018703543,98.1779129259581,775.0,0.036959637,0.040746763,0.49343598,0.031602748,1.6570538,0.15222538,2.220708,0.0336115
C4A,77,False,False,77,0.0019065547,99.81417125205135,79.0,0.003200189,0.0035281014,0.0022648436,0.00014505484,0.0022913767,0.00021049748,0.2299657,0.0034806433
C4B,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.0030455263,0.0033575909,0.0023667535,0.00015158179,0.0016176376,0.00014860439,0.092152536,0.0013947737
C4BP,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.0024081112,0.002654862,0.0019571325,0.00012534708,0.0026583213,0.0002442069,0.008634788,0.00013069173
C530005A16RIK,54,False,False,54,0.0013032146,99.86967854039965,54.0,0.0030224645,0.003332166,0.02755659,0.0017648975,0.0022135668,0.00020334947,0.008528898,0.00012908904
C530008M17RIK,1149,False,False,1149,0.029056858,97.22704894294816,1204.0,0.028446378,0.031361178,0.54949546,0.03519315,0.7993602,0.07343328,1.5461555,0.02340182
C530050E15RIK,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.002346213,0.002586621,0.0018619951,0.000119253884,0.0023102735,0.00021223344,0.008870509,0.00013425949
C5AR1,25,False,False,25,0.0006033401,99.93966599092576,25.0,0.0033889415,0.0037361947,0.0037230668,0.00023844861,0.0016314489,0.00014987317,0.008804996,0.00013326792
C5AR2,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0024650588,0.002717645,0.0023463988,0.00015027815,0.0015526582,0.00014263506,0.008747842,0.00013240287
C6,6,False,False,6,0.00019306883,99.98551983782218,8.0,0.0026331209,0.0029029276,0.0026027807,0.00016669846,0.0016138437,0.00014825586,0.008854507,0.0001340173
C630004M23RIK,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.0024876702,0.0027425732,0.005148458,0.00032973965,0.0015956088,0.00014658071,0.18355025,0.002778123
C630028M04RIK,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.002520004,0.0027782202,0.0024317834,0.00015574672,0.0016011944,0.00014709383,0.008541168,0.00012927475
C630043F03RIK,801,False,False,801,0.020006757,98.0668983492615,829.0,0.056101374,0.06184989,0.4267686,0.027332947,0.023027204,0.0021153959,0.40113735,0.0060714097
C7,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0024479944,0.0026988322,0.007650275,0.0004899717,0.009601643,0.00088205567,0.009058269,0.00013710133
C730034F03RIK,62,False,False,62,0.001520417,99.8503716574959,63.0,0.0035491548,0.0039128247,0.0021764634,0.00013939441,0.010574695,0.00097144506,0.0075730737,0.00011462218
C77080,636,False,False,636,0.015686842,98.46510280915146,650.0,0.013648739,0.015047279,0.9517748,0.060957648,0.09878622,0.009075004,3.9867687,0.060341697
C77370,409,False,False,409,0.01037745,99.01293561154552,430.0,0.019473448,0.021468826,0.21389721,0.013699323,0.0031387543,0.0002883419,8.089707,0.12244168
C78197,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.002366572,0.0026090662,0.001924851,0.00012327958,0.0015942329,0.00014645432,0.008835132,0.00013372404
C78339,1429,False,False,1429,0.036007337,96.55130804131673,1492.0,0.05324014,0.05869547,0.362481,0.023215564,0.7330677,0.06734332,3.8000839,0.057516128
C87436,590,False,False,590,0.014842167,98.57611738584805,615.0,0.011790386,0.012998506,0.23783363,0.015232362,0.017199283,0.0015800134,0.43111652,0.00652516
C8A,86,False,False,86,0.0021478906,99.79245100878464,89.0,0.006790644,0.007486458,0.0023587313,0.00015106799,0.0015907137,0.00014613103,0.008820812,0.00013350732
C8B,30,False,False,30,0.00072400813,99.92759918911092,30.0,0.0027053384,0.0029825452,0.0019156309,0.00012268906,0.0027664513,0.00025414024,0.008886611,0.00013450319
C8G,138,False,False,138,0.0035235062,99.66695626991023,146.0,0.0035296297,0.0038912985,0.020415591,0.001307543,0.016157448,0.0014843051,0.008724846,0.0001320548
C9,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0024262245,0.0026748313,0.0026143724,0.00016744087,0.0016130478,0.00014818275,0.008848746,0.0001339301
C920006O11RIK,41,False,False,41,0.0010136113,99.90105222511826,42.0,0.0033321695,0.0036736054,0.002626328,0.00016820656,0.0034775164,0.0003194623,0.023126211,0.0003500265
C920021L13RIK,160,False,False,160,0.003957911,99.6138623419249,164.0,0.0042524673,0.004688203,0.032745317,0.0020972162,0.019131374,0.0017575051,2.3976588,0.036289737
CH25-194I22.2,4,False,False,4,9.6534415e-05,99.99034655854813,4.0,0.0023876366,0.0026322897,0.0018794797,0.00012037371,0.0016067331,0.00014760265,0.008762098,0.00013261863
CK137956,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.002170945,0.0023933942,0.0025718943,0.00016472029,0.001600219,0.00014700423,0.008551969,0.00012943824
CAAP1,1036,False,False,1036,0.02577469,97.4997586639637,1068.0,0.019744392,0.02176753,0.4931966,0.031587414,0.32083014,0.029473083,6.1426654,0.09297224
CAB39,2209,False,False,2209,0.056520898,94.66888695820059,2342.0,0.15309893,0.16878644,1.1195972,0.07170605,1.3866503,0.12738474,10.00793,0.15147492
CAB39L,1283,False,False,1283,0.032266628,96.90365865431026,1337.0,0.06314907,0.06961974,0.75148684,0.048129946,0.9558921,0.087813094,3.2183824,0.04871179
CABIN1,1191,False,False,1191,0.029756734,97.12568780770344,1233.0,0.07042998,0.077646695,0.61187804,0.03918852,0.372649,0.03423343,1.7411011,0.026352419
CABLES1,222,False,False,222,0.005478328,99.4642339994208,227.0,0.005025402,0.0055403374,0.03650152,0.002337787,0.014049792,0.001290685,0.123727575,0.0018726774
CABLES2,541,False,False,541,0.013297616,98.69437204363356,551.0,0.010009855,0.01103553,0.8128968,0.052063026,0.027151879,0.0024943096,1.0322078,0.015622971
CABP1,56,False,False,56,0.0013514818,99.86485181967372,56.0,0.003538421,0.0039009906,0.0035923058,0.00023007389,0.094876654,0.00871585,0.008614343,0.0001303823
CABP2,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.002305496,0.0025417323,0.0019161543,0.00012272259,0.0015368965,0.0001411871,0.00869701,0.00013163348
CABP5,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0023431417,0.0025832353,0.0018819118,0.000120529476,0.002295586,0.00021088417,0.008603113,0.00013021231
CABYR,18,False,False,18,0.00045853847,99.95655951346654,19.0,0.002539268,0.0027994579,0.0025527242,0.00016349251,0.025151193,0.002310516,0.008612286,0.00013035117
CACFD1,2837,False,False,2837,0.07353509,93.15329665025581,3047.0,0.1159466,0.12782726,2.9017062,0.18584353,1.2563559,0.11541523,4.408255,0.06672109
CACHD1,3473,False,False,3473,0.092335165,91.61839945940729,3826.0,0.21724363,0.23950383,1.7346379,0.11109713,0.49978414,0.04591271,6.220984,0.094157636
CACNA1A,529,False,False,529,0.013080413,98.72333236798919,542.0,0.028008647,0.030878596,0.35371774,0.02265431,0.08090608,0.0074324426,0.4612372,0.00698105
CACNA1B,136,False,False,136,0.003402838,99.67178299063616,141.0,0.017952643,0.01979219,0.022101142,0.0014154962,0.0024736568,0.00022724265,1.5245057,0.02307414
CACNA1C,1142,False,False,1142,0.028767256,97.24394246548894,1192.0,0.115599856,0.12744498,0.46970534,0.030082887,0.22196393,0.020390732,0.009322086,0.00014109434
CACNA1D,419,False,False,419,0.010691186,98.98880200791582,443.0,0.007576345,0.008352667,0.11546398,0.00739504,0.09851849,0.009050408,1.0642589,0.016108079
CACNA1E,144,False,False,144,0.0036200406,99.6524761077324,150.0,0.0042051505,0.0046360376,0.024589652,0.0015748761,0.0024761723,0.00022747375,1.9005697,0.028766051
CACNA1F,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0022874363,0.002521822,0.001901488,0.00012178326,0.0016123708,0.00014812057,0.008884828,0.00013447621
CACNA1G,1853,False,False,1853,0.04660199,95.5280432474177,1931.0,0.056613263,0.062414233,3.2543285,0.20842767,1.5497023,0.14236352,15.29646,0.2315194
CACNA1H,951,False,False,951,0.024037069,97.7048942948161,996.0,0.032163586,0.035459276,0.51436657,0.03294327,0.20226179,0.018580792,0.0577815,0.00087455125
CACNA1I,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0024212478,0.0026693447,0.00279842,0.00017922842,0.0016591666,0.00015241948,0.008715752,0.00013191716
CACNA1S,109,False,False,109,0.0027270971,99.73694372043633,113.0,0.0035320197,0.0038939333,0.0071203397,0.00045603135,0.23208538,0.02132054,0.25123778,0.0038026066
CACNA2D1,1333,False,False,1333,0.035355728,96.7829906361618,1465.0,0.24624221,0.27147377,0.55993354,0.035861667,3.1110592,0.28579766,0.2487583,0.0037650787
CACNA2D2,67,False,False,67,0.0016169514,99.83830485568105,67.0,0.0036920893,0.004070405,0.0074874274,0.00047954195,0.0023124705,0.00021243526,0.008721276,0.00013200077
CACNA2D3,508,False,False,508,0.012935611,98.77401293561154,536.0,0.07124397,0.078544095,0.41617146,0.02665424,0.07603298,0.006984775,1.3454086,0.020363417
CACNA2D4,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.002338848,0.0025785018,0.00190049,0.00012171934,0.0015580216,0.00014312778,0.008491762,0.00012852698
CACNB1,544,False,False,544,0.013635486,98.68713196254465,565.0,0.018421806,0.020309424,0.17856692,0.011436548,0.49384752,0.045367338,1.9824064,0.03000469
CACNB2,140,False,False,140,0.0034511052,99.66212954918429,143.0,0.004025057,0.0044374904,0.050571036,0.0032388873,0.054549612,0.005011204,0.029821595,0.00045136444
CACNB3,1739,False,False,1739,0.044429965,95.80316632879622,1841.0,0.075472794,0.08320623,0.80959713,0.051851697,0.12935427,0.011883139,6.7837496,0.10267536
CACNB4,79,False,False,79,0.0019306883,99.80934453132542,80.0,0.004052653,0.004467914,0.54536784,0.034928787,0.03794518,0.003485837,0.100828424,0.0015260875
CACNG1,88,False,False,88,0.0021478906,99.7876242880587,89.0,0.0037245057,0.004106143,0.012023614,0.00077006785,0.65792215,0.060440063,0.008745213,0.00013236307
CACNG2,9,False,False,9,0.00021720244,99.97827975673329,9.0,0.0024872476,0.0027421075,0.0023876652,0.0001529211,0.0016148536,0.00014834864,0.009057648,0.00013709192
CACNG4,1120,False,False,1120,0.028550053,97.29703639347427,1183.0,0.03733793,0.041163817,0.4501908,0.028833052,0.18136224,0.016660856,3.5478504,0.05369845
CACNG5,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.002347008,0.0025874982,0.0025357513,0.00016240547,0.0015599307,0.00014330316,0.008993269,0.00013611752
CACNG6,49,False,False,49,0.0012066802,99.8817453422145,50.0,0.0030909458,0.0034076644,0.002637787,0.00016894047,0.3926955,0.036075,0.008633231,0.00013066817
CACNG7,627,False,False,627,0.015373105,98.48682305241819,637.0,0.019562935,0.021567483,0.33917546,0.021722931,0.060216703,0.0055318116,2.3829405,0.036066968
CACNG8,168,False,False,168,0.004199247,99.59455545902114,174.0,0.0044681868,0.0049260263,0.008055459,0.0005159223,0.0024518424,0.00022523868,0.008807721,0.00013330916
CACTIN,1774,False,False,1774,0.04512984,95.71869871609229,1870.0,0.034295287,0.03780941,1.096173,0.070205815,0.1657403,0.015225746,4.4885235,0.067935996
CACUL1,1272,False,False,1272,0.03192876,96.93020561830292,1323.0,0.07316711,0.080664285,0.5653187,0.036206566,0.49664566,0.04562439,8.680709,0.13138677
CACYBP,6139,False,False,6139,0.1697075,85.18438073173087,7032.0,0.14346857,0.1581693,3.9763088,0.25466782,1.7763395,0.16318356,16.843748,0.25493836
CAD,2435,False,False,2435,0.062288832,94.12346751616951,2581.0,0.081922635,0.090316966,2.000831,0.12814581,1.0017399,0.09202491,13.488655,0.2041574
CADM1,3214,False,False,3214,0.09168356,92.24345979341635,3799.0,0.2702771,0.2979715,2.8079731,0.17984028,2.262549,0.20784922,22.339542,0.3381199
CADM2,346,False,False,346,0.008929433,99.16497731441258,370.0,0.007514218,0.008284174,0.16397114,0.010501743,0.002366445,0.00021739365,6.807618,0.10303663
CADM3,245,False,False,245,0.0061299354,99.40872671107249,254.0,0.02222745,0.02450502,0.03757175,0.0024063312,0.13491423,0.012393906,0.0086941,0.00013158946
CADM4,351,False,False,351,0.008712231,99.15291051259774,361.0,0.0087306,0.009625195,0.16790378,0.010753614,0.9313268,0.0855564,1.288864,0.019507589
CADPS,113,False,False,113,0.0027512307,99.72729027898446,114.0,0.00472025,0.005203918,0.0026716434,0.00017110886,0.0340154,0.003124827,0.008978545,0.00013589466
CADPS2,155,False,False,155,0.0044405833,99.62592914373974,184.0,0.005569515,0.0061402037,0.0030755473,0.0001969774,0.021647781,0.001988675,0.01100245,0.00016652748
CAGE1,103,False,False,103,0.0025098948,99.75142388261415,104.0,0.006200517,0.0068358625,0.14368781,0.009202672,0.034177553,0.0031397236,0.1832635,0.0027737825
CALB1,123,False,False,123,0.0033304372,99.70315667535476,138.0,0.08579153,0.09458229,0.003261732,0.00020890184,0.0022480267,0.00020651512,0.00813711,0.00012315915
CALB2,22,False,False,22,0.00053093926,99.94690607201467,22.0,0.0032081755,0.003536906,0.0019627034,0.00012570388,0.0022997418,0.00021126596,0.008585501,0.00012994577
CALCA,39,False,False,39,0.00096534414,99.9058789458442,40.0,0.003090972,0.0034076932,0.0027901656,0.00017869976,0.0067372513,0.0006189181,0.3079301,0.004660673
CALCB,18,False,False,18,0.00043440488,99.95655951346654,18.0,0.0027166125,0.0029949744,0.002354376,0.00015078907,0.0016290721,0.00014965484,0.008643619,0.0001308254
CALCOCO1,784,False,False,784,0.019403417,98.10792547543198,804.0,0.06099423,0.067244105,0.21631868,0.0138544105,0.09301313,0.008544658,0.60554343,0.009165197
CALCR,7,False,False,7,0.00016893522,99.98310647745922,7.0,0.0025251817,0.0027839283,0.055405863,0.0035485402,0.0016623241,0.00015270952,0.0088108545,0.00013335657
CALCRL,237,False,False,237,0.0058403322,99.42803359397625,242.0,0.004908757,0.00541174,0.068461955,0.0043847347,0.10240161,0.009407131,0.025834791,0.00039102221
CALD1,10783,False,False,10783,0.33260933,73.97673520610097,13782.0,0.3710805,0.4091038,10.615452,0.6798803,6.9304795,0.63666904,24.497509,0.37078178
CALHM2,191,False,False,191,0.0047301864,99.53904817067286,196.0,0.0049802084,0.005490513,0.13619047,0.008722494,0.0037844004,0.00034765425,0.2799178,0.004236693
CALM1,16990,False,False,16990,0.58046144,58.99700743314992,24052.0,0.20789179,0.22919375,11.225149,0.7189292,5.3373356,0.49031472,32.354774,0.48970535
CALM2,11477,False,False,11477,0.35179555,72.30186311420022,14577.0,0.33409506,0.36832863,9.127206,0.58456373,4.0086393,0.36825395,29.280514,0.44317487
CALM3,7628,False,False,7628,0.21230331,81.59088715126943,8797.0,0.17962469,0.1980302,9.714209,0.62215906,5.8913803,0.541212,16.274237,0.24631852
CALM4,47,False,False,47,0.0012066802,99.88657206294043,50.0,0.0030018606,0.0033094506,0.0029783864,0.00019075461,0.0016477982,0.0001513751,0.2511575,0.0038013915
CALM5,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022904575,0.0025251529,0.0018876159,0.000120894794,0.0016075999,0.00014768227,0.008838825,0.00013377993
CALML3,84,False,False,84,0.0020513562,99.79727772951057,85.0,0.0040610847,0.00447721,0.0026126672,0.00016733164,0.0016528295,0.0001518373,3.7980223,0.05748492
CALML4,183,False,False,183,0.0044888505,99.55835505357659,186.0,0.0068552294,0.0075576613,0.10789995,0.006910592,0.002727993,0.0002506073,0.008678874,0.000131359
CALN1,178,False,False,178,0.004512984,99.57042185539144,187.0,0.0040306975,0.0044437093,0.1851379,0.011857396,0.010611527,0.0009748287,0.00876149,0.00013260944
CALR,16188,False,False,16188,0.5459263,60.93252244425138,22621.0,0.26875493,0.29629332,10.914254,0.6990175,7.4753776,0.6867261,25.03047,0.3788484
CALR3,66,False,False,66,0.0015928178,99.84071821604402,66.0,0.0038468228,0.0042409934,0.0029475815,0.00018878166,0.0023315256,0.00021418575,0.017222984,0.0002606783
CALR4,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0026113493,0.0028789253,0.008585553,0.0005498728,0.0016002575,0.00014700777,0.008812383,0.00013337971
CALU,2914,False,False,2914,0.07493484,92.96746790230718,3105.0,0.15316704,0.16886152,3.2824693,0.21023,0.5789107,0.053181674,3.3747714,0.051078815
CALY,22,False,False,22,0.00053093926,99.94690607201467,22.0,0.003857594,0.0042528682,0.044142827,0.0028271845,0.0015689889,0.00014413528,0.54683304,0.0082765855
CAMK1,1643,False,False,1643,0.041147795,96.03484892364128,1705.0,0.07173751,0.0790882,1.0023755,0.064198434,0.48257077,0.044331398,0.7775722,0.011768935
CAMK1D,10570,False,False,10570,0.5281639,74.49078096341346,21885.0,0.26038542,0.28706622,7.9020896,0.5060995,10.152946,0.9327012,21.819382,0.330247
