,n_cells,mt,ERCC,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,imp_sumup,imp_sumup_norm,imp_sumup_Sc,imp_sumup_norm_Sc,imp_sumup_My,imp_sumup_norm_My,imp_sumup_Ept,imp_sumup_norm_Ept
NMT1,2248,False,False,2248,0.057534512,94.5747659040448,2384.0,0.10869478,0.11983236,2.387136,0.15288721,0.61297166,0.056310683,8.310321,0.12578078
NMT2,1080,False,False,1080,0.027029635,97.39357080799304,1120.0,0.027272716,0.030067258,0.44658765,0.028602282,0.053923007,0.004953641,7.6119037,0.115209885
NMU,10,False,False,10,0.00026546963,99.97586639637031,11.0,0.0027654893,0.0030488595,0.009479933,0.0006071546,0.0015604745,0.0001433531,0.008867561,0.00013421488
NMUR2,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0022168776,0.0024440335,0.001928372,0.00012350507,0.0016494319,0.00015152516,0.008542019,0.00012928763
NNAT,12353,False,False,12353,0.39994207,70.18775943623902,16572.0,0.32804182,0.36165515,10.733402,0.6874346,14.913807,1.370058,25.955545,0.39284986
NNMT,118,False,False,118,0.0028477653,99.71522347716962,118.0,0.004147774,0.004572782,0.05068959,0.0032464804,0.0053562247,0.00049204996,0.01231612,0.00018641049
NNT,2444,False,False,2444,0.0630611,94.1017472729028,2613.0,0.108443655,0.1195555,1.6767441,0.10738925,2.833174,0.26026973,8.946161,0.13540453
NOA1,1009,False,False,1009,0.025436819,97.56491939376387,1054.0,0.024092495,0.02656117,0.26127186,0.016733496,0.118189685,0.010857504,3.2896338,0.049790215
NOB1,1200,False,False,1200,0.030022202,97.10396756443672,1244.0,0.037433468,0.041269146,0.6068714,0.038867865,0.33138648,0.030442843,6.2281814,0.09426657
NOC2L,3185,False,False,3185,0.08357467,92.31344724394248,3463.0,0.13667873,0.15068372,1.749627,0.11205713,0.63000214,0.057875194,11.872122,0.17969036
NOC3L,1007,False,False,1007,0.025750555,97.56974611448982,1067.0,0.019817885,0.021848556,0.24222867,0.015513849,0.23975535,0.022025142,0.24141055,0.0036538667
NOC4L,1241,False,False,1241,0.031180616,97.00501978955498,1292.0,0.022248648,0.02452839,0.5539967,0.035481434,0.20791046,0.01909971,20.8763,0.315973
NOD1,200,False,False,200,0.0049956557,99.51732792740611,207.0,0.0045001116,0.0049612224,0.09166606,0.0058708712,0.25069,0.023029655,0.15508205,0.0023472426
NOD2,24,False,False,24,0.0005792065,99.94207935128874,24.0,0.0029239852,0.003223596,0.007365842,0.00047175484,0.0025769104,0.00023672807,0.008818324,0.00013346964
NODAL,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.002366206,0.002608663,0.0019051476,0.00012201764,0.0024300935,0.0002232407,0.007489884,0.00011336305
NOG,519,False,False,519,0.013466551,98.74746597161888,558.0,0.0089882985,0.009909298,0.10826997,0.00693429,0.18883717,0.01734754,0.04707196,0.0007124571
NOL10,1207,False,False,1207,0.030239405,97.08707404189593,1253.0,0.026351297,0.029051423,1.133288,0.07258289,0.5853595,0.053774092,3.7343593,0.056521352
NOL11,1969,False,False,1969,0.049666956,95.24809344531326,2058.0,0.12536725,0.1382132,1.4794254,0.09475171,0.52132565,0.04789162,6.869574,0.10397436
NOL12,2069,False,False,2069,0.052225117,95.00675740901632,2164.0,0.06902099,0.07609333,1.7871768,0.11446205,0.7968958,0.07320689,4.0969324,0.062009074
NOL3,204,False,False,204,0.0050921906,99.50767448595424,211.0,0.0053120772,0.005856388,0.04252652,0.0027236661,0.39411864,0.036205735,0.0339058,0.00051318086
NOL4,105,False,False,105,0.0027029635,99.74659716188822,112.0,0.00424124,0.0046758256,0.04561667,0.0029215787,0.0022275194,0.00020463121,1.1602628,0.017561145
NOL4L,891,False,False,891,0.022251183,97.84969591659427,922.0,0.05233142,0.057693645,0.71649563,0.04588889,0.29780558,0.027357932,1.636168,0.024764204
NOL6,447,False,False,447,0.011004923,98.92122791775267,456.0,0.0082494365,0.009094728,0.14969169,0.009587198,0.03519188,0.0032329045,0.18807234,0.002846567
NOL7,4345,False,False,4345,0.11451395,89.51394922289796,4745.0,0.16694523,0.18405153,3.2894006,0.21067391,1.472695,0.13528922,16.753462,0.25357184
NOL8,2026,False,False,2026,0.052876726,95.110531904624,2191.0,0.057052337,0.062898286,0.63492274,0.040664446,1.1639774,0.10692887,2.5348651,0.038366426
NOL9,1498,False,False,1498,0.03762429,96.38478617627185,1559.0,0.042431004,0.04677876,0.9508507,0.060898464,0.6406434,0.058852755,3.5506206,0.05374038
NOLC1,7314,False,False,7314,0.21462014,82.34868230524182,8893.0,0.25202787,0.2778523,6.5910378,0.42213154,3.4576366,0.31763604,19.352634,0.29291156
NOM1,1617,False,False,1617,0.04138913,96.09759629307848,1715.0,0.05701667,0.06285897,0.80518436,0.051569074,1.2988632,0.11932016,6.878647,0.10411169
NOMO1,981,False,False,981,0.024302538,97.63249348392702,1007.0,0.017708166,0.01952266,0.50628847,0.0324259,0.33586606,0.030854361,1.4679437,0.022218045
NONO,4339,False,False,4339,0.11241432,89.52842938507578,4658.0,0.17766643,0.1958713,2.9443178,0.18857265,1.4892391,0.13680907,20.869415,0.3158688
NOP10,2279,False,False,2279,0.057655178,94.49995173279274,2389.0,0.14455703,0.1593693,1.1717329,0.075045146,1.0630778,0.09765972,14.209095,0.2150616
NOP14,2795,False,False,2795,0.07288348,93.25465778550053,3020.0,0.089785546,0.09898556,0.83873236,0.053717695,0.9280782,0.08525797,7.7406936,0.11715919
NOP16,2428,False,False,2428,0.061975095,94.1403610387103,2568.0,0.09278114,0.102288105,1.406818,0.09010149,1.483482,0.13628016,13.081432,0.19799389
NOP2,1738,False,False,1738,0.04411623,95.80557968915919,1828.0,0.06201462,0.068369046,1.0966429,0.0702359,1.1882219,0.1091561,16.169022,0.24472605
NOP56,3950,False,False,3950,0.10478811,90.46722656627088,4342.0,0.14251164,0.15711431,4.328228,0.27720693,1.6125101,0.14813335,9.104131,0.13779548
NOP58,12514,False,False,12514,0.39958006,69.79920841780094,16557.0,0.21918993,0.24164955,9.692025,0.62073827,6.8715844,0.6312586,30.464533,0.4610956
NOP9,1333,False,False,1333,0.033400908,96.7829906361618,1384.0,0.035402466,0.039030038,0.56831074,0.036398195,0.5035488,0.046258546,1.1743459,0.017774299
NOS1,24,False,False,24,0.0006274737,99.94207935128874,26.0,0.0026398397,0.0029103348,0.008730362,0.0005591473,0.0016837366,0.00015467659,0.008378478,0.00012681236
NOS1AP,216,False,False,216,0.0052611255,99.47871416159862,218.0,0.0048418785,0.005338009,0.030384809,0.0019460345,0.0030096318,0.00027648002,1.0758113,0.01628293
NOS2,20,False,False,20,0.00048267207,99.95173279274061,20.0,0.0028641077,0.003157583,0.040664863,0.0026044338,0.001600769,0.00014705476,0.013841188,0.00020949316
NOS3,224,False,False,224,0.0055507286,99.45940727869485,230.0,0.0067380574,0.007428483,0.16136408,0.010334771,0.042530973,0.003907111,0.008713117,0.00013187728
NOSIP,1340,False,False,1340,0.033449173,96.76609711362102,1386.0,0.06422877,0.07081007,0.67426044,0.04318388,0.749614,0.06886335,4.3129973,0.06527933
NOSTRIN,139,False,False,139,0.0034511052,99.66454290954725,143.0,0.006034355,0.0066526746,0.0026691516,0.00017094926,0.0028584837,0.00026259478,0.008793794,0.00013309835
NOTCH1,964,False,False,964,0.024085337,97.6735206100975,998.0,0.024679055,0.027207833,0.49433297,0.031660195,0.4939748,0.04537903,8.563974,0.12961994
NOTCH2,1059,False,False,1059,0.026378028,97.44425137561541,1093.0,0.047993705,0.052911457,0.88784003,0.056862865,0.33935982,0.031175314,1.1199216,0.01695056
NOTCH3,967,False,False,967,0.02410947,97.66628052900859,999.0,0.01705591,0.01880357,0.46217006,0.029600278,0.28262505,0.025963372,4.7030764,0.07118336
NOTCH4,342,False,False,342,0.008736365,99.17463075586447,362.0,0.0068748263,0.007579266,0.052517336,0.0033635409,0.0024465637,0.00022475375,0.008801179,0.00013321015
NOTUM,118,False,False,118,0.002871899,99.71522347716962,119.0,0.003433981,0.0037858493,0.0070603047,0.00045218636,0.002778302,0.00025522892,0.06764934,0.0010239058
NOTUMOS,13,False,False,13,0.00031373685,99.9686263152814,13.0,0.0024341184,0.002683534,0.0026077835,0.00016701886,0.0016338531,0.00015009403,0.007575331,0.00011465633
NOV,71,False,False,71,0.0017376195,99.82865141422917,72.0,0.0033013348,0.0036396112,0.0030002166,0.00019215276,0.0025440722,0.00023371137,0.008749861,0.00013243343
NOVA1,188,False,False,188,0.004633652,99.54628825176175,192.0,0.0046831695,0.0051630377,0.015246171,0.0009764607,0.06418882,0.0058967113,2.0744283,0.031397488
NOVA2,68,False,False,68,0.001641085,99.83589149531808,68.0,0.004823632,0.005317893,0.033855103,0.0021682938,0.001626552,0.00014942331,0.010643125,0.00016108889
NOX1,30,False,False,30,0.00072400813,99.92759918911092,30.0,0.002526201,0.0027850522,0.005366947,0.00034373306,0.0016428579,0.00015092125,0.0089072315,0.00013481532
NOX4,323,False,False,323,0.0086639635,99.22048460276088,359.0,0.065188974,0.071868666,0.1700433,0.010890643,0.011167667,0.0010259185,2.5257585,0.03822859
NOXA1,28,False,False,28,0.0006998745,99.93242590983685,29.0,0.0023997067,0.0026455964,0.0019206414,0.00012300996,0.0016156599,0.00014842271,0.00877194,0.0001327676
NOXO1,132,False,False,132,0.0032580364,99.68143643208805,135.0,0.0046550855,0.0051320763,0.010387047,0.00066525186,0.0024253398,0.00022280402,0.007860339,0.000118970085
NOXRED1,15,False,False,15,0.00036200407,99.96379959455545,15.0,0.0025406075,0.0028009347,0.0019102183,0.0001223424,0.0029272914,0.00026891584,0.008887654,0.000134519
NPAS1,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.0026631383,0.002936021,0.0019030235,0.000121881596,0.0027893328,0.00025624226,0.008743582,0.00013233839
NPAS2,59,False,False,59,0.0014962835,99.85761173858481,62.0,0.0032604074,0.00359449,0.099299185,0.006359745,0.0015961052,0.00014662632,1.0538117,0.015949955
NPAS3,957,False,False,957,0.024519742,97.69041413263828,1016.0,0.110481404,0.121802054,0.58997256,0.037785552,0.31927666,0.029330373,0.5383137,0.008147641
NPAS4,8,False,False,8,0.00019306883,99.98069311709624,8.0,0.0023254536,0.0025637348,0.005719303,0.0003663002,0.0015381264,0.00014130009,0.008799891,0.00013319065
NPAT,1214,False,False,1214,0.03033594,97.07018051935515,1257.0,0.03230998,0.035620674,1.2356026,0.07913577,0.27537405,0.025297256,8.829138,0.13363332
NPB,16,False,False,16,0.00041027126,99.96138623419249,17.0,0.0025601543,0.0028224846,0.004967633,0.0003181585,0.0016425265,0.00015089082,0.011577997,0.00017523865
NPBWR1,5,False,False,5,0.00012066802,99.98793319818515,5.0,0.0024027491,0.0026489506,0.0019713126,0.00012625525,0.005143984,0.00047255246,0.008704078,0.00013174048
NPC1,817,False,False,817,0.020272227,98.02828458345401,840.0,0.028515952,0.03143788,0.30861482,0.019765636,0.24889329,0.0228646,2.893979,0.043801785
NPC1L1,13,False,False,13,0.00031373685,99.9686263152814,13.0,0.0022988243,0.0025343767,0.0023795567,0.00015240179,0.001606472,0.00014757866,0.008628005,0.00013058908
NPC2,6319,False,False,6319,0.17335168,84.74997586639637,7183.0,0.22582096,0.24896005,7.398954,0.47387558,4.020463,0.36934012,11.3191595,0.17132102
NPCD,17,False,False,17,0.00041027126,99.95897287382952,17.0,0.0024517905,0.002703017,0.0024481802,0.00015679687,0.0016414863,0.00015079525,0.01011055,0.00015302812
NPDC1,481,False,False,481,0.011825466,98.83917366541172,490.0,0.007613816,0.008393978,0.17312413,0.011087959,0.6903157,0.0634159,0.88119316,0.01333729
NPEPL1,1885,False,False,1885,0.047977604,95.45081571580269,1988.0,0.063451044,0.06995265,1.6568902,0.106117666,1.5758202,0.14476284,10.79589,0.16340107
NPEPPS,3738,False,False,3738,0.09694468,90.97885896322039,4017.0,0.1323331,0.14589281,2.0955782,0.134214,2.2186928,0.20382038,13.633441,0.20634879
NPFF,35,False,False,35,0.00089294335,99.91553238729607,37.0,0.0030179406,0.0033271785,0.0026411696,0.00016915714,0.002493923,0.00022910442,0.008709589,0.00013182388
NPFFR1,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0023253302,0.0025635986,0.0068877945,0.0004411377,0.0016069263,0.0001476204,0.008714703,0.0001319013
NPHP1,1197,False,False,1197,0.030167004,97.11120764552564,1250.0,0.039084584,0.043089446,0.92175275,0.059034847,0.24000062,0.022047674,1.5451003,0.023385849
NPHP3,636,False,False,636,0.015710976,98.46510280915146,651.0,0.007860681,0.008666137,0.24234468,0.015521279,0.23175675,0.02129035,1.9931791,0.03016774
NPHP4,122,False,False,122,0.003040834,99.70557003571774,126.0,0.0036755686,0.0040521915,0.012298705,0.0007876865,0.1289443,0.011845476,0.04012832,0.0006073618
NPHS1,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0024211784,0.002669268,0.0026022445,0.00016666412,0.0016253529,0.00014931317,0.0086536575,0.00013097732
NPL,345,False,False,345,0.008688097,99.16739067477556,360.0,0.0061670975,0.0067990185,0.06478829,0.0041494495,0.09668585,0.008882052,0.00874077,0.00013229583
NPLOC4,1412,False,False,1412,0.035307463,96.5923351674872,1463.0,0.09688605,0.10681363,0.55394524,0.03547814,0.26198784,0.02406753,2.960843,0.044813808
NPM1,21051,False,False,21051,0.8097065,49.19635099913119,33551.0,0.21685158,0.23907161,11.617784,0.74407595,7.1617713,0.65791667,37.095123,0.5614528
NPM2,50,False,False,50,0.0012308138,99.87933198185152,51.0,0.003377903,0.003724025,0.0023593688,0.00015110883,0.0108941905,0.0010007956,0.0087384125,0.00013226015
NPM3,434,False,False,434,0.010642919,98.95260160247128,441.0,0.006540137,0.007210282,0.12892967,0.008257468,0.01713447,0.0015740594,2.65299,0.040154304
NPNT,1118,False,False,1118,0.02912926,97.30186311420022,1207.0,0.13288029,0.14649607,0.68630695,0.043955415,3.9222403,0.3603169,2.6711414,0.04042903
NPPC,43,False,False,43,0.0010618785,99.8962255043923,44.0,0.0025001592,0.0027563418,0.011491642,0.0007359971,0.029521152,0.0027119627,0.00883813,0.00013376943
NPR1,142,False,False,142,0.0036200406,99.65730282845836,150.0,0.0036736561,0.004050083,0.06442419,0.00412613,0.0025166427,0.00023119156,0.051120237,0.00077372976
NPR2,1183,False,False,1183,0.029611932,97.1449946906072,1227.0,0.050092123,0.055224888,0.2400143,0.015372027,0.25906035,0.023798598,0.19634016,0.0029717044
NPR3,1034,False,False,1034,0.026836567,97.50458538468965,1112.0,0.30222183,0.33318946,0.6544713,0.04191646,0.8614484,0.07913702,12.537136,0.1897557
NPRL2,905,False,False,905,0.022540785,97.81590887151269,934.0,0.027576271,0.030401915,0.50103027,0.032089133,0.23801506,0.02186527,1.0471678,0.015849397
NPRL3,663,False,False,663,0.016555652,98.39994207935129,686.0,0.048454244,0.053419184,0.55197334,0.035351846,0.18975763,0.0174321,5.0365124,0.07623008
NPSR1,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.0023419803,0.002581955,0.002601755,0.00016663277,0.001648981,0.00015148376,0.008585342,0.00012994336
NPTN,2583,False,False,2583,0.06605367,93.76629018245004,2737.0,0.09353669,0.10312107,2.024216,0.12964351,0.9625566,0.08842533,4.4106746,0.066757716
NPTX1,29,False,False,29,0.0007481417,99.93001254947389,31.0,0.0029976463,0.0033048047,0.0025687774,0.00016452066,0.053085536,0.0048767063,0.0086801285,0.000131378
NPTX2,64,False,False,64,0.0015686842,99.84554493676995,65.0,0.003494791,0.00385289,0.005263669,0.0003371185,0.01911817,0.0017562921,0.0086740125,0.00013128541
NPTXR,174,False,False,174,0.0043440484,99.58007529684333,180.0,0.004149309,0.0045744744,0.07035468,0.0045059565,0.014260146,0.0013100094,0.009449182,0.000143018
NPVF,56,False,False,56,0.0013514818,99.86485181967372,56.0,0.002931037,0.0032313704,0.037183404,0.002381459,0.0023641489,0.0002171827,0.008765273,0.0001326667
NPW,29,False,False,29,0.0006998745,99.93001254947389,29.0,0.0033722683,0.003717813,0.003216084,0.00020597827,0.0016497966,0.00015155868,0.008715253,0.00013190962
NPY,99,False,False,99,0.0025098948,99.76107732406602,104.0,0.0045931535,0.005063798,0.004040793,0.00025879784,0.0023168605,0.00021283855,0.00869191,0.0001315563
NPY1R,111,False,False,111,0.0027270971,99.7321169997104,113.0,0.0048826626,0.0053829723,0.04387432,0.0028099876,0.0016475373,0.00015135114,0.05104835,0.00077264174
NPY2R,23,False,False,23,0.0005792065,99.9444927116517,24.0,0.0024977617,0.0027536987,0.0029568248,0.00018937366,0.0023685303,0.00021758521,0.008735824,0.00013222097
NQO1,272,False,False,272,0.006757409,99.34356598127232,280.0,0.0058410657,0.0064395797,0.049062945,0.0031422998,0.05474922,0.0050295405,0.008404805,0.00012721083
NQO2,764,False,False,764,0.019234482,98.15619268269138,797.0,0.011335202,0.012496681,0.40644604,0.026031362,0.03925999,0.0036066216,0.7861933,0.01189942
NR0B2,6,False,False,6,0.00014480163,99.98551983782218,6.0,0.0025167966,0.0027746842,0.0019232247,0.0001231754,0.0016423657,0.00015087605,0.00907179,0.00013730598
NR1D1,70,False,False,70,0.0016893522,99.83106477459214,70.0,0.0033629935,0.0037075877,0.017289085,0.0011073018,0.0024102381,0.0002214167,0.19992761,0.003026002
NR1D2,154,False,False,154,0.0037889758,99.6283425041027,157.0,0.0045310934,0.004995379,0.040873848,0.0026178183,0.0029605492,0.00027197105,1.7204642,0.026040066
NR1H2,998,False,False,998,0.024495607,97.59146635775654,1015.0,0.018333199,0.020211738,0.39345735,0.025199486,0.10449565,0.0095995,3.891848,0.05890502
NR1H3,148,False,False,148,0.003716575,99.64282266628052,154.0,0.0037403575,0.004123619,0.0033827065,0.00021664982,0.0024955363,0.00022925262,0.008815934,0.00013343348
NR1H4,37,False,False,37,0.00094121054,99.91070566657014,39.0,0.0024803504,0.0027345035,0.0019252349,0.00012330414,0.0016136082,0.00014823423,0.008521724,0.00012898046
NR1H5,41,False,False,41,0.0009894777,99.90105222511826,41.0,0.0033698308,0.0037151258,0.0027417706,0.00017560023,0.0016991689,0.00015609428,0.008756286,0.00013253067
NR1I2,44,False,False,44,0.0010860121,99.89381214402935,45.0,0.0029111672,0.0032094645,0.0018793772,0.00012036715,0.59553796,0.05470914,0.008748595,0.00013241425
NR1I3,22,False,False,22,0.00053093926,99.94690607201467,22.0,0.0025929993,0.002858695,0.0024100468,0.00015435455,0.0016016893,0.0001471393,0.008637059,0.00013072611
NR2C1,643,False,False,643,0.01600058,98.44820928661068,663.0,0.01161503,0.012805181,0.119604304,0.007660213,0.3968176,0.03645368,7.2156663,0.10921264
NR2C2,1585,False,False,1585,0.040013514,96.1748238246935,1658.0,0.101670794,0.11208865,1.0329808,0.066158585,0.14629573,0.013439468,12.167405,0.18415962
NR2C2AP,678,False,False,678,0.01694179,98.36374167390674,702.0,0.00896874,0.009887735,0.28645808,0.018346578,0.5810752,0.053380515,0.67246795,0.010178131
NR2E1,92,False,False,92,0.0024857612,99.7779708466068,103.0,0.004947774,0.0054547554,0.02621306,0.0016788493,0.001616631,0.00014851193,0.008799554,0.00013318555
NR2E3,89,False,False,89,0.0022202916,99.78521092769572,92.0,0.0037126294,0.00409305,0.0048133307,0.00030827598,0.07958275,0.0073108748,1.0994331,0.016640456
NR2F1,4477,False,False,4477,0.13529298,89.195385654986,5606.0,0.8112987,0.89442974,8.664469,0.5549272,1.9888716,0.18270782,3.3066154,0.050047237
NR2F2,4790,False,False,4790,0.13748914,88.44000386137658,5697.0,0.91696733,1.0109259,6.085456,0.3897509,4.227419,0.38835216,2.7603185,0.04177877
NR2F6,1469,False,False,1469,0.03675548,96.45477362679796,1523.0,0.046105564,0.05082984,1.3498983,0.086455986,0.82537127,0.07582279,3.9759963,0.06017865
NR3C1,1162,False,False,1162,0.029394729,97.19567525822956,1218.0,0.08903962,0.098163195,0.5527062,0.03539878,0.34134033,0.031357255,2.1272583,0.032197095
NR3C2,71,False,False,71,0.0018100203,99.82865141422917,75.0,0.0036479658,0.0040217605,0.003450038,0.00022096213,0.0023256594,0.00021364685,0.015545779,0.00023529297
NR4A1,129,False,False,129,0.0031373685,99.68867651317694,130.0,0.00396958,0.0043763295,0.014049499,0.0008998183,0.010209054,0.00093785545,0.14784685,0.0022377342
NR4A2,477,False,False,477,0.011873733,98.8488271068636,492.0,0.0076662945,0.008451833,0.11706352,0.007497485,0.12030565,0.011051888,0.21683556,0.003281912
NR4A3,30,False,False,30,0.00072400813,99.92759918911092,30.0,0.0026413694,0.0029120212,0.0026904265,0.00017231185,0.0015865387,0.00014574749,0.087986924,0.0013317252
NR5A2,190,False,False,190,0.0049473885,99.54146153103581,205.0,0.009240767,0.010187637,0.16672015,0.010677808,0.059693795,0.0054837745,0.008498032,0.00012862186
NR6A1,278,False,False,278,0.006878077,99.32908581909452,285.0,0.006243433,0.006883176,0.07043806,0.0045112963,0.11892184,0.010924763,0.014286779,0.00021623739
NR6A1OS,433,False,False,433,0.011342794,98.95501496283426,470.0,0.007960552,0.008776243,0.21558847,0.013807642,1.0166832,0.09339768,6.7540927,0.102226496
NRADD,623,False,False,623,0.01546964,98.49647649387006,641.0,0.021558125,0.02376711,0.21887329,0.014018023,0.24417014,0.022430709,2.4532046,0.037130453
NRAP,41,False,False,41,0.0009894777,99.90105222511826,41.0,0.0027094358,0.0029870623,0.02423132,0.0015519261,0.1362455,0.012516203,0.008649633,0.00013091644
NRARP,535,False,False,535,0.013370017,98.70885220581137,554.0,0.042836305,0.04722559,0.23213735,0.014867537,0.07326697,0.0067306757,13.628532,0.20627451
NRAS,3961,False,False,3961,0.10464331,90.44067960227822,4336.0,0.15619656,0.17220148,1.944388,0.12453085,2.4432318,0.22444767,12.288652,0.18599476
NRBF2,149,False,False,149,0.0036683078,99.64040930591756,152.0,0.0047683734,0.0052569723,0.05365989,0.003436717,0.016722687,0.0015362308,0.023227872,0.0003515652
NRBP1,2400,False,False,2400,0.060382277,94.20793512887344,2502.0,0.08513032,0.09385333,2.8209782,0.1806732,1.1180063,0.10270574,5.534127,0.08376172
NRBP2,679,False,False,679,0.016965924,98.36132831354378,703.0,0.010887861,0.012003503,0.4477473,0.028676553,0.52750933,0.048459683,0.8300953,0.012563898
NRCAM,286,False,False,286,0.0075779515,99.30977893619075,314.0,0.0161271,0.017779589,0.080829084,0.0051768036,0.127253,0.011690105,0.028825631,0.00043629002
NRD1,4869,False,False,4869,0.13070759,88.249348392702,5416.0,0.1752998,0.19326216,3.334452,0.2135593,1.8785124,0.17256966,17.328058,0.26226863
NRDE2,839,False,False,839,0.02116517,97.97519065546867,877.0,0.028357267,0.031262938,0.33693838,0.021579655,0.061135832,0.0056162477,1.290973,0.019539507
NREP,16510,False,False,16510,0.59303504,60.155420407375225,24573.0,0.3889409,0.42879432,13.136167,0.8413228,5.7621727,0.5293424,30.64169,0.46377695
NRF1,1821,False,False,1821,0.046288252,95.60527077903272,1918.0,0.05950027,0.06559706,0.82878906,0.053080864,2.7778864,0.2551907,4.1494603,0.06280411
NRG1,103,False,False,103,0.0026064292,99.75142388261415,108.0,0.0046721967,0.0051509407,0.007253289,0.0004645463,0.114088304,0.010480731,0.008598985,0.00013014984
NRG2,12,False,False,12,0.00028960325,99.97103967564436,12.0,0.00239622,0.0026417526,0.0023094516,0.00014791181,0.0015950027,0.00014652504,0.09855731,0.0014917131
NRG3,93,False,False,93,0.0023650932,99.77555748624386,98.0,0.005008921,0.005522168,0.036340207,0.0023274557,0.0031393461,0.00028839626,0.0089658685,0.00013570281
NRG3OS,3,False,False,3,7.240081e-05,99.99275991891109,3.0,0.0025339972,0.002793647,0.0019246839,0.00012326888,0.0021523002,0.00019772122,0.008540908,0.00012927082
NRG4,34,False,False,34,0.0008205425,99.91794574765905,34.0,0.002838502,0.0031293535,0.0028596441,0.0001831496,0.0015879171,0.00014587412,0.008727698,0.00013209798
NRGN,195,False,False,195,0.0048991214,99.52939472922097,203.0,0.004221446,0.004654003,0.0029602726,0.00018959449,0.0032681637,0.00030023008,6.795217,0.10284893
NRIP1,1633,False,False,1633,0.042282075,96.05898252727097,1752.0,0.10494835,0.11570205,1.0788711,0.0690977,0.43665302,0.040113162,6.8810754,0.10414844
NRIP2,50,False,False,50,0.0012549474,99.87933198185152,52.0,0.0035427166,0.0039057268,0.025309611,0.0016209867,0.014479151,0.0013301283,0.1441547,0.0021818518
NRIP3,20,False,False,20,0.00048267207,99.95173279274061,20.0,0.0029745018,0.0032792888,0.03272582,0.0020959673,0.0065913755,0.0006055172,0.28309736,0.004284817
NRK,3375,False,False,3375,0.09815136,91.85490877497828,4067.0,0.32576832,0.35914868,2.8203177,0.18063089,8.244801,0.7574092,0.7968464,0.01206066
NRM,789,False,False,789,0.019499952,98.09585867361714,808.0,0.024009675,0.026469864,0.10648691,0.0068200915,0.20820896,0.019127132,4.001764,0.06056865
NRN1,121,False,False,121,0.0029201661,99.7079833960807,121.0,0.008924237,0.009838673,0.002917265,0.00018684001,0.009932033,0.0009124069,0.020603068,0.0003118375
NRN1L,10,False,False,10,0.00024133603,99.97586639637031,10.0,0.0027883435,0.0030740555,0.0021893792,0.00014022161,0.0024874941,0.00022851383,0.0097503895,0.00014757691
NRP1,3190,False,False,3190,0.08719471,92.30138044212762,3613.0,0.44748083,0.49333262,2.939761,0.18828079,2.3429592,0.21523611,6.8648567,0.103902966
NRP2,3935,False,False,3935,0.11465875,90.50342697171541,4751.0,0.98190576,1.0825182,6.881121,0.4407103,2.574982,0.2365509,2.2287636,0.033733424
NRROS,363,False,False,363,0.008953567,99.1239501882421,371.0,0.019853547,0.02188787,0.299531,0.01918385,0.023097994,0.0021218988,0.009117777,0.00013800203
NRSN1,55,False,False,55,0.0014238827,99.86726518003668,59.0,0.0030062916,0.003314336,0.002689911,0.00017227883,0.028860897,0.0026513084,0.028896755,0.00043736654
NRSN2,42,False,False,42,0.0010136113,99.89863886475528,42.0,0.0025379804,0.0027980383,0.0064892755,0.00041561405,0.0029465486,0.0002706849,0.008733492,0.00013218567
NRTN,371,False,False,371,0.00917077,99.10464330533836,380.0,0.008177866,0.009015824,0.121605225,0.0077883634,0.017005885,0.0015622468,2.726639,0.04126901
NRXN1,388,False,False,388,0.009581041,99.06361617916787,397.0,0.07509858,0.082793675,0.21290706,0.013635907,0.101676956,0.009340561,9.042457,0.136862
NRXN2,105,False,False,105,0.0025822956,99.74659716188822,107.0,0.0034732202,0.0038291086,0.027709005,0.0017746591,0.0059703346,0.0005484653,0.008729441,0.00013212436
NRXN3,256,False,False,256,0.0064678057,99.38217974707983,268.0,0.12554795,0.1384124,0.66447276,0.042557016,0.010666741,0.0009799008,1.0991533,0.016636223
NSA2,800,False,False,800,0.019548219,98.06931170962449,810.0,0.015744051,0.01735729,0.31601274,0.020239444,0.1680643,0.015439238,12.222875,0.18499918
NSD1,4787,False,False,4787,0.12679796,88.44724394246549,5254.0,0.17447194,0.19234948,4.995423,0.31993833,3.5098836,0.3224357,15.338556,0.23215654
NSDHL,1217,False,False,1217,0.030987548,97.06294043826624,1284.0,0.017635472,0.019442517,0.87382245,0.05596509,0.2576798,0.023671774,2.5904918,0.039208356
NSF,1242,False,False,1242,0.031059949,97.00260642919201,1287.0,0.030609855,0.03374634,0.9374923,0.06004291,0.4040759,0.03712046,12.935513,0.19578531
NSFL1C,4120,False,False,4120,0.10741867,90.05695530456607,4451.0,0.13694783,0.1509804,2.35354,0.15073551,2.0151408,0.18512106,15.911371,0.24082638
NSG1,2929,False,False,2929,0.07471763,92.93126749686263,3096.0,0.20460361,0.22556864,2.3841865,0.1526983,2.8377075,0.26068622,10.402244,0.15744305
