Gene1,Gene2,BME,DEEI(1Express_2Silence),Prob(1E_2S),DEEI(1Silence_2Express),Prob(1S_2E)
MT-RNR2,STX1A,0.45243166824883796,1000.0,0.0,-0.0,1.0
MT-RNR1,STAC2,0.45234685695524257,1000.0,0.0,-0.0,1.0
MT-RNR2,INF2,0.4523186659949625,1000.0,0.0,-0.0,1.0
MT-RNR2,KCNC1,0.4522761646533478,1000.0,0.0,-0.0,1.0
PLP1,TSPAN7,0.45221892856928614,142.2235851573529,5.976058534179132e-143,-0.0,1.0
MT-RNR2,LRP1B,0.452177464159408,1000.0,0.0,-0.0,1.0
MT-RNR1,SPINK8,0.45216374548920846,1000.0,0.0,-0.0,1.0
SST,MT-RNR2,0.45213503020062806,-0.0,1.0,1000.0,0.0
MT-RNR2,B3GAT1,0.4521062913142159,1000.0,0.0,-0.0,1.0
HPCA,CLU,0.45206484701815114,-0.0,1.0,74.91681069538156,1.2111259361853721e-75
MT-RNR2,RIMS2,0.45204963466930353,1000.0,0.0,-0.0,1.0
MT-CYTB,NBL1,0.45200751982729165,1000.0,0.0,-0.0,1.0
STXBP6,MT-RNR2,0.45199315791117833,-0.0,1.0,1000.0,0.0
MT-RNR2,PLA2G16,0.45196504947996163,1000.0,0.0,-0.0,1.0
MT-CYTB,SNCG,0.45195110445059544,1000.0,0.0,-0.0,1.0
MT-RNR2,SOBP,0.4519509793373309,1000.0,0.0,-0.0,1.0
MOBP,GPM6A,0.451909549134366,-0.0,1.0,98.32347550358654,4.748150721667497e-99
MT-ND1,NBL1,0.4518948241410434,1000.0,0.0,-0.0,1.0
MT-RNR2,AQP4,0.4518236028740831,1000.0,0.0,-0.0,1.0
MT-RNR2,PRRT2,0.45175287957116994,1000.0,0.0,-0.0,1.0
MT-RNR2,ATP8A1,0.45169630092885193,1000.0,0.0,-0.0,1.0
MT-RNR2,SPEG,0.4516678066368955,1000.0,0.0,-0.0,1.0
MOBP,ATP1B1,0.4516518488979802,-0.0,1.0,1000.0,0.0
MT-RNR1,ZFPM2,0.45163996734897827,1000.0,0.0,-0.0,1.0
MT-RNR1,MEIS2,0.4516121658826896,1000.0,0.0,-0.0,1.0
MT-CYTB,RASGRF2,0.4515410507288767,1000.0,0.0,-0.0,1.0
MT-RNR2,EDIL3,0.4514702786062023,1000.0,0.0,-0.0,1.0
CAMK2A,QDPR,0.4513963151227403,1000.0,0.0,-0.0,1.0
MOBP,ATP6V1G2,0.451393807464843,-0.0,1.0,165.68330239613803,2.0734692728968195e-166
PCP4,GLUL,0.45135942288368935,269.5533250995748,2.7968868717877995e-270,-0.0,1.0
MT-CYTB,HOPX,0.45135750103735006,1000.0,0.0,-0.0,1.0
MT-RNR2,SCD1,0.45132847225257167,1000.0,0.0,-0.0,1.0
MT-CYTB,LCAT,0.4513144697167621,1000.0,0.0,-0.0,1.0
MT-RNR2,NDRG1,0.4512865501667172,1000.0,0.0,-0.0,1.0
MT-RNR2,MFGE8,0.45124357318886105,1000.0,0.0,-0.0,1.0
MT-RNR2,CAMK2N2,0.4512292997641329,1000.0,0.0,-0.0,1.0
MT-RNR2,APBA1,0.45120110988669315,1000.0,0.0,-0.0,1.0
MT-ND1,SNCG,0.45115891847259704,1000.0,0.0,-0.0,1.0
MT-CYTB,RPRM,0.4511324736940875,1000.0,0.0,-0.0,1.0
MT-ND1,HOPX,0.45113172802811424,1000.0,0.0,-0.0,1.0
MT-CYTB,EZR,0.45113118680643094,1000.0,0.0,-0.0,1.0
MT-RNR1,IGFBP6,0.45113041587966196,1000.0,0.0,-0.0,1.0
MT-RNR1,SLC32A1,0.45108875288819145,1000.0,0.0,-0.0,1.0
MT-ND1,LCAT,0.4510885251145279,1000.0,0.0,-0.0,1.0
MT-RNR2,ZCCHC12,0.45108811696445544,1000.0,0.0,-0.0,1.0
MT-RNR2,ALCAM,0.4510596357001734,1000.0,0.0,-0.0,1.0
MT-ND1,EZR,0.4510187242665577,1000.0,0.0,-0.0,1.0
MT-RNR2,STK32C,0.4509889692432087,1000.0,0.0,-0.0,1.0
MT-RNR1,PENK,0.45097636971370864,1000.0,0.0,-0.0,1.0
MT-RNR2,TPPP3,0.4509326457602235,1000.0,0.0,-0.0,1.0
MT-RNR2,AMOTL1,0.4509324545876681,1000.0,0.0,-0.0,1.0
MT-CYTB,ARC,0.4509194125969063,1000.0,0.0,-0.0,1.0
MT-RNR2,PCDH10,0.45091827703511256,1000.0,0.0,-0.0,1.0
MT-CYTB,TNS3,0.4509053401258608,1000.0,0.0,-0.0,1.0
MT-RNR2,PANTR1,0.45087602533378407,1000.0,0.0,-0.0,1.0
MT-ND1,RASGRF2,0.45086210753707856,1000.0,0.0,-0.0,1.0
MT-ND1,TNS3,0.4507930033217128,1000.0,0.0,-0.0,1.0
NRGN,CD81,0.4507801481472496,1.4990522694894923,0.03169186012873607,-0.0,1.0
TAC2,MT-CYTB,0.45073485642720584,-0.0,1.0,1000.0,0.0
MT-RNR2,NTNG1,0.45072025175788927,1000.0,0.0,-0.0,1.0
MOBP,RTN1,0.45071040175487137,-0.0,1.0,32.059202789789644,8.725638376393199e-33
MT-RNR1,C1QL2,0.45069544091864033,1000.0,0.0,-0.0,1.0
MT-CYTB,KIRREL3,0.45066460346272513,1000.0,0.0,-0.0,1.0
TAC2,MT-ND1,0.4506223050198021,-0.0,1.0,1000.0,0.0
PLP1,NCDN,0.4506166324880951,242.99209357189034,1.0183719488058673e-243,-0.0,1.0
MT-ND1,RPRM,0.45056687537185086,1000.0,0.0,-0.0,1.0
MT-CYTB,WFS1,0.45052315712911073,1000.0,0.0,-0.0,1.0
MT-RNR2,FGFR2,0.45052249436888414,1000.0,0.0,-0.0,1.0
MT-RNR2,NAT14,0.45047973199417113,1000.0,0.0,-0.0,1.0
MT-RNR1,RGS14,0.4503674377859237,1000.0,0.0,-0.0,1.0
MT-CYTB,CNR1,0.45036685953619043,1000.0,0.0,-0.0,1.0
MOBP,SYT1,0.4503550770509277,-0.0,1.0,94.35538915906002,4.4117494573086633e-95
MT-ND1,EVI2A,0.45033574949252003,1000.0,0.0,-0.0,1.0
MT-CYTB,MPPED1,0.4502840790817874,1000.0,0.0,-0.0,1.0
MT-CYTB,FOXG1,0.450156146316926,1000.0,0.0,-0.0,1.0
MT-ND1,KIRREL3,0.4501556027462617,1000.0,0.0,-0.0,1.0
PTGDS,TSPAN7,0.4501546079261766,-0.0,1.0,0.0010532649136538316,0.9975777064101958
SYT1,GLUL,0.4500854841407094,-0.0,1.0,202.94813417778977,1.1268492557998885e-203
MT-CYTB,MAOB,0.45008467349644105,1000.0,0.0,-0.0,1.0
MT-ND1,WFS1,0.4497875710312384,1000.0,0.0,-0.0,1.0
MT-RNR2,PTPN4,0.44972996499006895,1000.0,0.0,-0.0,1.0
MT-ND1,ARC,0.44967406046505654,1000.0,0.0,-0.0,1.0
MT-ND1,CNR1,0.44963129552742676,1000.0,0.0,-0.0,1.0
MT-ND1,TMBIM1,0.4495936926211841,1000.0,0.0,-0.0,1.0
MT-ND1,MAOB,0.44957567305035484,1000.0,0.0,-0.0,1.0
MT-RNR2,MTFP1,0.44957447346403445,1000.0,0.0,-0.0,1.0
MT-RNR2,RAPGEF4,0.4495185238110091,1000.0,0.0,-0.0,1.0
PCP4,SLC1A2,0.4494548658477262,33.50448669367445,3.129776363146295e-34,-0.0,1.0
MT-RNR2,2310022B05RIK,0.4494192568608698,1000.0,0.0,-0.0,1.0
MT-CYTB,GABRA3,0.4493627255632524,1000.0,0.0,-0.0,1.0
MT-RNR2,SCRT1,0.44936218312775,1000.0,0.0,-0.0,1.0
MT-CYTB,RGS10,0.4492647139113838,1000.0,0.0,-0.0,1.0
MEG3,ALDOC,0.44909817119814466,-0.0,1.0,4.962690505870263,1.0897063813123215e-05
MT-RNR2,NPTX1,0.4490516433034343,1000.0,0.0,-0.0,1.0
MT-RNR2,PDCD4,0.4490091092836795,1000.0,0.0,-0.0,1.0
MT-CYTB,IGSF21,0.44895353228161045,1000.0,0.0,-0.0,1.0
MT-ND1,NR4A2,0.4489388929185823,1000.0,0.0,-0.0,1.0
MT-CYTB,TMBIM1,0.4489119580408394,1000.0,0.0,-0.0,1.0
MT-CYTB,NR4A2,0.44888162871572723,1000.0,0.0,-0.0,1.0
MT-CYTB,EVI2A,0.44885817842400916,1000.0,0.0,-0.0,1.0
MT-CYTB,GARNL3,0.4488553796717593,1000.0,0.0,-0.0,1.0
MT-CYTB,RGS6,0.44884008177467605,1000.0,0.0,-0.0,1.0
MT-RNR1,ERBB4,0.4487851541646511,1000.0,0.0,-0.0,1.0
MT-RNR2,CRIP2,0.4487686502140324,1000.0,0.0,-0.0,1.0
MT-RNR2,ASPH,0.44876814990693703,1000.0,0.0,-0.0,1.0
MT-RNR1,THRSP,0.4487410693734274,1000.0,0.0,-0.0,1.0
MT-ND1,FOXG1,0.44874074277421844,1000.0,0.0,-0.0,1.0
GLUL,CALM3,0.4487292281006871,3.621558445344902,0.00023902402462101498,-0.0,1.0
MT-RNR2,CAMKK1,0.44871181419567463,1000.0,0.0,-0.0,1.0
MT-CYTB,KCNAB3,0.4486839897779042,1000.0,0.0,-0.0,1.0
MT-ND1,PDLIM2,0.4486521671769826,1000.0,0.0,-0.0,1.0
MT-CYTB,VSTM2A,0.4486136987835692,1000.0,0.0,-0.0,1.0
MT-ND1,MPPED1,0.44852863494636896,1000.0,0.0,-0.0,1.0
MT-RNR1,PLCXD2,0.44852824033955785,1000.0,0.0,-0.0,1.0
IGFBP4,MT-RNR2,0.44851414668012435,-0.0,1.0,1000.0,0.0
MT-ND1,IGSF21,0.4485012270162272,1000.0,0.0,-0.0,1.0
MT-RNR2,ELMOD1,0.4484574204802571,1000.0,0.0,-0.0,1.0
MT-ND1,GABRA3,0.44840067014237656,1000.0,0.0,-0.0,1.0
MT-RNR2,FAM81A,0.4483864503728165,1000.0,0.0,-0.0,1.0
MT-CYTB,PDLIM2,0.44836607853818783,1000.0,0.0,-0.0,1.0
MT-RNR2,GRIK5,0.44835806181445353,1000.0,0.0,-0.0,1.0
MT-RNR2,UHMK1,0.44835803231708365,1000.0,0.0,-0.0,1.0
MT-RNR2,CAR10,0.44834413175802096,1000.0,0.0,-0.0,1.0
MT-RNR2,JPH3,0.44834398152005556,1000.0,0.0,-0.0,1.0
MT-ND1,SLAIN1,0.44829199104245887,1000.0,0.0,-0.0,1.0
MT-ND1,RGS6,0.4482744399896522,1000.0,0.0,-0.0,1.0
MT-CYTB,GPC5,0.4482036442766461,1000.0,0.0,-0.0,1.0
MT-RNR2,CPNE7,0.4481882686258203,1000.0,0.0,-0.0,1.0
MT-ND1,GPC5,0.4480912944110592,1000.0,0.0,-0.0,1.0
MT-RNR2,DDAH1,0.44807506122700075,1000.0,0.0,-0.0,1.0
MT-CYTB,RASD2,0.4480477172867213,1000.0,0.0,-0.0,1.0
MT-RNR2,DTNBP1,0.44804705369165254,1000.0,0.0,-0.0,1.0
MT-RNR2,GABRA2,0.44804697852310876,1000.0,0.0,-0.0,1.0
MT-RNR1,GM5741,0.4480344549155375,1000.0,0.0,-0.0,1.0
MT-RNR2,TUBB2B,0.4480332286505783,1000.0,0.0,-0.0,1.0
MT-RNR1,CAR4,0.4480191368454187,1000.0,0.0,-0.0,1.0
MT-RNR1,RAB3B,0.44799133502659383,1000.0,0.0,-0.0,1.0
MT-RNR2,HMGN1,0.447990475059587,1000.0,0.0,-0.0,1.0
MT-RNR2,ELAVL2,0.44797654975196943,1000.0,0.0,-0.0,1.0
GNG8,MT-RNR1,0.447908402450859,-0.0,1.0,1000.0,0.0
MT-ND1,CCND2,0.4478938410620497,1000.0,0.0,-0.0,1.0
MT-ND1,GARNL3,0.4478930940804877,1000.0,0.0,-0.0,1.0
MT-CYTB,CCND2,0.44789276387475546,1000.0,0.0,-0.0,1.0
GLUL,ZWINT,0.4478213752939077,0.01473667597043675,0.9666367983517901,-0.0,1.0
MT-ND1,KCNAB3,0.4477785246370923,1000.0,0.0,-0.0,1.0
MT-ND1,VSTM2A,0.44776482454693706,1000.0,0.0,-0.0,1.0
MT-RNR2,KCNA6,0.4477361399659936,1000.0,0.0,-0.0,1.0
MT-ND1,A830018L16RIK,0.4476809249864213,1000.0,0.0,-0.0,1.0
MT-CYTB,A830018L16RIK,0.4476800204001334,1000.0,0.0,-0.0,1.0
MT-CYTB,SLAIN1,0.4476670471011331,1000.0,0.0,-0.0,1.0
MT-ND1,GJC3,0.4476635398010489,1000.0,0.0,-0.0,1.0
MOBP,BASP1,0.44760687088037304,-0.0,1.0,20.74240195370087,1.8096644138820163e-21
CAMK2A,SCD2,0.4475934429124936,27.51541831731187,3.051979995650539e-28,-0.0,1.0
MT-RNR1,GLTP,0.4475688257950038,1000.0,0.0,-0.0,1.0
MT-ND1,RGS10,0.4475662616612825,1000.0,0.0,-0.0,1.0
MT-RNR1,RAB26,0.44755292056884505,1000.0,0.0,-0.0,1.0
OLFM1,ATP1A2,0.4475474630964327,145.85047003771774,1.411009579645124e-146,-0.0,1.0
MT-RNR2,SPOCK3,0.4475377707493195,1000.0,0.0,-0.0,1.0
MT-RNR2,KCNQ3,0.4475376417780202,1000.0,0.0,-0.0,1.0
MT-RNR2,6330403A02RIK,0.4474671630404812,1000.0,0.0,-0.0,1.0
MT-RNR2,AIFM3,0.44745269588236863,1000.0,0.0,-0.0,1.0
MT-RNR1,ITIH3,0.44743956160656784,1000.0,0.0,-0.0,1.0
MT-RNR2,CIT,0.44739616736682664,1000.0,0.0,-0.0,1.0
MT-RNR2,TNIK,0.44736823650557545,1000.0,0.0,-0.0,1.0
MT-RNR2,NEGR1,0.4473681504435684,1000.0,0.0,-0.0,1.0
NDRG4,GLUL,0.4473601434729494,-0.0,1.0,81.11130096552557,7.739252826817588e-82
MT-RNR2,BRAF,0.4473537333708446,1000.0,0.0,-0.0,1.0
MT-ND1,RASD2,0.44725549554977606,1000.0,0.0,-0.0,1.0
MT-RNR2,ZFP148,0.4472549142947918,1000.0,0.0,-0.0,1.0
MT-CYTB,PLTP,0.44722781236871567,1000.0,0.0,-0.0,1.0
MT-RNR2,CAMK4,0.4471840251668302,1000.0,0.0,-0.0,1.0
MT-ND1,PRR18,0.4470995661752109,1000.0,0.0,-0.0,1.0
MT-CYTB,CALN1,0.4470295693158009,1000.0,0.0,-0.0,1.0
ATP6V1G2,GLUL,0.4470223721848683,-0.0,1.0,102.84420615825701,1.4315082054124922e-103
MT-ND1,PLTP,0.44700216016406435,1000.0,0.0,-0.0,1.0
MT-CYTB,CRTAC1,0.44700128005898665,1000.0,0.0,-0.0,1.0
MT-RNR2,DAB1,0.4469869332910975,1000.0,0.0,-0.0,1.0
MT-RNR2,MPP6,0.44698602945274385,1000.0,0.0,-0.0,1.0
MT-ND1,GNG11,0.44697782552626497,1000.0,0.0,-0.0,1.0
MEG3,PLP1,0.446949097150896,-0.0,1.0,2.862089588548381e-08,0.999999934097954
SNCG,MT-RNR1,0.4469456726210276,-0.0,1.0,1000.0,0.0
CAMK2N1,MBP,0.4469346394426588,-0.0,1.0,0.8581003259256343,0.13864355128206002
GLUL,GABARAPL1,0.44691499010878766,8.225037114126582,5.95611241349711e-09,-0.0,1.0
MT-RNR2,SEZ6,0.4469015562742911,1000.0,0.0,-0.0,1.0
MT-RNR2,KCNMB4,0.44687287214477933,1000.0,0.0,-0.0,1.0
MOBP,THY1,0.4468636162421178,-0.0,1.0,1000.0,0.0
MT-RNR2,RSRC1,0.4467881405419142,1000.0,0.0,-0.0,1.0
MT-CYTB,FGFR3,0.4467743549932568,1000.0,0.0,-0.0,1.0
MT-RNR2,5031439G07RIK,0.44677407486307125,1000.0,0.0,-0.0,1.0
FXYD6,MT-RNR2,0.44677407486307125,-0.0,1.0,1000.0,0.0
MBP,CALM2,0.446768491985753,-0.0,1.0,16.812240274295863,1.5408477399765756e-17
MT-CYTB,GNG11,0.44674934886978657,1000.0,0.0,-0.0,1.0
MT-RNR2,DLG2,0.4467179407990053,1000.0,0.0,-0.0,1.0
MT-ND1,FGFR3,0.4466618089780726,1000.0,0.0,-0.0,1.0
PTGDS,ARF3,0.4466337599668384,52.30067306177143,5.004111042442072e-53,-0.0,1.0
MEG3,CLU,0.4466329733448449,51.387279918968865,4.099397963510821e-52,-0.0,1.0
MT-RNR2,GRM5,0.446632760302978,1000.0,0.0,-0.0,1.0
MT-RNR2,ABCA2,0.4465337477357975,1000.0,0.0,-0.0,1.0
MT-ND1,CALN1,0.44652058129675387,1000.0,0.0,-0.0,1.0
MT-CYTB,GNG7,0.4464633956702499,1000.0,0.0,-0.0,1.0
MT-CYTB,SHOX2,0.4464349913117004,1000.0,0.0,-0.0,1.0
MOBP,ITM2C,0.4464306268461052,-0.0,1.0,135.54501108195262,2.850945518602962e-136
TAC2,MT-RNR1,0.446409879832563,-0.0,1.0,1000.0,0.0
GFAP,MT-ND1,0.4464012663829721,-0.0,1.0,1000.0,0.0
MT-RNR2,PNKD,0.4463637289145582,1000.0,0.0,-0.0,1.0
MT-ND1,CRTAC1,0.44632233789874426,1000.0,0.0,-0.0,1.0
MT-CYTB,GSTO1,0.44627945688111986,1000.0,0.0,-0.0,1.0
MT-RNR1,WFS1,0.44625545176538794,1000.0,0.0,-0.0,1.0
MT-RNR2,CAMKK2,0.44623639372516033,1000.0,0.0,-0.0,1.0
MOBP,SNHG11,0.44623368079200065,-0.0,1.0,264.91119070142565,1.2269003732248811e-265
MT-ND1,PPP1R16B,0.44622637173944874,1000.0,0.0,-0.0,1.0
MT-ND1,GSTO1,0.4462236207801305,1000.0,0.0,-0.0,1.0
MT-ND1,RORB,0.4461818643613285,1000.0,0.0,-0.0,1.0
GAD2,MT-CYTB,0.44618159674837066,-0.0,1.0,1000.0,0.0
ARF3,PLP1,0.4461431940554352,-0.0,1.0,1000.0,0.0
MT-RNR2,VGF,0.4461373199993946,1000.0,0.0,-0.0,1.0
MT-ND1,GNG7,0.44612431310320333,1000.0,0.0,-0.0,1.0
MT-RNR2,POP5,0.446123341562038,1000.0,0.0,-0.0,1.0
MT-CYTB,PPP1R16B,0.4461116237000078,1000.0,0.0,-0.0,1.0
GLUL,MDH1,0.4460718419245323,-0.0,1.0,40.44578567726975,3.5827319999023363e-41
CALB1,MT-RNR2,0.44606662632649713,-0.0,1.0,1000.0,0.0
MT-RNR1,KIRREL3,0.446056637365965,1000.0,0.0,-0.0,1.0
MT-RNR1,NBL1,0.44598225472065045,1000.0,0.0,-0.0,1.0
SNAP25,PLP1,0.4459771169412838,52.847188423354076,1.4217118282552836e-53,-0.0,1.0
MT-CYTB,PRR18,0.44596152923915977,1000.0,0.0,-0.0,1.0
MT-CYTB,GJC3,0.445958695535495,1000.0,0.0,-0.0,1.0
MT-CYTB,CTSS,0.44591544863371585,1000.0,0.0,-0.0,1.0
MT-RNR1,RASGRF2,0.4459124391661023,1000.0,0.0,-0.0,1.0
MT-RNR1,LCAT,0.4459122878055257,1000.0,0.0,-0.0,1.0
MT-ND1,ID3,0.4458996606901605,1000.0,0.0,-0.0,1.0
MT-RNR2,CABP1,0.44589702701609923,1000.0,0.0,-0.0,1.0
MT-ND1,SOX2OT,0.4458685594127906,1000.0,0.0,-0.0,1.0
MT-RNR2,ICAM5,0.44579813583711436,1000.0,0.0,-0.0,1.0
MT-RNR2,NEUROD6,0.44579801440231537,1000.0,0.0,-0.0,1.0
MT-CYTB,MARK1,0.445770992978446,1000.0,0.0,-0.0,1.0
MT-ND1,SHOX2,0.44575604838711863,1000.0,0.0,-0.0,1.0
MT-CYTB,CNIH3,0.44575558042499147,1000.0,0.0,-0.0,1.0
MOBP,STMN3,0.44574062952207033,-0.0,1.0,1000.0,0.0
MT-RNR1,EZR,0.44572942490584816,1000.0,0.0,-0.0,1.0
MT-CYTB,RORB,0.44572775909868173,1000.0,0.0,-0.0,1.0
MT-RNR2,FGF13,0.44572712473176584,1000.0,0.0,-0.0,1.0
MT-CYTB,TMEM176B,0.44569977153209644,1000.0,0.0,-0.0,1.0
MT-RNR2,FBXO2,0.44569916734481907,1000.0,0.0,-0.0,1.0
MT-RNR2,ELMO1,0.4456990017885707,1000.0,0.0,-0.0,1.0
MT-RNR2,TCEAL6,0.4456988650766165,1000.0,0.0,-0.0,1.0
CRYM,MT-RNR2,0.44568538189844376,-0.0,1.0,1000.0,0.0
MT-RNR2,ARPC5,0.4456848571294675,1000.0,0.0,-0.0,1.0
HOPX,MT-RNR1,0.4456723909423632,-0.0,1.0,1000.0,0.0
MT-RNR2,PTPN5,0.4456421353707606,1000.0,0.0,-0.0,1.0
MT-ND1,CNIH3,0.4455862577182129,1000.0,0.0,-0.0,1.0
MT-CYTB,ID3,0.4455585991913069,1000.0,0.0,-0.0,1.0
HS3ST4,MT-RNR2,0.44555759389393323,-0.0,1.0,1000.0,0.0
MT-RNR2,PDIA6,0.44555755519757495,1000.0,0.0,-0.0,1.0
PPP3CA,ATP1A2,0.44547869577248267,66.44002873146964,3.630540355354934e-67,-0.0,1.0
MT-ND1,TMEM176B,0.4454740344572442,1000.0,0.0,-0.0,1.0
MT-RNR2,PHYHIP,0.4454729465328196,1000.0,0.0,-0.0,1.0
MT-RNR2,CHD5,0.4454300085163756,1000.0,0.0,-0.0,1.0
MT-RNR2,TMEM106B,0.44537363772112326,1000.0,0.0,-0.0,1.0
GLUL,TTC3,0.4453519396773501,0.1065515353225636,0.7824353522846927,-0.0,1.0
MT-RNR1,CNR1,0.4452480527748533,1000.0,0.0,-0.0,1.0
GFAP,MT-CYTB,0.44520796551792646,-0.0,1.0,1000.0,0.0
MOBP,VSNL1,0.44518501373985575,-0.0,1.0,59.56161882674153,2.7439814636032666e-60
MT-CYTB,DPY19L1,0.4451764858975723,1000.0,0.0,-0.0,1.0
MT-RNR1,TNS3,0.4451637379355002,1000.0,0.0,-0.0,1.0
MT-ND1,DPY19L1,0.44512075132534007,1000.0,0.0,-0.0,1.0
MT-CYTB,IL33,0.44509646102377587,1000.0,0.0,-0.0,1.0
MT-RNR2,PITPNC1,0.4450628012379048,1000.0,0.0,-0.0,1.0
GAD2,MT-ND1,0.44504939266247245,-0.0,1.0,1000.0,0.0
MT-CYTB,HAP1,0.4450076821070349,1000.0,0.0,-0.0,1.0
MT-CYTB,ID4,0.44492223910363105,1000.0,0.0,-0.0,1.0
MT-RNR2,PRPF4B,0.4449210842909185,1000.0,0.0,-0.0,1.0
HPCA,NDRG2,0.4449091398329066,-0.0,1.0,1000.0,0.0
MT-CYTB,HOMER1,0.4449084123990975,1000.0,0.0,-0.0,1.0
MT-RNR1,RPRM,0.4448809447300008,1000.0,0.0,-0.0,1.0
MT-RNR2,RGS8,0.44482178784111176,1000.0,0.0,-0.0,1.0
UCHL1,GLUL,0.4448193015158215,-0.0,1.0,165.78952066478837,1.6236010937531076e-166
MT-RNR2,GATM,0.4447659232959927,1000.0,0.0,-0.0,1.0
MT-RNR2,NEUROD2,0.444751521536825,1000.0,0.0,-0.0,1.0
MT-RNR2,S100A16,0.4447239253852316,1000.0,0.0,-0.0,1.0
MT-ND1,MARK1,0.4446955024809443,1000.0,0.0,-0.0,1.0
MT-RNR2,MAPK3,0.44469489692519276,1000.0,0.0,-0.0,1.0
MT-RNR2,NTSR2,0.4446947309942395,1000.0,0.0,-0.0,1.0
CAMK2A,GLUL,0.4446694840984734,-0.0,1.0,0.0003700457954947576,0.9991483009692581
MT-RNR2,SLC17A6,0.44466622083360574,1000.0,0.0,-0.0,1.0
PPP3CA,CLU,0.4446622439158145,-0.0,1.0,0.22521815992556884,0.5953629986380101
GLUL,DYNLL2,0.44465480431020304,1.644046376604447,0.02269622474860031,-0.0,1.0
PVALB,MT-CYTB,0.44463966479377975,-0.0,1.0,1000.0,0.0
MT-RNR2,PPM1L,0.4446098260681675,1000.0,0.0,-0.0,1.0
BOK,MT-RNR2,0.44458157372189294,-0.0,1.0,1000.0,0.0
MT-RNR2,STK39,0.44455349640481334,1000.0,0.0,-0.0,1.0
MT-RNR2,ARHGEF4,0.44455317889516965,1000.0,0.0,-0.0,1.0
MOBP,ATP1A3,0.4445482802353302,-0.0,1.0,89.18217103349,6.573988900879526e-90
MT-CYTB,SATB1,0.44454033433791595,1000.0,0.0,-0.0,1.0
MT-ND1,ID4,0.4445265919950153,1000.0,0.0,-0.0,1.0
MT-RNR2,SUPT6,0.44449670576766703,1000.0,0.0,-0.0,1.0
MBP,NCDN,0.44448615508654415,1000.0,0.0,-0.0,1.0
MT-RNR2,UBR3,0.4444826404969763,1000.0,0.0,-0.0,1.0
MT-ND1,CTSS,0.44444276947387223,1000.0,0.0,-0.0,1.0
PTGDS,NCDN,0.44442471333441186,-0.0,1.0,-0.0,1.0
MT-CYTB,SOX2OT,0.44439016310032764,1000.0,0.0,-0.0,1.0
MT-RNR1,ARC,0.44438452385145566,1000.0,0.0,-0.0,1.0
MT-RNR2,SIPA1L1,0.4443833816164118,1000.0,0.0,-0.0,1.0
MT-RNR2,KCNJ9,0.44432709169700413,1000.0,0.0,-0.0,1.0
MT-RNR1,FOXG1,0.4443013237282127,1000.0,0.0,-0.0,1.0
MT-RNR2,SIRPA,0.4442985749720338,1000.0,0.0,-0.0,1.0
MT-RNR2,MSMO1,0.44428443030964293,1000.0,0.0,-0.0,1.0
MOBP,CALM3,0.4442525296165873,-0.0,1.0,1000.0,0.0
MT-CYTB,FAM163B,0.4442430079606944,1000.0,0.0,-0.0,1.0
MT-RNR2,NREP,0.4442419349729356,1000.0,0.0,-0.0,1.0
MT-RNR1,NR4A2,0.44415947221200713,1000.0,0.0,-0.0,1.0
MT-RNR2,SRXN1,0.44415709676367704,1000.0,0.0,-0.0,1.0
MT-ND1,IL33,0.44413391485035086,1000.0,0.0,-0.0,1.0
MT-ND1,FAM163B,0.4441306289519318,1000.0,0.0,-0.0,1.0
MT-RNR2,UBE2QL1,0.44412874968692545,1000.0,0.0,-0.0,1.0
MT-ND1,HOMER1,0.4441161513206933,1000.0,0.0,-0.0,1.0
MT-CYTB,NWD2,0.4441024275464318,1000.0,0.0,-0.0,1.0
MT-ND1,HAP1,0.444102087237318,1000.0,0.0,-0.0,1.0
MT-RNR2,ELAVL4,0.4440579758311227,1000.0,0.0,-0.0,1.0
MT-RNR2,LPGAT1,0.44403014427137993,1000.0,0.0,-0.0,1.0
PLP1,ATP1B1,0.44402482434064267,71.38322283735042,4.1378730526290423e-72,-0.0,1.0
MT-RNR2,FGF12,0.4439872768620955,1000.0,0.0,-0.0,1.0
GLUL,PKM,0.4439677226611724,24.51636964974681,3.045301877538055e-25,-0.0,1.0
MT-RNR2,SCCPDH,0.4439308823784415,1000.0,0.0,-0.0,1.0
MT-RNR2,ALDH1A1,0.44393081375006593,1000.0,0.0,-0.0,1.0
ARF3,GLUL,0.44383133823436804,-0.0,1.0,79.38171079044531,4.152304648465328e-80
PVALB,MT-ND1,0.44367743731464276,-0.0,1.0,1000.0,0.0
MT-ND1,SATB1,0.443634788869355,1000.0,0.0,-0.0,1.0
MT-RNR2,MSI2,0.4436058526337024,1000.0,0.0,-0.0,1.0
MT-ND1,NWD2,0.4435934965102724,1000.0,0.0,-0.0,1.0
MT-ND1,SOX2,0.44356694940575075,1000.0,0.0,-0.0,1.0
MT-RNR2,JOSD2,0.44353570855370245,1000.0,0.0,-0.0,1.0
MT-CYTB,B2M,0.4435226801579401,1000.0,0.0,-0.0,1.0
MT-RNR1,MAOB,0.443493144284096,1000.0,0.0,-0.0,1.0
ATP1A3,GLUL,0.44349236532594855,-0.0,1.0,173.93851013026236,1.1520991858874537e-174
MT-RNR2,RNF13,0.4434500805748619,1000.0,0.0,-0.0,1.0
MT-RNR2,FNDC5,0.44339346125099804,1000.0,0.0,-0.0,1.0
MT-CYTB,AGT,0.44338032684463696,1000.0,0.0,-0.0,1.0
